grapheme,ground_truth_phoneme,predicted_phoneme,model
expressive,ɪkspɹˈɛsɪv,/ɪkˈspɹɛsɪv/,gpt-4o
extras,ˈɛkstɹəz,/ˈɛkstrəz/,gpt-4o
eyebrows,ˈaɪbɹˌaʊz,The General American English phonemic transcription for 'eyebrows' is /ˈaɪˌbɹaʊz/.,gpt-4o
fa,fˈɑː,/fa/,gpt-4o
facial,fˈeɪʃəl,The General American English phonemic transcription for 'facial' is /ˈfeɪʃəl/.,gpt-4o
fandom,fˈændəm,/fændəm/,gpt-4o
father,fˈɑːðɚ,The General American English phonemic transcription for 'father' is /ˈfɑðɚ/.,gpt-4o
fathers,fˈɑːðɚz,The General American English phonemic transcription for 'fathers' is /ˈfɑðɚz/.,gpt-4o
fed,fˈɛd,/fɛd/,gpt-4o
feeding,fˈiːdɪŋ,/ˈfidɪŋ/,gpt-4o
fictional,fˈɪkʃənəl,The General American English phonemic transcription for 'fictional' is /ˈfɪkʃənl̩/.,gpt-4o
fifty,fˈɪfti,The General American English phonemic transcription for 'fifty' is /ˈfɪfti/.,gpt-4o
filler,fˈɪlɚ,/fɪlɚ/,gpt-4o
fin,fˈɪn,The General American English phonemic transcription for 'fin' is /fɪn/.,gpt-4o
final,fˈaɪnəl,The General American English phonemic transcription for 'final' is /ˈfaɪnəl/.,gpt-4o
firm,fˈɚm,/fɝm/,gpt-4o
firstly,fˈɚstli,/fɝstli/,gpt-4o
fitness,fˈɪtnəs,/ˈfɪtnəs/,gpt-4o
flawless,flˈɔːləs,/flɔləs/,gpt-4o
flint,flˈɪnt,/flɪnt/,gpt-4o
foolish,fˈuːlɪʃ,The General American English phonemic transcription for 'foolish' is /ˈfuːlɪʃ/.,gpt-4o
formation,fɔɹmˈeɪʃən,/fɔɹˈmeɪʃən/,gpt-4o
fraction,fɹˈækʃən,The General American English phonemic transcription for 'fraction' is /ˈfɹækʃən/.,gpt-4o
frances,fɹˈænsɪs,The General American English phonemic transcription for 'frances' is /ˈfɹænsɪz/.,gpt-4o
frederick,fɹˈɛdɹɪk,/ˈfɹɛdɹɪk/,gpt-4o
freshman,fɹˈɛʃmən,The General American English phonemic transcription for 'freshman' is /ˈfɹɛʃmən/.,gpt-4o
frost,fɹˈɔːst,/fɹɔst/,gpt-4o
frustration,fɹəstɹˈeɪʃən,The General American English phonemic transcription for 'frustration' is /fɹəˈstɹeɪʃən/.,gpt-4o
fullest,fˈʊləst,/ˈfʊləst/,gpt-4o
furnished,fˈɚnɪʃt,/fɜɹnɪʃt/,gpt-4o
fuse,fjˈuːz,/fjuz/,gpt-4o
fuses,fjˈuːzəz,The General American English phonemic transcription for 'fuses' is /ˈfjuzɪz/.,gpt-4o
fyi,fˈaɪ,/fˌɛfwaɪˈaɪ/,gpt-4o
gaga,gˈeɪgə,The General American English phonemic transcription for 'gaga' is /ˈɡɑɡɑ/.,gpt-4o
galore,gəlˈɔːɹ,/ɡəˈlɔɹ/,gpt-4o
game,gˈeɪm,The General American English phonemic transcription for 'game' is /ɡeɪm/.,gpt-4o
games,gˈeɪmz,The General American English phonemic transcription for 'games' is /ɡeɪmz/.,gpt-4o
gaming,gˈeɪmɪŋ,/ˈɡeɪmɪŋ/,gpt-4o
gaping,gˈeɪpɪŋ,The General American English phonemic transcription for 'gaping' is /ˈɡeɪpɪŋ/.,gpt-4o
genre,ʒˈɑːnɹə,/ˈʒɑnɹə/,gpt-4o
ghetto,gˈɛtoʊ,/ˈɡɛtoʊ/,gpt-4o
gift,gˈɪft,/gɪft/,gpt-4o
gifted,gˈɪftəd,/gɪftɪd/,gpt-4o
gifting,gˈɪftɪŋ,The General American English phonemic transcription for 'gifting' is /ˈɡɪftɪŋ/.,gpt-4o
gifts,gˈɪfts,/gɪfts/,gpt-4o
gingerbread,dʒˈɪndʒɚbɹˌɛd,/ˈdʒɪndʒɚˌbɹɛd/,gpt-4o
girls,gˈɚlz,The General American English phonemic transcription for 'girls' is /ɡɝlz/.,gpt-4o
glaze,glˈeɪz,/glɛɪz/,gpt-4o
glazed,glˈeɪzd,The General American English phonemic transcription for 'glazed' is /ɡleɪzd/.,gpt-4o
glazing,glˈeɪzɪŋ,The General American English phonemic transcription for 'glazing' is /ˈɡleɪzɪŋ/.,gpt-4o
glimpse,glˈɪmps,/glɪmps/,gpt-4o
global,glˈoʊbəl,The General American English phonemic transcription for 'global' is /ˈɡloʊbəl/.,gpt-4o
glory,glˈɔːɹi,/glɔɹi/,gpt-4o
gotta,gˈɑːtə,/ˈɡɑɾə/,gpt-4o
gov,gˈʌv,/gʌv/,gpt-4o
governments,gˈʌvɚmənts,/ˈɡʌvɚnmənts/,gpt-4o
grace,gɹˈeɪs,/greɪs/,gpt-4o
greatest,gɹˈeɪtəst,/ˈɡɹeɪtəst/,gpt-4o
greatly,gɹˈeɪtli,/ˈɡɹeɪtli/,gpt-4o
group,gɹˈuːp,The General American English phonemic transcription for 'group' is /ɡɹup/.,gpt-4o
grouped,gɹˈuːpt,The General American English phonemic transcription for 'grouped' is /ɡɹupt/.,gpt-4o
grouping,gɹˈuːpɪŋ,The General American English phonemic transcription for 'grouping' is /ˈɡɹupɪŋ/.,gpt-4o
groups,gɹˈuːps,The General American English phonemic transcription for 'groups' is /ɡɹups/.,gpt-4o
guide,gˈaɪd,/ɡaɪd/,gpt-4o
guided,gˈaɪdəd,/ˈɡaɪdɪd/,gpt-4o
guides,gˈaɪdz,/ɡaɪdz/,gpt-4o
guiding,gˈaɪdɪŋ,/ˈɡaɪdɪŋ/,gpt-4o
guilt,gˈɪlt,/gɪlt/,gpt-4o
gym,dʒˈɪm,The General American English phonemic transcription for 'gym' is /dʒɪm/.,gpt-4o
gyms,dʒˈɪmz,The General American English phonemic transcription for 'gyms' is /dʒɪmz/.,gpt-4o
halfway,hˈæfwˈeɪ,The General American English phonemic transcription for 'halfway' is /ˌhæfˈweɪ/.,gpt-4o
ham,hˈæm,The General American English phonemic transcription for 'ham' is /hæm/.,gpt-4o
hand,hˈænd,The General American English phonemic transcription for 'hand' is /hænd/.,gpt-4o
handed,hˈændəd,/ˈhændəd/,gpt-4o
handing,hˈændɪŋ,The General American English phonemic transcription for 'handing' is /ˈhændɪŋ/.,gpt-4o
handler,hˈændlɚ,/ˈhændlɚ/,gpt-4o
hands,hˈændz,/hændz/,gpt-4o
hannah,hˈænə,/ˈhænə/,gpt-4o
hanover,hˈænoʊvɚ,/ˈhænoʊvɚ/,gpt-4o
happen,hˈæpən,The General American English phonemic transcription for 'happen' is /ˈhæpən/.,gpt-4o
happened,hˈæpənd,/hæpənd/,gpt-4o
happens,hˈæpənz,/hæpənz/,gpt-4o
hard,hˈɑːɹd,/hɑɹd/,gpt-4o
hardly,hˈɑːɹdli,/hɑɹdli/,gpt-4o
harmful,hˈɑːɹmfəl,/hɑɹmfəl/,gpt-4o
hatch,hˈætʃ,The General American English phonemic transcription for 'hatch' is /hætʃ/.,gpt-4o
havana,həvˈænə,/həˈvænə/,gpt-4o
head,hˈɛd,The General American English phonemic transcription for 'head' is /hɛd/.,gpt-4o
headed,hˈɛdəd,The General American English phonemic transcription for 'headed' is /ˈhɛdɪd/.,gpt-4o
heading,hˈɛdɪŋ,The General American English phonemic transcription for 'heading' is /ˈhɛdɪŋ/.,gpt-4o
heads,hˈɛdz,/hɛdz/,gpt-4o
heartbeat,hˈɑːɹtbˌit,/ˈhɑɹtˌbit/,gpt-4o
helm,hˈɛlm,/hɛlm/,gpt-4o
helper,hˈɛlpɚ,/ˈhɛlpɚ/,gpt-4o
helpful,hˈɛlpfəl,/ˈhɛlpfəl/,gpt-4o
hemp,hˈɛmp,The General American English phonemic transcription for 'hemp' is /hɛmp/.,gpt-4o
henry,hˈɛnɹi,/ˈhɛnɹi/,gpt-4o
heroic,hɪɹˈoʊɪk,/hɪˈɹoʊɪk/,gpt-4o
hesitation,hˌɛzətˈeɪʃən,/ˌhɛzɪˈteɪʃən/,gpt-4o
het,hˈɛt,The General American English phonemic transcription for 'het' is /hɛt/.,gpt-4o
highly,hˈaɪli,/ˈhaɪli/,gpt-4o
hill,hˈɪl,/hɪl/,gpt-4o
hills,hˈɪlz,The General American English phonemic transcription for 'hills' is /hɪlz/.,gpt-4o
hilton,hˈɪltən,/hɪltən/,gpt-4o
hint,hˈɪnt,/hɪnt/,gpt-4o
hints,hˈɪnts,/hɪnts/,gpt-4o
historians,hɪstˈɔːɹiənz,/hɪˈstɔɹiənz/,gpt-4o
hiv,hˈɪv,The General American English phonemic transcription for 'hiv' is /hɪv/.,gpt-4o
hoa,hˈoʊə,"The word 'hoa' does not have a standard pronunciation in General American English, as it is not a commonly recognized English word. If you meant a different word or need a transcription for a specific context, please provide more details.",gpt-4o
holly,hˈɑːli,The General American English phonemic transcription for 'holly' is /ˈhɑli/.,gpt-4o
homes,hˈoʊmz,/homz/,gpt-4o
hood,hˈʊd,/hʊd/,gpt-4o
hooded,hˈʊdɪd,/ˈhʊdɪd/,gpt-4o
hoods,hˈʊdz,/hʊdz/,gpt-4o
hooker,hˈʊkɚ,/ˈhʊkɚ/,gpt-4o
hopeful,hˈoʊpfəl,The General American English phonemic transcription for 'hopeful' is /ˈhoʊpfəl/.,gpt-4o
hormone,hˈɔːɹmˌoʊn,/hɔɹmoʊn/,gpt-4o
hose,hˈoʊz,The General American English phonemic transcription for 'hose' is /hoʊz/.,gpt-4o
hoses,hˈoʊzɪz,The General American English phonemic transcription for 'hoses' is /ˈhoʊzɪz/.,gpt-4o
hospitality,hˌɑspətˈæləti,/hɑˌspɪˈtæləti/,gpt-4o
hourly,ˈaʊɹli,The General American English phonemic transcription for 'hourly' is /ˈaʊɹli/.,gpt-4o
housed,hˈaʊzd,/hɑʊzd/,gpt-4o
housing,hˈaʊzɪŋ,The General American English phonemic transcription for 'housing' is /ˈhaʊzɪŋ/.,gpt-4o
hover,hˈʌvɚ,The General American English phonemic transcription for 'hover' is /ˈhʌvɚ/.,gpt-4o
hunt,hˈʌnt,/hʌnt/,gpt-4o
hunting,hˈʌntɪŋ,/hʌntɪŋ/,gpt-4o
husband,hˈʌzbənd,/ˈhʌzbənd/,gpt-4o
husbands,hˈʌzbəndz,/hʌzbəndz/,gpt-4o
hutchinson,hˈʌtʃɪnsən,/hʌtʃɪnsən/,gpt-4o
iceberg,ˈaɪsbɚg,/ˈaɪsbɝɡ/,gpt-4o
idaho,ˈaɪdəhˌoʊ,/ˈaɪdəˌhoʊ/,gpt-4o
idle,ˈaɪdəl,The General American English phonemic transcription for 'idle' is /ˈaɪdəl/.,gpt-4o
immunity,ɪmjˈuːnəti,/ɪˈmjunɪti/,gpt-4o
impeachment,ɪmpˈiːtʃmənt,/ɪmˈpitʃmənt/,gpt-4o
impeccable,ɪmpˈɛkəbəl,/ɪmˈpɛkəbl̩/,gpt-4o
import,ˈɪmpˌɔɹt,/ˈɪmpɔɹt/,gpt-4o
importance,ɪmpˈɔːɹtəns,/ɪmˈpɔɹtəns/,gpt-4o
imported,ɪmpˈɔːɹtɪd,/ɪmˈpɔɹtɪd/,gpt-4o
impressed,ɪmpɹˈɛst,/ɪmˈpɹɛst/,gpt-4o
incidents,ˈɪnsədənts,/ˈɪnsɪdənts/,gpt-4o
include,ɪnklˈuːd,/ɪnˈklud/,gpt-4o
included,ɪnklˈuːdəd,/ɪnˈkludɪd/,gpt-4o
includes,ɪnklˈuːdz,/ɪnˈkludz/,gpt-4o
inclusive,ɪnklˈuːsɪv,/ɪnˈklusɪv/,gpt-4o
indies,ˈɪndiz,The General American English phonemic transcription for 'indies' is /ˈɪndiz/.,gpt-4o
induction,ɪndˈʌkʃən,/ɪnˈdʌkʃən/,gpt-4o
infection,ɪnfˈɛkʃən,/ɪnˈfɛkʃən/,gpt-4o
inflammation,ˌɪnfləmˈeɪʃən,/ˌɪnfləˈmeɪʃən/,gpt-4o
inhabitants,ɪnhˈæbətənts,/ɪnˈhæbɪtənts/,gpt-4o
inquire,ɪnkwˈaɪɹ,/ɪnˈkwaɪɹ/,gpt-4o
ins,ˈɪnz,/ɪnz/,gpt-4o
instructed,ɪnstɹˈʌktəd,/ɪnˈstɹʌktɪd/,gpt-4o
intelligent,ɪntˈɛlədʒənt,/ɪnˈtɛlədʒənt/,gpt-4o
intention,ɪntˈɛntʃən,/ɪnˈtɛnʃən/,gpt-4o
interior,ɪntˈɪɹiɚ,/ɪnˈtɪɹiɚ/,gpt-4o
invest,ɪnvˈɛst,/ɪnˈvɛst/,gpt-4o
invested,ɪnvˈɛstəd,/inˈvɛstɪd/,gpt-4o
invite,ˈɪnvaɪt,/ɪnˈvaɪt/,gpt-4o
invited,ɪnvˈaɪtəd,/inˈvaɪtɪd/,gpt-4o
inviting,ɪnvˈaɪtɪŋ,/ɪnˈvaɪtɪŋ/,gpt-4o
ireland,ˈaɪɚlənd,/ˈaɪɹlənd/,gpt-4o
irs,ˈɚz,/aɪˈɛɹɛs/,gpt-4o
irwin,ˈɚwən,/ˈɪɹwɪn/,gpt-4o
issue,ˈɪʃu,/ˈɪʃu/,gpt-4o
jade,dʒˈeɪd,/jɛɪd/,gpt-4o
jay,dʒˈeɪ,/dʒeɪ/,gpt-4o
jefferson,dʒˈɛfɚsən,/ˈdʒɛfɚsən/,gpt-4o
jimmy,dʒˈɪmi,The General American English phonemic transcription for 'jimmy' is /ˈdʒɪmi/.,gpt-4o
joel,dʒˈoʊəl,The General American English phonemic transcription for 'Joel' is /ˈdʒoʊəl/.,gpt-4o
joey,dʒˈoʊi,/ˈdʒoʊi/,gpt-4o
journey,dʒˈɚni,The General American English phonemic transcription for 'journey' is /ˈdʒɝni/.,gpt-4o
joy,dʒˈɔɪ,/dʒɔɪ/,gpt-4o
joys,dʒˈɔɪz,/dʒɔɪz/,gpt-4o
judy,dʒˈuːdi,The General American English phonemic transcription for 'judy' is /ˈdʒudi/.,gpt-4o
jumbo,dʒˈʌmboʊ,/ˈdʒʌmboʊ/,gpt-4o
kelly,kˈɛli,/ˈkɛli/,gpt-4o
kenny,kˈɛni,/ˈkɛni/,gpt-4o
kerala,kˌɛɹˈɑːlə,/kəˈɹɑlə/,gpt-4o
kernel,kˈɚnəl,/kɝnəl/,gpt-4o
kick,kˈɪk,/kɪk/,gpt-4o
kicked,kˈɪkt,/kɪkt/,gpt-4o
kicking,kˈɪkɪŋ,/kɪkɪŋ/,gpt-4o
kicks,kˈɪks,/kɪks/,gpt-4o
kim,kˈɪm,/kɪm/,gpt-4o
kin,kˈɪn,The General American English phonemic transcription for 'kin' is /kɪn/.,gpt-4o
kirsten,kˈɚstən,/kɝstən/,gpt-4o
knives,nˈaɪvz,The General American English phonemic transcription for 'knives' is /naɪvz/.,gpt-4o
kramer,kɹˈeɪmɚ,The General American English phonemic transcription for 'kramer' is /ˈkɹeɪmɚ/.,gpt-4o
lab,lˈæb,The General American English phonemic transcription for 'lab' is /læb/.,gpt-4o
lanes,lˈeɪnz,The General American English phonemic transcription for 'lanes' is /leɪnz/.,gpt-4o
later,lˈeɪtɚ,The General American English phonemic transcription for 'later' is /ˈleɪɾɚ/.,gpt-4o
lavish,lˈævɪʃ,The General American English phonemic transcription for 'lavish' is /ˈlævɪʃ/.,gpt-4o
lawn,lˈɔːn,The General American English phonemic transcription for 'lawn' is /lɔn/.,gpt-4o
lax,lˈæks,The General American English phonemic transcription for 'lax' is /læks/.,gpt-4o
learn,lˈɚn,The General American English phonemic transcription for 'learn' is /lɝn/.,gpt-4o
learning,lˈɚnɪŋ,/lɝnɪŋ/,gpt-4o
learnt,lˈɚnt,"In General American English, the word 'learnt' is transcribed as /lɝnt/.",gpt-4o
lecturer,lˈɛktʃɚɚ,/ˈlɛktʃəɹɚ/,gpt-4o
legally,lˈiːgəli,/ˈliɡəli/,gpt-4o
lemonade,lˈɛmənˈeɪd,/lɛməˈneɪd/,gpt-4o
lens,lˈɛnz,/lɛnz/,gpt-4o
lenses,lˈɛnzəz,The General American English phonemic transcription for 'lenses' is /ˈlɛnzɪz/.,gpt-4o
lester,lˈɛstɚ,The General American English phonemic transcription for 'lester' is /ˈlɛstɚ/.,gpt-4o
liar,lˈaɪɚ,The General American English phonemic transcription for 'liar' is /ˈlaɪɚ/.,gpt-4o
liberal,lˈɪbɚəl,/ˈlɪbɹəl/,gpt-4o
liberty,lˈɪbɚti,The General American English phonemic transcription for 'liberty' is /ˈlɪbɚti/.,gpt-4o
liner,lˈaɪnɚ,The General American English phonemic transcription for 'liner' is /ˈlaɪnɚ/.,gpt-4o
literal,lˈɪtɚəl,/ˈlɪtəɹəl/,gpt-4o
lithium,lˈɪθiəm,The General American English phonemic transcription for 'lithium' is /ˈlɪθiəm/.,gpt-4o
locate,lˈoʊkˌeɪt,The General American English phonemic transcription for 'locate' is /ˈloʊkeɪt/.,gpt-4o
located,lˈoʊkˌeɪtəd,The General American English phonemic transcription for 'located' is /ˈloʊˌkeɪtɪd/.,gpt-4o
lodge,lˈɑːdʒ,/lɑdʒ/,gpt-4o
lodging,lˈɑːdʒɪŋ,/lɑdʒɪŋ/,gpt-4o
loneliness,lˈoʊnlinəs,/lonlinəs/,gpt-4o
lonely,lˈoʊnli,/ˈloʊnli/,gpt-4o
lucky,lˈʌki,The General American English phonemic transcription for 'lucky' is /ˈlʌki/.,gpt-4o
lynch,lˈɪntʃ,The General American English phonemic transcription for 'lynch' is /lɪntʃ/.,gpt-4o
lyric,lˈɪɹɪk,/ˈlɪɹɪk/,gpt-4o
macedonia,mˌæsədˈoʊniə,/mæsəˈdoʊniə/,gpt-4o
machinery,məʃˈiːnɚi,/məˈʃinɚi/,gpt-4o
magazines,mˈægəzˌinz,/mæɡəˈzinz/,gpt-4o
magnet,mˈægnət,The General American English phonemic transcription for 'magnet' is /ˈmæɡnət/.,gpt-4o
management,mˈænədʒmənt,/ˈmænɪdʒmənt/,gpt-4o
mandate,mˌændˈeɪt,/ˈmænˌdeɪt/,gpt-4o
manicure,mˈænɪkjɚ,/ˈmænɪˌkjʊɹ/,gpt-4o
maple,mˈeɪpəl,/ˈmeɪpəl/,gpt-4o
mara,mˈɑːɹə,/mɑɹə/,gpt-4o
marathi,məɹˈɑːti,/məˈɹɑti/,gpt-4o
marital,mˈɛɹətəl,/mˈæɹɪtəl/,gpt-4o
market,mˈɑːɹkət,/ˈmɑɹkɪt/,gpt-4o
markets,mˈɑːɹkəts,/ˈmɑɹkɪts/,gpt-4o
mascot,mˈæskət,The General American English phonemic transcription for 'mascot' is /ˈmæskɑt/.,gpt-4o
massey,mˈæsi,The General American English phonemic transcription for 'massey' is /ˈmæsi/.,gpt-4o
material,mətˈɪɹiəl,/məˈtɪɹiəl/,gpt-4o
materials,mətˈɪɹiəlz,/məˈtɪɹiəlz/,gpt-4o
maternity,mətˈɚnɪti,/məˈtɝnɪti/,gpt-4o
matthew,mˈæθju,/mæθju/,gpt-4o
maturity,mətʃˈʊɹəti,/məˈtʊɹəti/,gpt-4o
maya,mˈaɪə,The General American English phonemic transcription for 'maya' is /ˈmaɪə/.,gpt-4o
meaningful,mˈiːnɪŋfəl,/ˈminɪŋfəl/,gpt-4o
mechanism,mˈɛkənˌɪzəm,/mɛkəˌnɪzəm/,gpt-4o
memorable,mˈɛmɚəbəl,The General American English phonemic transcription for 'memorable' is /ˈmɛmɹəbl̩/.,gpt-4o
mesh,mˈɛʃ,The General American English phonemic transcription for 'mesh' is /mɛʃ/.,gpt-4o
messy,mˈɛsi,The General American English phonemic transcription for 'messy' is /ˈmɛsi/.,gpt-4o
migrant,mˈaɪgɹənt,/ˈmaɪɡɹənt/,gpt-4o
mike,mˈaɪk,/maɪk/,gpt-4o
mile,mˈaɪl,/maɪl/,gpt-4o
millions,mˈɪljənz,The General American English phonemic transcription for 'millions' is /ˈmɪljənz/.,gpt-4o
mine,mˈaɪn,The General American English phonemic transcription for 'mine' is /maɪn/.,gpt-4o
mines,mˈaɪnz,/maɪnz/,gpt-4o
mining,mˈaɪnɪŋ,/ˈmaɪnɪŋ/,gpt-4o
ministry,mˈɪnəstɹi,/ˈmɪnəstɹi/,gpt-4o
minus,mˈaɪnəs,/ˈmaɪnəs/,gpt-4o
misconduct,mˌɪskɑndˈʌkt,/mɪsˈkɑndʌkt/,gpt-4o
miss,mˈɪs,/mɪs/,gpt-4o
missed,mˈɪst,The General American English phonemic transcription for 'missed' is /mɪst/.,gpt-4o
misses,mˈɪsəz,The General American English phonemic transcription for 'misses' is /ˈmɪsɪz/.,gpt-4o
missing,mˈɪsɪŋ,The General American English phonemic transcription for 'missing' is /ˈmɪsɪŋ/.,gpt-4o
moderator,mˈɑːdɚˌeɪtɚ,/mɑdəˌɹeɪtɚ/,gpt-4o
modules,mˈɑːdʒulz,The General American English phonemic transcription for 'modules' is /ˈmɑdʒulz/.,gpt-4o
moist,mˈɔɪst,/moɪst/,gpt-4o
mongolian,mɑŋgˈoʊliən,/mɑnˈɡoʊliən/,gpt-4o
monterey,mˌɑntɚˈeɪ,/mɑntəˈɹeɪ/,gpt-4o
mood,mˈuːd,/mud/,gpt-4o
moonlight,mˈuːnlˌaɪt,/mo͞onlaɪt/,gpt-4o
mostly,mˈoʊstli,/ˈmoʊstli/,gpt-4o
motivate,mˈoʊtəvˌeɪt,/ˈmoʊtəˌveɪt/,gpt-4o
mountains,mˈaʊntənz,/mæʊntənz/,gpt-4o
municipal,mjunˈɪsəpəl,/mjuˈnɪsəpəl/,gpt-4o
music,mjˈuːzɪk,/mˈjuzɪk/,gpt-4o
mythology,məθˈɑːlədʒi,/mɪˈθɑlədʒi/,gpt-4o
myths,mˈɪθs,/mɪθs/,gpt-4o
national,nˈæʃənəl,/næʃənəl/,gpt-4o
naval,nˈeɪvəl,The General American English phonemic transcription for 'naval' is /ˈneɪvəl/.,gpt-4o
neatly,nˈiːtli,/ˈnitli/,gpt-4o
negotiable,nəgˈoʊʃəbəl,/nɪˈɡoʊʃiəbl̩/,gpt-4o
nelson,nˈɛlsən,/ˈnɛlsən/,gpt-4o
nerve,nˈɚv,/nɝv/,gpt-4o
nerves,nˈɚvz,/nɝvz/,gpt-4o
nevis,nˈɛvɪs,/ˈnivɪs/,gpt-4o
newton,nˈuːtən,/njutn̩/,gpt-4o
nile,nˈaɪl,The General American English phonemic transcription for 'nile' is /naɪl/.,gpt-4o
ninth,nˈaɪnθ,The General American English phonemic transcription for 'ninth' is /naɪnθ/.,gpt-4o
nominee,nˌɑmənˈiː,/nɑməˈni/,gpt-4o
notice,nˈoʊtəs,The General American English phonemic transcription for 'notice' is /ˈnoʊtɪs/.,gpt-4o
noticed,nˈoʊtəst,The General American English phonemic transcription for 'noticed' is /ˈnoʊtɪst/.,gpt-4o
noticing,nˈoʊtɪsɪŋ,The General American English phonemic transcription for 'noticing' is /ˈnoʊtɪsɪŋ/.,gpt-4o
nous,nˈuːs,The word 'nous' in General American English is transcribed as /nus/.,gpt-4o
nudity,nˈuːdɪti,/nudɪti/,gpt-4o
numerical,numˈɛɹəkəl,/njuˈmɛɹɪkəl/,gpt-4o
oath,ˈoʊθ,The General American English phonemic transcription for 'oath' is /oʊθ/.,gpt-4o
obama,ˌoʊbˈɑːmə,/oʊˈbɑmə/,gpt-4o
obscene,ɑbsˈiːn,/əbˈsin/,gpt-4o
obviously,ˈɑːbviəsli,/ˈɑbviəsli/,gpt-4o
officially,əfˈɪʃəli,/əˈfɪʃəli/,gpt-4o
oh,ˈoʊ,The General American English phonemic transcription for 'oh' is /oʊ/.,gpt-4o
older,ˈoʊldɚ,/ˈoʊldɚ/,gpt-4o
omg,ˈɑːm,"The word 'omg' is typically an abbreviation for ""oh my god"" and is not pronounced as a single word in General American English. However, if you are referring to the pronunciation of the abbreviation itself, it would be pronounced as the individual letters: /oʊ ɛm dʒi/.",gpt-4o
opacity,oʊpˈæsəti,/oʊˈpæsɪti/,gpt-4o
opinion,əpˈɪnjən,/əˈpɪnjən/,gpt-4o
opinions,əpˈɪnjənz,The General American English phonemic transcription for 'opinions' is /əˈpɪnjənz/.,gpt-4o
opt,ˈɑːpt,/ɑpt/,gpt-4o
optical,ˈɑːptɪkəl,The General American English phonemic transcription for 'optical' is /ˈɑptɪkəl/.,gpt-4o
organic,ɔɹgˈænɪk,/ɔɹˈɡænɪk/,gpt-4o
organize,ˈɔːɹgənˌaɪz,/ˈɔɹɡənaɪz/,gpt-4o
organized,ˈɔːɹgənˌaɪzd,/ˈɔɹɡənaɪzd/,gpt-4o
osborne,ˈɔːzbˌɔɹn,/osbɔɹn/,gpt-4o
oslo,ˈɑːzloʊ,/osloʊ/,gpt-4o
ounces,ˈaʊnsəz,/ˈaʊnsɪz/,gpt-4o
outer,ˈaʊtɚ,The General American English phonemic transcription for 'outer' is /ˈaʊtɚ/.,gpt-4o
outlook,ˈaʊtlˌʊk,/ˈaʊtlʊk/,gpt-4o
oval,ˈoʊvəl,/ˈoʊvəl/,gpt-4o
over,ˈoʊvɚ,The General American English phonemic transcription for 'over' is /ˈoʊvɚ/.,gpt-4o
override,ˈoʊvɚɹˌaɪd,/ˌoʊvɚˈɹaɪd/,gpt-4o
owners,ˈoʊnɚz,The General American English phonemic transcription for 'owners' is /ˈoʊnɚz/.,gpt-4o
package,pˈækədʒ,The General American English phonemic transcription for 'package' is /ˈpækɪdʒ/.,gpt-4o
papa,pˈɑːpə,/pəˈpɑ/,gpt-4o
parsley,pˈɑːɹsli,/ˈpɑɹsli/,gpt-4o
partly,pˈɑːɹtli,/ˈpɑɹtli/,gpt-4o
passive,pˈæsɪv,The General American English phonemic transcription for 'passive' is /ˈpæsɪv/.,gpt-4o
past,pˈæst,/pæst/,gpt-4o
patio,pˈætiˌoʊ,/pætiˌoʊ/,gpt-4o
patrol,pətɹˈoʊl,/pəˈtɹoʊl/,gpt-4o
pavilion,pəvˈɪljən,/pəˈvɪljən/,gpt-4o
payments,pˈeɪmənts,/ˈpeɪmənts/,gpt-4o
pedestal,pˈɛdəstəl,/pɛdəstəl/,gpt-4o
pedestrian,pədˈɛstɹiən,/pəˈdɛstɹiən/,gpt-4o
permit,pˈɚmˌɪt,/pɚˈmɪt/,gpt-4o
permitted,pɚmˈɪtəd,/pɚˈmɪtɪd/,gpt-4o
persistent,pɚsˈɪstənt,/pɚˈsɪstənt/,gpt-4o
persona,pɚsˈoʊnə,/pɚˈsoʊnə/,gpt-4o
personality,pˌɚsənˈælɪti,/pɝsəˈnæləti/,gpt-4o
perspective,pɚspˈɛktɪv,/pɚˈspɛktɪv/,gpt-4o
peru,pɚˈuː,/pəˈɹu/,gpt-4o
pharmacy,fˈɑːɹməsi,/phɑɹməsi/,gpt-4o
physician,fəzˈɪʃən,/fɪˈzɪʃən/,gpt-4o
physiological,fˌɪziəlˈɑːdʒɪkəl,/ˌfɪziəˈlɑdʒɪkəl/,gpt-4o
pick,pˈɪk,/pɪk/,gpt-4o
picked,pˈɪkt,/pɪkt/,gpt-4o
picking,pˈɪkɪŋ,The General American English phonemic transcription for 'picking' is /ˈpɪkɪŋ/.,gpt-4o
picks,pˈɪks,/pɪks/,gpt-4o
pictures,pˈɪktʃɚz,/pɪk.tʃɚz/,gpt-4o
pier,pˈɪɹ,/pɪɹ/,gpt-4o
pig,pˈɪg,/pɪɡ/,gpt-4o
pigeon,pˈɪdʒən,/pɪdʒən/,gpt-4o
pigs,pˈɪgz,/pɪɡz/,gpt-4o
pike,pˈaɪk,/pɑɪk/,gpt-4o
piston,pˈɪstən,The General American English phonemic transcription for 'piston' is /ˈpɪstən/.,gpt-4o
pitch,pˈɪtʃ,/pɪtʃ/,gpt-4o
pitched,pˈɪtʃt,/pɪtʃt/,gpt-4o
pitching,pˈɪtʃɪŋ,The General American English phonemic transcription for 'pitching' is /ˈpɪtʃɪŋ/.,gpt-4o
