sentence,ground_truth_syllable_count,predicted_syllable_count,model_id
"The newly orphaned Orina Vandeholt had wealth, beauty and aristocratic blood.",21,17 syllables,claude-3-5-sonnet-20241022
"Yet in Mexico, a terrifying adventure awaited.",16,13 syllables,claude-3-5-sonnet-20241022
Instead the young beauty is forced into marriage with their tall and arrogant leader.,21,19 syllables,claude-3-5-sonnet-20241022
"Orina, his captive bride, cursed him for the Devil..",13,13 syllables,claude-3-5-sonnet-20241022
to the time would change her mind..,7,8 syllables,claude-3-5-sonnet-20241022
but he is more interested in her chequebook than herself.,15,13 syllables,claude-3-5-sonnet-20241022
I sure hadn’t been half that self-aware in my student days.,14,14 syllables,claude-3-5-sonnet-20241022
It was too late to turn my life upside down.,11,11 syllables,claude-3-5-sonnet-20241022
"“I don’t just mean the artwork I restore, either.",12,13 syllables,claude-3-5-sonnet-20241022
"I certainly didn’t pull away.“There’s…uh… something you should know,” I stammered.",20,24 syllables,claude-3-5-sonnet-20241022
“I didn’t mention it before because it didn’t seem important.,17,15 syllables,claude-3-5-sonnet-20241022
"But…uh…my ex, Toni…that stands for Antonia, you know.",15,17 syllables,claude-3-5-sonnet-20241022
Not Anthony.”Celeste didn’t seem at all surprised.,12,13 syllables,claude-3-5-sonnet-20241022
Her soft pink lips curved into a little smile as she nodded.,15,14 syllables,claude-3-5-sonnet-20241022
"“Yes, I had more or less figured that out.",10,10 syllables,claude-3-5-sonnet-20241022
"She continued in a perfectly frank, but hopeful tone.",14,13 syllables,claude-3-5-sonnet-20241022
I thought we could get to know one another even better.”.,15,13 syllables,claude-3-5-sonnet-20241022
They're in for the ride of their lives.,8,8 syllables,claude-3-5-sonnet-20241022
"Stunned at the secret Beau reveals, Celeste is forced to make a life-altering decision.",22,"Let me count each word's syllables:
Stunned (1), at (1), the (1), se•cret (2), Beau (1), re•veals (2), Ce•leste (2), is (1), forced (1), to (1), make (1), a (1), life (1), al•ter•ing (3), de•ci•sion (3)

Total syllables: 21",claude-3-5-sonnet-20241022
Ashlyn MacLeod’s life is all she ever wanted.,12,11 syllables,claude-3-5-sonnet-20241022
The sight takes her breath away.,7,7 syllables,claude-3-5-sonnet-20241022
And why does she feel such a magnetic connection to him.,15,15 syllables,claude-3-5-sonnet-20241022
He told her that nothing could take her away from him ..,13,13 syllables,claude-3-5-sonnet-20241022
He wasn't meant to love her...or even like her.,12,12 syllables,claude-3-5-sonnet-20241022
But Jemima's effervescent charm and wicked sense of humor have Miles reevaluating everything.,27,"Let me count each word's syllables:
But (1) + Jemima's (3) + effervescent (4) + charm (1) + and (1) + wicked (2) + sense (1) + of (1) + humor (2) + have (1) + Miles (1) + reevaluating (5) + everything (3)

Total syllables: 25",claude-3-5-sonnet-20241022
She certainly isn't bedazzled by his usual gifts or flirty one-liners.,21,19 syllables,claude-3-5-sonnet-20241022
But Anna Sinclair’s soul calls out to him.,10,9 syllables,claude-3-5-sonnet-20241022
The Transformation of Anna is the first book in the award-winning Cornerstone Deep series.,24,"Let me count each word's syllables:
The (1) + Trans•for•ma•tion (4) + of (1) + An•na (2) + is (1) + the (1) + first (1) + book (1) + in (1) + the (1) + a•ward (2) + win•ning (2) + Cor•ner•stone (3) + Deep (1) + se•ries (2)

Total syllables: 23",claude-3-5-sonnet-20241022
"BUY NOW, and enter the unforgettable world of Cornerstone Deep today.",19,17 syllables,claude-3-5-sonnet-20241022
Warning: Contains subject matter that may be offensive to sensitive readers.,20,19 syllables,claude-3-5-sonnet-20241022
Sekani’s headlong rush puts him in unexpected peril.,15,13 syllables,claude-3-5-sonnet-20241022
To be this close to nirvana and walk away because I am coy.,17,15 syllables,claude-3-5-sonnet-20241022
I closed my eyes tightly and swallowed down my fears.,12,12 syllables,claude-3-5-sonnet-20241022
"He craved me, in any way he could get me.",11,11 syllables,claude-3-5-sonnet-20241022
But there is more for Casey to be worried about than forbidden love.,18,15 syllables,claude-3-5-sonnet-20241022
"To do that, she must walk a dangerous tightrope between desire and reality.",22,19 syllables,claude-3-5-sonnet-20241022
And she soon begins to realise nothing will ever be the same again.,18,15 syllables,claude-3-5-sonnet-20241022
"Cursed since the day of his creation, Seth has struggled with his identity.",19,17 syllables,claude-3-5-sonnet-20241022
"Handed a dagger as a child, Kaitlyn O'Hara has slaughtered demons her entire life.",23,19 syllables,claude-3-5-sonnet-20241022
Katie holds the key to help save humanity.,12,12 syllables,claude-3-5-sonnet-20241022
"However, he could prove to be her biggest threat.",12,12 syllables,claude-3-5-sonnet-20241022
He fights his desire to claim her.,9,8 syllables,claude-3-5-sonnet-20241022
Together they wage war to protect humanity.,13,13 syllables,claude-3-5-sonnet-20241022
She saw only one way out -- a cold leap into the Thames.,14,13 syllables,claude-3-5-sonnet-20241022
And she would have done it if one man had not saved her.,13,13 syllables,claude-3-5-sonnet-20241022
But now the danger had just begun for Alyna.,13,11 syllables,claude-3-5-sonnet-20241022
Could Lord Dorrington save her one more time.,10,10 syllables,claude-3-5-sonnet-20241022
Now she automatically steers away from any potentially domineering male..,22,19 syllables,claude-3-5-sonnet-20241022
no matter how original or intriguing his approach.,15,13 syllables,claude-3-5-sonnet-20241022
"Another Christmas season looms on the horizon, and Carly Devereaux is single.",22,"Let me count each word's syllables:
An•o•ther (3), Christ•mas (2), sea•son (2), looms (1), on (1), the (1), ho•ri•zon (3), and (1), Car•ly (2), De•ver•eaux (3), is (1), sin•gle (2)

Total syllables: 21",claude-3-5-sonnet-20241022
But she doesn’t have the best luck with men.,10,10 syllables,claude-3-5-sonnet-20241022
"She’s already dated every broke, neurotic, emotionally unavailable man in a five-mile radius.",30,"Let's count each word:
She's (1), already (3), dated (2), every (3), broke (1), neurotic (3), emotionally (6), unavailable (5), man (1), in (1), a (1), five (1), mile (1), radius (3)

Total syllables: 31",claude-3-5-sonnet-20241022
"However, she’s determined to make this year different.",14,12 syllables,claude-3-5-sonnet-20241022
"This Christmas, she’s going to find the perfect guy.",12,11 syllables,claude-3-5-sonnet-20241022
If something can go wrong with her love life…it will.,12,12 syllables,claude-3-5-sonnet-20241022
She’s spent her last year trimming the tree alone.,11,10 syllables,claude-3-5-sonnet-20241022
Now all she has to do is beat the odds and find Mr.,14,12 syllables,claude-3-5-sonnet-20241022
You know you've read a wonderful story when you can't stop smiling afterwards.,19,19 syllables,claude-3-5-sonnet-20241022
"Is such a great start to the Maine Sullivans. Ashley, 5 stars.",15,15 syllables,claude-3-5-sonnet-20241022
"Flynn Stewart, an award-winning screenwriter, seems to have the perfect Hollywood life.",21,19 syllables,claude-3-5-sonnet-20241022
"Because of them, she had the courage to create a successful candy confection business.",23,"Let me count each word's syllables:
Because (2), of (1), them (1), she (1), had (1), the (1), courage (2), to (1), create (2), a (1), successful (3), candy (2), confection (3), business (2)

Total syllables: 24",claude-3-5-sonnet-20241022
Flynn has never met anyone as cheerful and open as Cassie.,17,13 syllables,claude-3-5-sonnet-20241022
"They love hard, laugh uproariously and live in the moment. 5 stars from Isha.",19,"Let me count each word's syllables:
They (1), love (1), hard (1), laugh (1), up•roar•i•ous•ly (5), and (1), live (1), in (1), the (1), mo•ment (2), five (1), stars (1), from (1), I•sha (2)

Total syllables: 19",claude-3-5-sonnet-20241022
"Sweet, charming, heartwarming and sexy in all the right ways. 5 stars from Marybeth.",20,19 syllables,claude-3-5-sonnet-20241022
Can't Take My Eyes Off Of You.,7,8 syllables,claude-3-5-sonnet-20241022
"RHIANNON, AN ORPHANED HUNTRESS, RAISED BY GREAT-HEARTED STRANGERS.",15,14 syllables,claude-3-5-sonnet-20241022
Sienna always thought her type of man was slim and handsome.,15,14 syllables,claude-3-5-sonnet-20241022
"An emotional, deeply passionate medieval romance.",15,14 syllables,claude-3-5-sonnet-20241022
"“Just what I needed -- a nude, animalistic amnesiac with exhibitionist tendencies.",25,24 syllables,claude-3-5-sonnet-20241022
Was this shift ever going to end.” -- Dr.,10,8 syllables,claude-3-5-sonnet-20241022
She’s also seriously repressed; her ex convinced her she had no talent for sex.,21,19 syllables,claude-3-5-sonnet-20241022
"Her life has enough low points, thank you very much.",12,11 syllables,claude-3-5-sonnet-20241022
But it’s going to get worse… much worse.,9,10 syllables,claude-3-5-sonnet-20241022
Because someone is trying to kill her.,10,9 syllables,claude-3-5-sonnet-20241022
But he knows he doesn’t trust anyone but Janine to treat him.,16,14 syllables,claude-3-5-sonnet-20241022
Something about ‘Red’ stirs his protective instincts…and his animal passions.,19,"Let me count each word's syllables:

Some-thing (2)
a-bout (2)
Red (1)
stirs (1)
his (1)
pro-tec-tive (3)
in-stincts (2)
and (1)
his (1)
an-i-mal (3)
pas-sions (2)

Total: 20 syllables",claude-3-5-sonnet-20241022
If he can protect her from the killer -- and himself.,13,13 syllables,claude-3-5-sonnet-20241022
Mary thought she could play the system.,9,8 syllables,claude-3-5-sonnet-20241022
"Lewis, her sweetheart, exposes the ridiculousness of the plan, leaving them at square one.",23,"Let me count each word's syllables:
Lewis (2), her (1), sweetheart (2), exposes (3), the (1), ridiculousness (5), of (1), the (1), plan (1), leaving (2), them (1), at (1), square (1), one (1)

Total syllables: 22",claude-3-5-sonnet-20241022
"Chad Singleton, twenty-nine and model gorgeous, works as a high-priced escort for wealthy men.",23,"Let me count each word's syllables:
Chad (1), Singleton (3), twenty (2), nine (1), and (1), model (2), gorgeous (2), works (1), as (1), a (1), high (1), priced (1), escort (2), for (1), wealthy (2), men (1)

Total syllables: 22",claude-3-5-sonnet-20241022
"After all, it was his homophobic father who banished Chad years ago.",19,17 syllables,claude-3-5-sonnet-20241022
"When he returns, he is thrown into the mystery surrounding how his father died.",21,19 syllables,claude-3-5-sonnet-20241022
"Fortunately the sexy chief of police, Brett Ellers, has caught Chad's eye.",18,17 syllables,claude-3-5-sonnet-20241022
"In Eden, everyone has an agenda, their motives as dark as the night.",19,19 syllables,claude-3-5-sonnet-20241022
"In Eden, even the wealthy -- especially the wealthy -- play dirty.",17,15 syllables,claude-3-5-sonnet-20241022
The wrong twin…or the right one.,7,7 syllables,claude-3-5-sonnet-20241022
A Coltons of Roaring Springs romance.,9,10 syllables,claude-3-5-sonnet-20241022
"Marketing exec Skye Colton suddenly disappears, putting the Roaring Springs Film Festival in jeopardy.",28,"Let me count each word's syllables:
Marketing (3), exec (2), Skye (1), Colton (2), suddenly (3), disappears (3), putting (2), the (1), Roaring (2), Springs (1), Film (1), Festival (3), in (1), jeopardy (3)

Total: 27 syllables",claude-3-5-sonnet-20241022
"Enter Skye's identical twin, Phoebe, who poses as her sister.",17,15 syllables,claude-3-5-sonnet-20241022
This new mother must follow her heart….,9,8 syllables,claude-3-5-sonnet-20241022
"'Tis the season of love, forgiveness…and goodbyes.",12,12 syllables,claude-3-5-sonnet-20241022
"Lady Sophia Carlton had led a pampered life, spoiled by her wealthy doting parents.",22,19 syllables,claude-3-5-sonnet-20241022
It was Jareth who forced Sophia to be honest with herself and her motives.,20,17 syllables,claude-3-5-sonnet-20241022
Her only salvation was the stranger.,10,9 syllables,claude-3-5-sonnet-20241022
Conrad Wyatt was unlike any man she'd ever met.,14,12 syllables,claude-3-5-sonnet-20241022
He was direct and forceful--unafraid to speak his mind or express his desires.,20,19 syllables,claude-3-5-sonnet-20241022
"According to her mother, that's a good thing.",11,12 syllables,claude-3-5-sonnet-20241022
Combine two hot guys and one lonely girl.,10,10 syllables,claude-3-5-sonnet-20241022
When they say you better be careful what you wish for..,13,13 syllables,claude-3-5-sonnet-20241022
 Remember Claire from Unraveling the Billionaire.,13,13 syllables,claude-3-5-sonnet-20241022
"Beware, it’s hot in the kitchen.",8,8 syllables,claude-3-5-sonnet-20241022
But does Kiku want him in return.,9,9 syllables,claude-3-5-sonnet-20241022
Jessie was certain Slade had to love her.,10,9 syllables,claude-3-5-sonnet-20241022
"No matter the obstacles, Slade will get her back.",12,11 syllables,claude-3-5-sonnet-20241022
"The intriguing redhead is not only beautiful and smart, but gentle with her patients.",22,21 syllables,claude-3-5-sonnet-20241022
But it soon becomes clear Samantha has a concerning secret she’s unwilling to share.,22,19 syllables,claude-3-5-sonnet-20241022
But her ex-husband won't let her go.,9,8 syllables,claude-3-5-sonnet-20241022
Will Reese convince Samantha to love again.,11,10 syllables,claude-3-5-sonnet-20241022
"But she was just his lowly employee, and he called the shots....",15,15 syllables,claude-3-5-sonnet-20241022
"Frightened by his newfound feelings, Lucas flees to Scotland.",14,12 syllables,claude-3-5-sonnet-20241022
"He should turn Jess over to the Symbiosis of Species Council, SOSC.",18,17 syllables,claude-3-5-sonnet-20241022
He rightly suspects that this female is his bloodmate.,13,12 syllables,claude-3-5-sonnet-20241022
"But on this particular voyage, he found his task harder than usual.",19,15 syllables,claude-3-5-sonnet-20241022
But people are not tame either.,8,8 syllables,claude-3-5-sonnet-20241022
Morning brings the realization that she's alone -- and far off trail.,16,13 syllables,claude-3-5-sonnet-20241022
until she meets him.Cole Reynolds is the devil disguised as a man.,17,19 syllables,claude-3-5-sonnet-20241022
Especially once her new husband takes off his clothes and leads her to bed...,17,19 syllables,claude-3-5-sonnet-20241022
"After two years in hiding, Angela Taylor knows her independence is worth it.",21,17 syllables,claude-3-5-sonnet-20241022
"As long as she can escape her past, she has everything under control.",18,15 syllables,claude-3-5-sonnet-20241022
Chris proves he can save lives -- and weaken a girl's knees.,12,13 syllables,claude-3-5-sonnet-20241022
Her happiness or his safety: it shouldn't even be a choice.,16,14 syllables,claude-3-5-sonnet-20241022
"Because when you love someone, you protect them, no matter the cost.",16,15 syllables,claude-3-5-sonnet-20241022
"At least, that's what Angela keeps telling herself….",12,12 syllables,claude-3-5-sonnet-20241022
Willie Adams is at the L.A.,9,8 syllables,claude-3-5-sonnet-20241022
Equestrian Center shopping for her first horse.,12,13 syllables,claude-3-5-sonnet-20241022
"He wasn’t the only one, either.",8,8 syllables,claude-3-5-sonnet-20241022
"Bobby Fermino is not as handsome, nor as pleasant.",14,13 syllables,claude-3-5-sonnet-20241022
On the condition -- that they get married.,10,9 syllables,claude-3-5-sonnet-20241022
The lawyer's words echoed through Celia's mind.,11,9 syllables,claude-3-5-sonnet-20241022
"Once, marrying Rick Harland was the only thing she'd wanted.",15,14 syllables,claude-3-5-sonnet-20241022
"Now, four years later, she could scarcely contemplate it.",13,13 syllables,claude-3-5-sonnet-20241022
"Perhaps a marriage of convenience, she thought.",11,12 syllables,claude-3-5-sonnet-20241022
But Rick soon rid her mind of that possibility.,13,12 syllables,claude-3-5-sonnet-20241022
How could she leave the perfect love they'd discovered.,12,12 syllables,claude-3-5-sonnet-20241022
But how could it survive in an imperfect world.,12,12 syllables,claude-3-5-sonnet-20241022
"She’s sexy, feisty and on the run from a cult leader.",14,13 syllables,claude-3-5-sonnet-20241022
Calculating opportunist Tamara Post never cared what anyone thought about her—except for her sister.,29,"Let me count each word's syllables:
Cal•cu•la•ting (4)
op•por•tun•ist (4)
Ta•ma•ra (3)
Post (1)
ne•ver (2)
cared (1)
what (1)
an•y•one (3)
thought (1)
a•bout (2)
her (1)
ex•cept (2)
for (1)
her (1)
sis•ter (2)

Total: 28 syllables",claude-3-5-sonnet-20241022
She dances on the edge of life…and death.,10,10 syllables,claude-3-5-sonnet-20241022
Not all are meant to walk in the light.,9,10 syllables,claude-3-5-sonnet-20241022
"In him, she sees something of herself and of what she could be.",15,15 syllables,claude-3-5-sonnet-20241022
"Now duty faces off against the raw, overwhelming attraction she has for Mike.",21,19 syllables,claude-3-5-sonnet-20241022
Even though on the surface they couldn't be more different.,15,13 syllables,claude-3-5-sonnet-20241022
Read this series Anne L.,6,5 syllables,claude-3-5-sonnet-20241022
Parks (Romantic Suspense Author of the Return to Me Series).,16,15 syllables,claude-3-5-sonnet-20241022
Jayden Edwards doesn't do romantic relationships.,14,13 syllables,claude-3-5-sonnet-20241022
Cameron Tovaren had his word turned completely upside down with just one phone call.,21,19 syllables,claude-3-5-sonnet-20241022
Especially one who had no problem voicing her opinion.,15,15 syllables,claude-3-5-sonnet-20241022
All it took was one touch and deep down they both knew.,12,13 syllables,claude-3-5-sonnet-20241022
A grieving girl meets a boy with mystical powers in this passionate love story.,21,"Let's count each word:
A (1) + grieving (2) + girl (1) + meets (1) + a (1) + boy (1) + with (1) + mystical (2) + powers (2) + in (1) + this (1) + passionate (3) + love (1) + story (2)

Total syllables: 21",claude-3-5-sonnet-20241022
"The boy -- intense, beautiful -- is Will Cohen, a newcomer to the island.",19,"Let me count each word's syllables:
The (1) + boy (1) + intense (2) + beautiful (3) + is (1) + Will (1) + Cohen (2) + a (1) + newcomer (3) + to (1) + the (1) + island (2)

Total syllables: 20",claude-3-5-sonnet-20241022
To keep her from wasting away.,8,7 syllables,claude-3-5-sonnet-20241022
"His meddling irritates Scarlett, though she can't deny her attraction to him.",20,17 syllables,claude-3-5-sonnet-20241022
"As their relationship blossoms into love, Scarlett's body slowly awakens at Will's touch.",23,19 syllables,claude-3-5-sonnet-20241022
A discovery that threatens to force them apart.,13,11 syllables,claude-3-5-sonnet-20241022
"And if it does, Scarlett fears she will unravel all over again.",17,15 syllables,claude-3-5-sonnet-20241022
Part Three of the Corsets and Carriages serial novels.,14,13 syllables,claude-3-5-sonnet-20241022
“I will not be a wife in name only.”.,10,11 syllables,claude-3-5-sonnet-20241022
“There can be no turning back once you have given yourself to me.”.,16,15 syllables,claude-3-5-sonnet-20241022
"When independent Rebecca derides her best friend's brother for being a Dominant, he scoffs.",24,19 syllables,claude-3-5-sonnet-20241022
"Erotic Consensual BDSM Romance, bondage, whipping, sex toys.",18,19 syllables,claude-3-5-sonnet-20241022
He has built his barriers against Christmas -- and for a very good reason.,19,19 syllables,claude-3-5-sonnet-20241022
Kristen's hoping she can start to melt his defenses…with one magical mistletoe kiss.,22,21 syllables,claude-3-5-sonnet-20241022
Jud Hess has loved Derek Gentry since they were children.,13,13 syllables,claude-3-5-sonnet-20241022
"All that changed with Derek's tragic death only four years later, on Christmas Day.",19,19 syllables,claude-3-5-sonnet-20241022
"He vowed that he would never, ever, be with another man.",15,15 syllables,claude-3-5-sonnet-20241022
But Derek's death brought an unlikely gift.,10,9 syllables,claude-3-5-sonnet-20241022
"After his lover died, Jud began to see spirits.",13,12 syllables,claude-3-5-sonnet-20241022
"Or at least, he used to.",6,7 syllables,claude-3-5-sonnet-20241022
The Holy War between Angels and Demons is now over.,15,12 syllables,claude-3-5-sonnet-20241022
When they exist outside of time and no longer serve much of a purpose.,18,17 syllables,claude-3-5-sonnet-20241022
Why would he be amongst people when he is who he is.,14,13 syllables,claude-3-5-sonnet-20241022
No one wants to be around someone as poisonous as him.,15,13 syllables,claude-3-5-sonnet-20241022
At least that’s what he thinks.,6,7 syllables,claude-3-5-sonnet-20241022
"To break this spell he must win Anne Willowby, but only aft.",15,13 syllables,claude-3-5-sonnet-20241022
 May Bolen offers Sam Austin a marriage of convenience.,15,13 syllables,claude-3-5-sonnet-20241022
Gerwyn is the man of Sarah's dreams.,9,8 syllables,claude-3-5-sonnet-20241022
"Handsome and attentive, he is everything she could ever want.",16,15 syllables,claude-3-5-sonnet-20241022
A small town with big secrets.,7,7 syllables,claude-3-5-sonnet-20241022
I saw behind them a reluctance to live her life like this.,15,14 syllables,claude-3-5-sonnet-20241022
I wanted so badly to protect her from all of it.,14,13 syllables,claude-3-5-sonnet-20241022
She had to learn for herself that there are many different ways of loving.,19,17 syllables,claude-3-5-sonnet-20241022
What was it like to fall in love.,8,8 syllables,claude-3-5-sonnet-20241022
"To be overwhelmed, ecstatic, lifted out of ordinary life, floating on a cloud.",22,21 syllables,claude-3-5-sonnet-20241022
" She hadn't willed it to happen, but POW., here it was.",13,12 syllables,claude-3-5-sonnet-20241022
"When Natasha gets shot after the first concert, her fiancé, Jonce Striker, steps in.",21,19 syllables,claude-3-5-sonnet-20241022
"Natasha's torn between her love for Striker, and her desire to do her job.",20,15 syllables,claude-3-5-sonnet-20241022
Will she give in to Striker's demands and forget about her profession.,18,15 syllables,claude-3-5-sonnet-20241022
Or will she stay with Giki and do whatever it takes to protect her.,18,15 syllables,claude-3-5-sonnet-20241022
"The choice is obvious to Natasha, but will she live to regret it.",18,15 syllables,claude-3-5-sonnet-20241022
Nothing will keep Louisa from her great-aunt's fortune.,13,13 syllables,claude-3-5-sonnet-20241022
Except perhaps a phantom who turns out to be a most eligible bachelor.,21,19 syllables,claude-3-5-sonnet-20241022
Book One: The Road Through Rushbury by Martha Keyes.,12,13 syllables,claude-3-5-sonnet-20241022
Book Two: The Last Eligible Bachelor by Ashtyn Newbold.,16,14 syllables,claude-3-5-sonnet-20241022
Book Three: A Forgiving Heart by Kasey Stockton.,12,12 syllables,claude-3-5-sonnet-20241022
Book Four: (Coming soon) A Well-Trained Lady by Jess Heileman.,14,14 syllables,claude-3-5-sonnet-20241022
Book Five: (Coming soon) from Deborah M.,10,8 syllables,claude-3-5-sonnet-20241022
Book Six: (Coming soon) A Haunting at Havenwood by Sally Britton.,17,15 syllables,claude-3-5-sonnet-20241022
Book Seven: (Coming soon) His Disinclined Bride from Jennie Goutet.,16,15 syllables,claude-3-5-sonnet-20241022
"Sexy as sin, and twice as hot...",8,9 syllables,claude-3-5-sonnet-20241022
Abigail Gooden's Uncle Vidal is in love.,12,11 syllables,claude-3-5-sonnet-20241022
"His soon-to-be bride, Ariana Huntingdon, has asked him to perform a séance.",21,19 syllables,claude-3-5-sonnet-20241022
"Before Vidal can perform the séance, Ari dies in his arms--and it's definitely murder.",24,"Let me count each word's syllables:
Be(1)-fore(1) Vi(1)-dal(1) can(1) per(1)-form(1) the(1) sé(1)-ance(1), A(1)-ri(1) dies(1) in(1) his(1) arms(1) and(1) it's(1) def(1)-i(1)-nite(1)-ly(1) mur(1)-der(1).

Total syllables: 21",claude-3-5-sonnet-20241022
One of the five people in the room did it.,11,11 syllables,claude-3-5-sonnet-20241022
Was it one of the spoiled children whose allowances were to be cut off.,18,19 syllables,claude-3-5-sonnet-20241022
"Was it Ari’s long-suffering, poor-relation secretary, Rose Connors.",17,17 syllables,claude-3-5-sonnet-20241022
"Or was it the butler, Simmons.",8,8 syllables,claude-3-5-sonnet-20241022
Abbie and Luc barely begin to investigate Ari’s death before another murder occurs.,25,"Let me count each word's syllables:
Abbie (2), and (1), Luc (1), barely (2), begin (2), to (1), investigate (4), Ari's (2), death (1), before (2), another (3), murder (2), occurs (2)

Total syllables: 24",claude-3-5-sonnet-20241022
"A sprawling family ranch in Wyoming, or a swanky Hamptons hideaway.",20,19 syllables,claude-3-5-sonnet-20241022
But these lovebirds won't be corralled â€¦.,9,8 syllables,claude-3-5-sonnet-20241022
"In his arms, she found peace and her smile again.",11,12 syllables,claude-3-5-sonnet-20241022
Ice Dreams Part 3 is the conclusion to Hunter and Madison’s story…Don’t miss out.,21,15 syllables,claude-3-5-sonnet-20241022
Still he had a job to do.,7,7 syllables,claude-3-5-sonnet-20241022
Go undercover and infiltrate her mission house.,13,13 syllables,claude-3-5-sonnet-20241022
Prove for the record that Angelica was innocent.,14,13 syllables,claude-3-5-sonnet-20241022
Keeping constant company with Angelica had begun to soothe his weary soul.,21,17 syllables,claude-3-5-sonnet-20241022
The last thing she needs now is a complicated romance....,14,13 syllables,claude-3-5-sonnet-20241022
"A strong bond develops between them, bringing complications for David's real-life relationship with Angela.",29,"Let me count each word's syllables:
A (1) + strong (1) + bond (1) + de•vel•ops (3) + be•tween (2) + them (1) + bring•ing (2) + com•pli•ca•tions (4) + for (1) + Da•vid's (2) + re•al (2) + life (1) + re•la•tion•ship (4) + with (1) + An•ge•la (3)

Total: 28 syllables",claude-3-5-sonnet-20241022
"About the same time, Daniel comes to work there.",11,11 syllables,claude-3-5-sonnet-20241022
"In time, Almira and Daniel fall desperately in love.",15,13 syllables,claude-3-5-sonnet-20241022
I can help you break the news to your partner if you like.,14,14 syllables,claude-3-5-sonnet-20241022
"No partner to worry about, he said.",10,10 syllables,claude-3-5-sonnet-20241022
He pushed himself up to sit and took the cup from the doctor.,15,14 syllables,claude-3-5-sonnet-20241022
"He was definitely in a hospital, he decided.",15,13 syllables,claude-3-5-sonnet-20241022
"Your friends brought you, the man said.",7,8 syllables,claude-3-5-sonnet-20241022
"We have different definitions of that word, Logan said.",15,13 syllables,claude-3-5-sonnet-20241022
he asked though he suspected he already knew..,12,12 syllables,claude-3-5-sonnet-20241022
How would Hail take the news that he is now a father.,13,13 syllables,claude-3-5-sonnet-20241022
Korrine “Korri” Taylor is an up and coming designer.,15,13 syllables,claude-3-5-sonnet-20241022
"After humiliatingly rejecting innocent Katie years before, he's as complicated and brooding as ever.",30,24 syllables,claude-3-5-sonnet-20241022
"To protect Katie, Jared demands she stay at his luxury villa.",18,15 syllables,claude-3-5-sonnet-20241022
Russian princess Ekaterina Romanova sees through the gilded facade of the Winter Court.,25,"Let me count each word's syllables:
Russian (2), princess (2), Ekaterina (5), Romanova (4), sees (1), through (1), the (1), gilded (2), facade (2), of (1), the (1), Winter (2), Court (1)

Total syllables: 24",claude-3-5-sonnet-20241022
Juan Morales has most of the other nurses eating out of his hand.,17,15 syllables,claude-3-5-sonnet-20241022
But there is a secret in the depths behind that seductive face….,16,15 syllables,claude-3-5-sonnet-20241022
There's also something about his live-life-to-the fullest attitude that seems to be contagious.,24,"Let me count each word's syllables:
There's (1), also (2), something (2), about (2), his (1), live (1), life (1), to (1), the (1), fullest (2), attitude (3), that (1), seems (1), to (1), be (1), contagious (3).

Total syllables: 23",claude-3-5-sonnet-20241022
This is not a standalone and should NOT be read as one.,14,15 syllables,claude-3-5-sonnet-20241022
Three months with future rockstars seems like an epic summer plan.,15,13 syllables,claude-3-5-sonnet-20241022
Until she learns she'll also be sharing the bus with Cam.,14,13 syllables,claude-3-5-sonnet-20241022
"Her first love, and her first heartbreak.",8,8 syllables,claude-3-5-sonnet-20241022
Breaking Vee's heart was never Cam's plan.,9,8 syllables,claude-3-5-sonnet-20241022
"Now, he has a second chance to make it right.",11,10 syllables,claude-3-5-sonnet-20241022
"But things get complicated when ratings-crazy producers, cameramen, and fans are involved.",23,"Let me count each word's syllables:
But (1), things (1), get (1), com•pli•ca•ted (4), when (1), ra•tings (2), cra•zy (2), pro•du•cers (3), cam•er•a•men (4), and (1), fans (1), are (1), in•volved (2)

Total syllables: 23",claude-3-5-sonnet-20241022
Can he rewrite their love song with the whole world watching.,13,13 syllables,claude-3-5-sonnet-20241022
Troy Sellen is a werelion on a mission no one can know.,16,14 syllables,claude-3-5-sonnet-20241022
Hailey Molloy has always thought that the world is fair and just.,15,14 syllables,claude-3-5-sonnet-20241022
Finding out that it wasn't didn't leave her unscathed.,13,12 syllables,claude-3-5-sonnet-20241022
So who could blame her for wanting a night off.,11,11 syllables,claude-3-5-sonnet-20241022
"Oh, and he's apart of the very organization she's being forced to work for.",21,19 syllables,claude-3-5-sonnet-20241022
"Does she trust her heart, or her brain.",8,8 syllables,claude-3-5-sonnet-20241022
It can and should be read as a standalone.,11,10 syllables,claude-3-5-sonnet-20241022
Except she made the whole thing up.,8,8 syllables,claude-3-5-sonnet-20241022
He wants their son to have the stable home life Travis never had.,16,15 syllables,claude-3-5-sonnet-20241022
Desire like this wasn't in the script...,10,9 syllables,claude-3-5-sonnet-20241022
Sexual attraction to a man is a first for Chris.,14,13 syllables,claude-3-5-sonnet-20241022
Now he realizes why his relationships with women have never felt quite...complete.,22,19 syllables,claude-3-5-sonnet-20241022
"For starters, there's his professional ethics.",11,11 syllables,claude-3-5-sonnet-20241022
Then there's the long trail of female broken hearts in Chris's wake.,15,15 syllables,claude-3-5-sonnet-20241022
But Hollywood endings aren't real life.,10,9 syllables,claude-3-5-sonnet-20241022
"And when the truth leaks out, their careers aren't the only collateral damage.",20,19 syllables,claude-3-5-sonnet-20241022
Warning: A hunky Hollywood sex symbol.,11,11 syllables,claude-3-5-sonnet-20241022
