grapheme,ground_truth_phoneme,predicted_phoneme,model
centred,sˈɛntɚd,The General American English phonemic transcription for 'centred' is /ˈsɛntɚd/.,gpt-4o
centring,sˈɛntɪŋ,The General American English phonemic transcription for 'centring' is /ˈsɛntɹɪŋ/.,gpt-4o
centromere,sˈɛntɹəmɚ,/sɛntɹoʊˌmɪɹ/,gpt-4o
cep,sˈɛp,/sɛp/,gpt-4o
chaat,ʃˈɑːt,/tʃɑt/,gpt-4o
chalupa,tʃəlˈuːpə,/tʃəˈlupə/,gpt-4o
changchun,tʃˈɑːŋtʃˈʊn,The General American English phonemic transcription for 'changchun' is /ˈtʃæŋˈtʃʌn/.,gpt-4o
changeable,tʃˈeɪndʒəbəl,/ˈtʃeɪndʒəbl̩/,gpt-4o
chanter,tʃˈæntɚ,/ˈtʃæntɚ/,gpt-4o
chanteuse,tʃæntˈuːz,The General American English phonemic transcription for 'chanteuse' is /ʃænˈtuːz/.,gpt-4o
chapeau,ʃəpˈoʊ,The General American English phonemic transcription for 'chapeau' is /ʃæˈpoʊ/.,gpt-4o
chaplain,tʃˈæplən,/ˈtʃæplən/,gpt-4o
charact,tʃˈɛɹækt,"The word 'charact' does not appear to be a standard English word, so it does not have a recognized pronunciation in General American English. If you meant a different word or a part of a word, please provide more context or clarification.",gpt-4o
charadriidae,kˈɛɹədɹˌaɪd,The General American English phonemic transcription for 'charadriidae' is /kəˈɹædɹiˌɪdiː/.,gpt-4o
chaser,tʃˈeɪsɚ,/ˈtʃeɪsɚ/,gpt-4o
chaste,tʃˈeɪst,/tʃeɪst/,gpt-4o
chastise,tʃæstˈaɪz,/tʃæˈstaɪz/,gpt-4o
chatelaine,tʃˈætəlˌeɪn,/ˈʃætəleɪn/,gpt-4o
chatted,tʃˈætəd,/ˈtʃætɪd/,gpt-4o
chatty,tʃˈæti,/ˈtʃæti/,gpt-4o
chavs,tʃˈɑːvz,/tʃævz/,gpt-4o
chaw,tʃˈɔː,The General American English phonemic transcription for 'chaw' is /tʃɔ/.,gpt-4o
cheated,tʃˈiːtəd,/ˈtʃiːtɪd/,gpt-4o
chelation,tʃˈɛlətən,/kiˈleɪʃən/,gpt-4o
cheshunt,tʃˈɛʃˈʌnt,/ˈtʃɛsənt/,gpt-4o
chevalier,ʃˌɛvəlˈɪɹ,/tʃəˌvælˈjɪɹ/,gpt-4o
chez,tʃˈɛz,/ʃeɪ/,gpt-4o
chigger,tʃˈɪgɚ,/ˈtʃɪɡɚ/,gpt-4o
chiro,tʃˈɪɹoʊ,/kaiɹoʊ/,gpt-4o
chiron,tʃˈaɪɹən,The General American English phonemic transcription for 'chiron' is /ˈkaɪɹɑn/.,gpt-4o
chivalry,ʃˈɪvəlɹi,/ˈʃɪvəlɹi/,gpt-4o
chomp,tʃˈɑːmp,/tʃɑmp/,gpt-4o
chomps,tʃˈɑːmps,/tʃɑmps/,gpt-4o
chopper,tʃˈɑːpɚ,/ˈtʃɑpɚ/,gpt-4o
chore,tʃˈɔːɹ,/tʃɔɹ/,gpt-4o
chorister,kˈɔːɹɪstɚ,/ˈkɔɹɪstɚ/,gpt-4o
chronograph,kɹˈɑːnəgɹˌæf,/ˈkɹɑnəˌɡɹæf/,gpt-4o
chud,tʃˈʌd,/tʃʌd/,gpt-4o
chuff,tʃˈʌf,/tʃʌf/,gpt-4o
chump,tʃˈʌmp,/tʃʌmp/,gpt-4o
cifs,sˈɪfs,/cɪfs/,gpt-4o
cirque,sˈɚk,/sɝk/,gpt-4o
clade,klˈeɪd,The General American English phonemic transcription for 'clade' is /kleɪd/.,gpt-4o
clag,klˈæg,The General American English phonemic transcription for 'clag' is /klæɡ/.,gpt-4o
clam,klˈæm,/klæm/,gpt-4o
clammed,klˈæmd,The General American English phonemic transcription for 'clammed' is /klæmd/.,gpt-4o
clamming,klˈæmɪŋ,/ˈklæmɪŋ/,gpt-4o
clams,klˈæmz,The General American English phonemic transcription for 'clams' is /klæmz/.,gpt-4o
clarinetist,klˌɛɹənˈɛtɪst,/ˌklɛɹəˈnɛtɪst/,gpt-4o
clarithromycin,klˌæɹɪθɪmsˈɛnɪkəs,/kˌlæɹɪˈθɹoʊmɪsɪn/,gpt-4o
classist,klˈæsɪst,/ˈklæsɪst/,gpt-4o
clatsop,klˈætskɑp,The General American English phonemic transcription for 'clatsop' is /ˈklætsəp/.,gpt-4o
clavis,klˈævɪs,The General American English phonemic transcription for 'clavis' is /ˈklævɪs/.,gpt-4o
cleaver,klˈiːvɚ,/ˈklivɚ/,gpt-4o
clerihew,klˈɛɹihˌʊ,/kˈlɛɹɪˌhjuː/,gpt-4o
clippings,klˈɪpɪŋz,/ˈklɪpɪŋz/,gpt-4o
cloe,klˈoʊ,"The General American English phonemic transcription for 'cloe' can vary depending on the intended pronunciation, as it is not a standard word with a fixed pronunciation. However, a common transcription for the name 'Cloe' (a variant of 'Chloe') would be /ˈkloʊi/.",gpt-4o
cloze,klˈoʊz,The General American English phonemic transcription for 'cloze' is /kloʊz/.,gpt-4o
coaxed,kˈoʊkst,The General American English phonemic transcription for 'coaxed' is /koʊkst/.,gpt-4o
coaxes,kˈoʊksɪz,The General American English phonemic transcription for 'coaxes' is /ˈkoʊksɪz/.,gpt-4o
coaxing,kˈoʊksɪŋ,/ˈkoʊksɪŋ/,gpt-4o
cobber,kˈɑːbɚ,The General American English phonemic transcription for 'cobber' is /ˈkɑbɚ/.,gpt-4o
cobbett,kˈɑːbɪt,The General American English phonemic transcription for 'cobbett' is /ˈkɑbɪt/.,gpt-4o
cobble,kˈɑːbəl,/kɑbəl/,gpt-4o
cockle,kˈɑːkəl,/ˈkɑkəl/,gpt-4o
cockrill,kˈɑːkɹəl,The General American English phonemic transcription for 'cockrill' is /ˈkɑkɹəl/.,gpt-4o
cocky,kˈɑːki,/kɑki/,gpt-4o
cofounder,kˈoʊfˈaʊndɚ,/kəʊˈfaʊndɚ/,gpt-4o
coincide,kˌoʊɪnsˈaɪd,/kəʊˌɪnˈsaɪd/,gpt-4o
coldly,kˈoʊldli,/koldli/,gpt-4o
coli,kˈoʊli,/ˈkoʊlaɪ/,gpt-4o
collab,kˈɑːləb,/kəˈlæb/,gpt-4o
collaborator,kəlˈæbɚˌeɪtɚ,/kəˈlæbəˌɹeɪtɚ/,gpt-4o
collate,kəlˈeɪt,/kəˈleɪt/,gpt-4o
collation,kəlˈeɪʃən,/kəˈleɪʃən/,gpt-4o
colonize,kˈɑːlənˌaɪz,/ˈkɑləˌnaɪz/,gpt-4o
colter,kˈoʊltɚ,The General American English phonemic transcription for 'colter' is /ˈkoʊltɚ/.,gpt-4o
columbine,kˈɑːləmbˌaɪn,/kəˈlʌmbaɪn/,gpt-4o
comedienne,kəmˌidiˈɛn,/kəˌmidiˈɛn/,gpt-4o
comey,kˈʌmi,The General American English phonemic transcription for 'comey' is /ˈkoʊmi/.,gpt-4o
comitatus,kɔmətˈeɪtəs,/kɑməˈtɑtəs/,gpt-4o
commendable,kəmˈɛndəbəl,/kəˈmɛndəbl̩/,gpt-4o
competitively,kəmpˈɛtɪtɪvli,/kəmˈpɛtɪtɪvli/,gpt-4o
complainer,kəmplˈeɪnɚ,/kəmˈpleɪnɚ/,gpt-4o
compline,kˈɑːmplˌaɪn,The General American English phonemic transcription for 'compline' is /ˈkɑmplaɪn/.,gpt-4o
compone,kəmpˈoʊn,/kəmˈpoʊn/,gpt-4o
compounder,kəmpˈaʊndɚ,/kəmˈpaʊndɚ/,gpt-4o
computed,kəmpjˈuːtəd,/kəmˈpjutɪd/,gpt-4o
computes,kəmpjˈuːts,/kəmˈpjuts/,gpt-4o
concacaf,kˈɑːnkˌækˌæf,/kənˈkækæf/,gpt-4o
conceit,kənsˈiːt,/kənˈsit/,gpt-4o
concetto,kənsˈɛtoʊ,/kənˈtʃɛtoʊ/,gpt-4o
concluding,kənklˈuːdɪŋ,/kənˈkludɪŋ/,gpt-4o
concomitant,kˌɑnkˈɑːmətənt,/kənˈkɑmətənt/,gpt-4o
concur,kənkˈɚ,/kənˈkɝ/,gpt-4o
condense,kəndˈɛns,/kənˈdɛns/,gpt-4o
condescension,kˌɑndəsˈɛnʃən,/kɑndəˈsɛnʃən/,gpt-4o
condolence,kəndˈoʊləns,/kənˈdoʊləns/,gpt-4o
conduction,kəndˈʌkʃən,/kənˈdʌkʃən/,gpt-4o
confabulation,kənfˌæbjəlˈeɪʃən,/kənˌfæbjəˈleɪʃən/,gpt-4o
confer,kənfˈɚ,/kənˈfɝ/,gpt-4o
conferred,kənfˈɚd,/kənˈfɝd/,gpt-4o
configurable,kənfˈɪgjəɹəbəl,/kənˈfɪɡjɚəbl̩/,gpt-4o
conger,kˈɔːŋɚ,/kɑŋɡɚ/,gpt-4o
conjugation,kˌɑndʒəgˈeɪʃən,/kɑndʒəˈɡeɪʃən/,gpt-4o
connelly,kˈɑːnəli,The General American English phonemic transcription for 'connelly' is /ˈkɑnəli/.,gpt-4o
consented,kənsˈɛntɪd,/kənˈsɛntɪd/,gpt-4o
consistory,kənsˈɪstɚi,/kənˈsɪstəri/,gpt-4o
constantine,kˈɑːnstəntˌin,The General American English phonemic transcription for 'constantine' is /ˈkɑnstəntaɪn/.,gpt-4o
constituted,kˈɑːnstətˌutəd,/ˈkɑnstɪˌtutɪd/,gpt-4o
contemplate,kˈɑːntəmplˌeɪt,/kənˈtɛmpleɪt/,gpt-4o
contemplated,kˈɑːntəmplˌeɪtɪd,/kənˈtɛmplɛɪtɪd/,gpt-4o
contralateral,kəntɹˈælətˌɔɹt,/kɑntrəˈlætɚəl/,gpt-4o
contrarian,kˌɑntɹˈɛɹiən,/kənˈtɹɛɹiən/,gpt-4o
convinces,kənvˈɪnsɪz,/kənˈvɪnsɪz/,gpt-4o
convulse,kənvˈʌls,/kənˈvʌls/,gpt-4o
coolibah,kˈuːlɪbə,/kulɪˌbɑ/,gpt-4o
coots,kˈuːts,/kuts/,gpt-4o
copeman,kˈoʊpmən,The General American English phonemic transcription for 'copeman' is /ˈkoʊpmən/.,gpt-4o
coppice,kˈɑːpəs,The General American English phonemic transcription for 'coppice' is /ˈkɑpɪs/.,gpt-4o
coquina,koʊkˈiːnə,/kəˈkinə/,gpt-4o
corduroy,kˈɔːɹdɚˌɔɪ,/ˈkɔɹdəˌɹɔɪ/,gpt-4o
corgi,kˈɔːɹgi,/kɔɹɡi/,gpt-4o
cornea,kˈɔːɹniə,/kɔɹniə/,gpt-4o
corsair,kˈɔːɹsɛɹ,/kɔɹˈsɛɹ/,gpt-4o
corte,kˈɔːɹt,/kɔɹt/,gpt-4o
corvid,kˈɔːɹvəd,/kɔɹvɪd/,gpt-4o
coryza,kˌɔɹˈiːzə,/kəˈɹaɪzə/,gpt-4o
costal,kˈɔːstəl,/kɑstl̩/,gpt-4o
costello,kˌɔstˈɛloʊ,/kɑˈstɛloʊ/,gpt-4o
costen,kˈɔːstən,"It seems there might be a misunderstanding, as ""costen"" is not a standard English word. If you meant a different word or a variation, please clarify. However, if you are referring to a name or a specific pronunciation, it might be transcribed as /ˈkɔstən/ or /ˈkɑstən/ depending on the intended vowel sound.",gpt-4o
coulee,kˈuːli,The General American English phonemic transcription for 'coulee' is /ˈkuːli/.,gpt-4o
coursebook,kˈʊɹsˈuːbˌʊk,/kɔɹsbʊk/,gpt-4o
covet,kˈʌvət,/kʌvɪt/,gpt-4o
cowdenbeath,kˈaʊdnɪbˌɛn,"The word 'Cowdenbeath' is a proper noun, specifically a place name in Scotland, and does not have a standard pronunciation in General American English. However, if we were to approximate it using GAE phonemic patterns, it might be transcribed as /ˈkaʊdənˌbiθ/.",gpt-4o
cowpea,kˈoʊpjə,/kæʊpiː/,gpt-4o
crafternoon,kɹˈæftɚnaʊn,/kɹæftɚˈnun/,gpt-4o
cranial,kɹˈeɪnjəl,/ˈkɹeɪniəl/,gpt-4o
crayfish,kɹˈeɪfɪʃ,/ˈkɹeɪˌfɪʃ/,gpt-4o
creaky,kɹˈiːki,/ˈkɹiki/,gpt-4o
creeds,kɹˈiːdz,/kɹiːdz/,gpt-4o
creeped,kɹˈiːpt,/kɹiːpt/,gpt-4o
creeping,kɹˈiːpɪŋ,/ˈkɹiːpɪŋ/,gpt-4o
creeps,kɹˈiːps,/kɹiːps/,gpt-4o
crept,kɹˈɛpt,/kɹɛpt/,gpt-4o
crepuscular,kɹəpˈʌksəlɚ,/kɹəˈpʌskjəlɚ/,gpt-4o
crested,kɹˈɛstəd,/ˈkɹɛstɪd/,gpt-4o
cresting,kɹˈɛstɪŋ,/ˈkɹɛstɪŋ/,gpt-4o
crests,kɹˈɛsts,/kɹɛsts/,gpt-4o
cretaceous,kɹɪtˈeɪʃɪs,/kɹɪˈteɪʃəs/,gpt-4o
cribbed,kɹˈɪbd,/kɹɪbd/,gpt-4o
cribbing,kɹˈɪbɪŋ,/ˈkɹɪbɪŋ/,gpt-4o
cribs,kɹˈɪbz,/kɹɪbz/,gpt-4o
crich,kɹˈɪtʃ,"The word 'crich' does not have a standard pronunciation in General American English, as it is not a commonly recognized word. However, if we were to transcribe it based on typical GAE phonological patterns, it might be /kɹɪtʃ/.",gpt-4o
crickets,kɹˈɪkəts,/ˈkɹɪkəts/,gpt-4o
crikey,kɹˈaɪki,/ˈkɹaɪki/,gpt-4o
criminalization,kɹˌɪmənələzˈeɪʃən,/ˌkɹɪmɪnələˈzeɪʃən/,gpt-4o
crisper,kɹˈɪspɚ,/ˈkɹɪspɚ/,gpt-4o
crosswind,kɹˈɔːswɪnd,/kɹɔˈswɪnd/,gpt-4o
croton,kɹˈoʊtən,The General American English phonemic transcription for 'croton' is /ˈkɹoʊtən/.,gpt-4o
crudely,kɹˈuːdli,/ˈkɹudli/,gpt-4o
crumple,kɹˈʌmpəl,/ˈkɹʌmpəl/,gpt-4o
crunchie,kɹˈʌntʃi,/ˈkɹʌntʃi/,gpt-4o
crusader,kɹusˈeɪdɚ,/kɹuˈseɪdɚ/,gpt-4o
crushes,kɹˈʌʃɪz,The General American English phonemic transcription for 'crushes' is /ˈkɹʌʃɪz/.,gpt-4o
crustacean,kɹəstˈeɪʃən,/kɹəˈsteɪʃən/,gpt-4o
crutch,kɹˈʌtʃ,/kɹʌtʃ/,gpt-4o
crux,kɹˈʌks,/kɹʌks/,gpt-4o
cryptozoology,kɹˌɪptoʊsoʊdˈɑːlioʊ,/ˌkɹɪptoʊzoʊˈɑlədʒi/,gpt-4o
ctesiphon,kəsˈiːtsən,The General American English phonemic transcription for 'Ctesiphon' is /ˈtɛsɪˌfɑn/.,gpt-4o
cullompton,kˈʌləmptˌɑn,/kəˈlʌmptən/,gpt-4o
culm,kˈʌlm,The General American English phonemic transcription for 'culm' is /kʌlm/.,gpt-4o
culpable,kˈʌlpəbəl,/ˈkʌlpəbl̩/,gpt-4o
cums,kˈʌmz,The General American English phonemic transcription for 'cums' is /kʌmz/.,gpt-4o
curlew,kˈɚlwɛ,/kɝl(j)u/,gpt-4o
cush,kˈʌʃ,/kʊʃ/,gpt-4o
custardy,kˈʌstɚdi,/kʌstɚdi/,gpt-4o
cuttings,kˈʌtɪŋz,/ˈkʌtɪŋz/,gpt-4o
cuttlefish,kˈʌtəlfˌɪʃ,/ˈkʌtəlˌfɪʃ/,gpt-4o
cutty,kˈʌti,The General American English phonemic transcription for 'cutty' is /ˈkʌti/.,gpt-4o
cybele,sˈaɪbəl,The General American English phonemic transcription for 'cybele' is /ˈsɪbəli/.,gpt-4o
cybernetic,sˌaɪbɚˈɛntɪk,/ˌsaɪbɚˈnɛtɪk/,gpt-4o
cyclocross,sˈaɪkləkɹˌɑs,/ˈsaɪkloʊˌkɹɔs/,gpt-4o
cysts,sˈɪsts,/sɪsts/,gpt-4o
czechs,tʃˈɛks,The General American English phonemic transcription for 'czechs' is /tʃɛks/.,gpt-4o
dace,dˈeɪs,/dɛɪs/,gpt-4o
daddies,dˈædiz,/dædiz/,gpt-4o
daedal,dˈeɪdəl,The General American English phonemic transcription for 'daedal' is /ˈdidəl/.,gpt-4o
daled,dˈeɪld,/dɑːlɛd/,gpt-4o
damnation,dæmnˈeɪʃən,/dæmˈneɪʃən/,gpt-4o
danaus,dˈænəs,/dəˈneɪəs/,gpt-4o
danelaw,dˈænɪlˌɔ,/dɛnˌlɔ/,gpt-4o
danwei,dˈænwˌeɪ,"The word 'danwei' does not have a standard pronunciation in General American English, as it is a transliteration from Chinese and not commonly used in English. However, if we were to approximate it using GAE phonemes, it might be transcribed as /ˈdænweɪ/.",gpt-4o
daptomycin,dˈæptoʊmˌɪsən,/dæpˈtoʊmaɪsɪn/,gpt-4o
dared,dˈɛɹd,/dɛɹd/,gpt-4o
dares,dˈɛɹz,/dɛɹz/,gpt-4o
darmstadtium,dˌɑɹmstədmˈɪt,/dɑɹmˈʃtætiəm/,gpt-4o
dartboard,dˈɑːɹtbˌɔɹd,/dɑɹtbɔɹd/,gpt-4o
dashcam,dˈæʃkəm,/dæʃkæm/,gpt-4o
dawlish,dˈɔːlɪʃ,/dɔlɪʃ/,gpt-4o
decaf,dˈiːkæf,/dˈiːkæf/,gpt-4o
decays,dəkˈeɪz,/dɪˈkeɪz/,gpt-4o
deckle,dˈɛkəl,The General American English phonemic transcription for 'deckle' is /ˈdɛkəl/.,gpt-4o
decry,dɪkɹˈaɪ,/dɪˈkɹaɪ/,gpt-4o
defer,dɪfˈɚ,/dɪˈfɝ/,gpt-4o
defog,dˈɛfɔg,/dɪˈfɔɡ/,gpt-4o
dele,dˈɛl,The General American English phonemic transcription for 'dele' is /ˈdɛli/.,gpt-4o
delve,dˈɛlv,/dɛlv/,gpt-4o
delved,dˈɛlvd,/dɛlvd/,gpt-4o
delves,dˈɛlvz,/dɛlvz/,gpt-4o
delving,dˈɛlvɪŋ,/dɛlvɪŋ/,gpt-4o
dendron,dˈɛndɹən,/dɛndɹən/,gpt-4o
denigrate,dˈɛnəgɹˌeɪt,/ˈdɛnɪˌɡɹeɪt/,gpt-4o
denizen,dˈɛnəzən,/ˈdɛnɪzən/,gpt-4o
denude,dɪnˈuːd,/dɪˈnud/,gpt-4o
deplete,dɪplˈiːt,/dɪˈplit/,gpt-4o
deport,dɪpˈɔːɹt,/dɪˈpɔɹt/,gpt-4o
deportment,dəpˈɔːɹtmənt,/dɪˈpɔɹtmənt/,gpt-4o
derivation,dˌɛɹəvˈeɪʃən,/dɛɹəˈveɪʃən/,gpt-4o
desdemona,dˌɛsdəmˈoʊnə,/dɛzdəˈmoʊnə/,gpt-4o
destitute,dˈɛstətˌut,/dɛstɪˌtjuːt/,gpt-4o
detent,dɪtˈɛnt,/dɪˈtɛnt/,gpt-4o
detriment,dˈɛtɹəmənt,/dɛtɹəmənt/,gpt-4o
devastation,dˌɛvəstˈeɪʃən,/ˌdɛvəˈsteɪʃən/,gpt-4o
devilment,dɪvˈaɪlmənt,/ˈdɛvəlmənt/,gpt-4o
diaphragm,dˈaɪəfɹˌæm,/ˈdaɪəˌfɹæm/,gpt-4o
dicey,dˈaɪsi,/ˈdaɪsi/,gpt-4o
dickensian,dɪkˈɛnziən,/dɪˈkɛnziən/,gpt-4o
diffident,dˈɪfədənt,/dɪfɪdənt/,gpt-4o
digs,dˈɪgz,/dɪɡz/,gpt-4o
dili,dˈɪli,/dɪli/,gpt-4o
dimorphic,daɪmˈɔːɹfɪk,/daɪˈmɔɹfɪk/,gpt-4o
dinghy,dˈɪŋi,/dɪŋi/,gpt-4o
diomede,dˌaɪoʊmˈeɪd,The General American English phonemic transcription for 'diomede' is /ˈdaɪəˌmid/.,gpt-4o
discus,dˈɪskəs,/ˈdɪskəs/,gpt-4o
disgruntled,dɪsgɹˈʌntəld,/dɪsˈɡɹʌntəld/,gpt-4o
dishevelled,dɪʃˈɛvəld,/dɪˈʃɛvəld/,gpt-4o
dishonesty,dɪsˈɑːnəsti,/dɪsˈɑnəsti/,gpt-4o
dishonor,dɪsˈɑːnɚ,/dɪsˈɑnɚ/,gpt-4o
disinfection,dɪsɪnfˈɛkʃən,/dɪsɪnˈfɛkʃən/,gpt-4o
disinherit,dɪsˈɪnɪɹθɪɹ,/dɪsɪnˈhɛɹɪt/,gpt-4o
dismember,dɪsmˈɛmbɚ,/dɪsˈmɛmbɚ/,gpt-4o
dispair,dɪspˈɛɹ,"It seems there might be a slight misunderstanding with the word 'dispair'. If you meant 'despair', the correct General American English phonemic transcription is /dɪˈspɛɹ/. If 'dispair' was intended as a different word, please provide additional context.",gpt-4o
dispensable,dɪspˈɛnsəbəl,/dɪˈspɛnsəbl̩/,gpt-4o
disposed,dɪspˈoʊzd,/dɪˈspoʊzd/,gpt-4o
dissimulate,dˈɪsəmjəlˌeɪt,/dɪˈsɪmjəˌleɪt/,gpt-4o
distention,dɪstˈɛnʃən,/dɪˈstɛnʃən/,gpt-4o
distract,dɪstɹˈækt,/dɪˈstɹækt/,gpt-4o
ditto,dˈɪtoʊ,/ˈdɪtoʊ/,gpt-4o
diverge,dɪvˈɚdʒ,/dɪˈvɝdʒ/,gpt-4o
dodgy,dˈɑːdʒi,/dɑdʒi/,gpt-4o
dojo,dˈoʊjoʊ,The General American English phonemic transcription for 'dojo' is /ˈdoʊdʒoʊ/.,gpt-4o
dollarization,dˌɑlɚətˈeɪʃən,/dɑlɚɪˈzeɪʃən/,gpt-4o
domhnall,dˈɑːmənhəl,The General American English phonemic transcription for 'domhnall' is /ˈdoʊnəl/.,gpt-4o
dominical,dəmˈɪnəkəl,/dəˈmɪnɪkəl/,gpt-4o
dongle,dˈɔːŋgəl,/dɔŋɡəl/,gpt-4o
donnybrook,dˈɑːnibɹˌʊk,/dɑniˌbɹʊk/,gpt-4o
doob,dˈuːb,The General American English phonemic transcription for 'doob' is /dub/.,gpt-4o
doorbell,dˈɔːɹbˌɛl,/dɔɹbɛl/,gpt-4o
dopamine,dˈɑːpəmˌaɪn,/ˈdoʊpəˌmin/,gpt-4o
dormant,dˈɔːɹmənt,/dɔɹmənt/,gpt-4o
dormitory,dˈɔːɹmətˌɔɹi,/dɔɹmətɔɹi/,gpt-4o
doted,dˈoʊtɪd,/dˈoʊtɪd/,gpt-4o
doubted,dˈaʊtɪd,/ˈdaʊtɪd/,gpt-4o
doubting,dˈaʊtɪŋ,/ˈdaʊtɪŋ/,gpt-4o
douchebaggery,duʃˈeɪgbˌɑɹi,/dˈuʃˌbæɡɚi/,gpt-4o
dowser,dˈaʊsɚ,/dˈaʊsɚ/,gpt-4o
doxology,dɑksˈɑːlədʒi,/dɑkˈsɑlədʒi/,gpt-4o
draco,dɹˈeɪkoʊ,The General American English phonemic transcription for 'draco' is /ˈdɹeɪkoʊ/.,gpt-4o
drafty,dɹˈæfti,/dɹæfti/,gpt-4o
drape,dɹˈeɪp,/dɹeɪp/,gpt-4o
draped,dɹˈeɪpt,/dɹeɪpt/,gpt-4o
drapes,dɹˈeɪps,/dɹeɪps/,gpt-4o
draping,dɹˈeɪpɪŋ,/dɹeɪpɪŋ/,gpt-4o
drat,dɹˈæt,/dræt/,gpt-4o
drava,dɹˈɑːvə,/dɹɑːvə/,gpt-4o
dreadlocks,dɹˈɛdlˌɑks,/dɹɛdˌlɑks/,gpt-4o
dreamgirl,dɹˈɛmdʒˈɪlɚ,/dɹimɡɝl/,gpt-4o
dreary,dɹˈɪɹi,/dɹɪɹi/,gpt-4o
drollery,dɹˈɑːlɚi,/dɹoʊləɹi/,gpt-4o
droop,dɹˈuːp,/dɹuːp/,gpt-4o
drooped,dɹˈuːpt,/dɹupt/,gpt-4o
drooping,dɹˈuːpɪŋ,/dɹuːpɪŋ/,gpt-4o
droops,dɹˈuːps,/dɹuːps/,gpt-4o
drunks,dɹˈʌŋks,/drʌŋks/,gpt-4o
dryden,dɹˈaɪdən,/dɹaɪdən/,gpt-4o
dubplate,dˈʌplət,/dʌbpleɪt/,gpt-4o
ducat,dˈuːkˌæt,/ˈdʌkət/,gpt-4o
duffel,dˈʌfəl,/ˈdʌfəl/,gpt-4o
duiker,dwˈaɪkɚ,/ˈdaɪkɚ/,gpt-4o
dunfermline,dˈʌnfɚmˌɪln,/dʌnˈfɝmlɪn/,gpt-4o
dunham,dˈʌnəm,/dʌnəm/,gpt-4o
dunks,dˈʌŋks,/dʌŋks/,gpt-4o
dup,dˈʌp,/dʌp/,gpt-4o
duppy,dˈʌpi,The General American English phonemic transcription for 'duppy' is /ˈdʌpi/.,gpt-4o
durbin,dˈɚbɪn,/dɝbɪn/,gpt-4o
dusky,dˈʌski,/dʌski/,gpt-4o
dusted,dˈʌstɪd,/ˈdʌstɪd/,gpt-4o
dusting,dˈʌstɪŋ,/dʌstɪŋ/,gpt-4o
dusts,dˈʌsts,/dʌsts/,gpt-4o
dyad,dˈaɪˌæd,/ˈdaɪˌæd/,gpt-4o
dykes,dˈaɪks,The General American English phonemic transcription for 'dykes' is /daɪks/.,gpt-4o
dysplastic,dɪsplˈæstɪk,/dɪsˈplæstɪk/,gpt-4o
earache,ɪɹˈætʃi,/ˈɪɹeɪk/,gpt-4o
earworm,ˈɪɹwˌɚm,/ˈɪɹwɝm/,gpt-4o
eavesdrop,ˈiːvzdɹˌɑp,/ˈivzˌdɹɑp/,gpt-4o
ebb,ˈɛb,/ɛb/,gpt-4o
ebbed,ˈɛbəd,/ɛbd/,gpt-4o
ebbing,ˈɛbɪŋ,/ˈɛbɪŋ/,gpt-4o
ebbs,ˈɛbz,/ɛbz/,gpt-4o
eccentricity,ˌɛksəntɹˈɪsəti,/ˌɛksɛnˈtɹɪsɪti/,gpt-4o
echocardiographer,ˌɛkoʊsˈɑːkɚdˌɑɹɪŋ,/ˌɛkoʊˌkɑɹdiˈɑɡɹəfɚ/,gpt-4o
effete,ɛfˈiːt,/ɪˈfiːt/,gpt-4o
effigy,ˈɛfɪdʒi,/ˈɛfədʒi/,gpt-4o
egalitarian,ɪgˌælətˈɛɹiən,/ɪˌɡælɪˈtɛɹiən/,gpt-4o
egregiously,ɪgɹˈiːdʒəsli,/ɪˈɡɹiːdʒəsli/,gpt-4o
egregore,ˈɛgɹəgˌɔɹ,The General American English phonemic transcription for 'egregore' is /ˈɛɡɹɪˌɡɔɹ/.,gpt-4o
egyptology,ˌidʒəptˈɑːlədʒi,/ˌiːdʒɪpˈtɑlədʒi/,gpt-4o
eindhoven,ˈaɪndhˌoʊvən,The General American English phonemic transcription for 'Eindhoven' is /ˈaɪnˌtoʊvən/.,gpt-4o
elagabalus,ɪlˈægəbələs,The General American English phonemic transcription for 'elagabalus' is /ˌɛləˈɡæbələs/.,gpt-4o
elegy,ˈɛlədʒi,/ˈɛlədʒi/,gpt-4o
elucidation,ɪlˌusədˈeɪʃən,/ɪˌlusɪˈdeɪʃən/,gpt-4o
emaciated,ɪmˈeɪʃiˌeɪtɪd,/ɪˈmeɪʃiˌeɪtɪd/,gpt-4o
embarrassment,ɪmbˈɛɹəsmənt,/ɪmˈbɛɹəsmənt/,gpt-4o
emetophobia,ˌɛmitəfˈɔːbˌɔɪ,/ɪˌmɛtəˈfoʊbiə/,gpt-4o
emigrate,ˈɛməgɹˌeɪt,/ˈɛmɪˌɡɹeɪt/,gpt-4o
eminently,ˈɛmənəntli,/ˈɛmɪnəntli/,gpt-4o
emollient,ɪmˈoʊliənt,/ɪˈmɑljənt/,gpt-4o
empath,ˈɛmpˌæθ,/ˈɛmpæθ/,gpt-4o
emtricitabine,ˌɛmətɹəsəbˈɪnti,/ɛmˈtɹɪsɪtəˌbin/,gpt-4o
endemic,ɛndˈɛmɪk,/ɛnˈdɛmɪk/,gpt-4o
engle,ˈɛŋgəl,/ˈɛŋɡəl/,gpt-4o
enlist,ɛnlˈɪst,/ɪnˈlɪst/,gpt-4o
enmity,ˈɛnməti,/enməti/,gpt-4o
