grapheme,ground_truth_phoneme,predicted_phoneme,model
cutter,kˈʌtɚ,The General American English pronunciation of 'cutter' is /ˈkʌtɚ/.,gpt-3.5-turbo
cylinder,sˈɪləndɚ,The General American English pronunciation of 'cylinder' is /ˈsɪlɪndɚ/.,gpt-3.5-turbo
dame,dˈeɪm,The General American English pronunciation of 'dame' is /deɪm/.,gpt-3.5-turbo
dare,dˈɛɹ,The General American English pronunciation of 'dare' is /dɛɹ/.,gpt-3.5-turbo
death,dˈɛθ,The General American English pronunciation of 'death' is /dɛθ/.,gpt-3.5-turbo
debit,dˈɛbɪt,The General American English pronunciation of 'debit' is /ˈdɛbɪt/.,gpt-3.5-turbo
debut,deɪbjˈuː,The General American English pronunciation of 'debut' is /ˈdɛbjuː/.,gpt-3.5-turbo
debuts,dˈeɪbjuz,The General American English pronunciation of 'debuts' is /dɪˈbjuts/.,gpt-3.5-turbo
decay,dəkˈeɪ,The General American English pronunciation of 'decay' is /dɪˈkeɪ/.,gpt-3.5-turbo
decide,dɪsˈaɪd,The General American English pronunciation of 'decide' is /dɪˈsaɪd/.,gpt-3.5-turbo
deciding,dəsˈaɪdɪŋ,The General American English pronunciation of 'deciding' is /dɪˈsaɪdɪŋ/.,gpt-3.5-turbo
delaware,dˈɛləwˌɛɹ,The General American English pronunciation of 'Delaware' is /ˈdɛləˌwɛɹ/.,gpt-3.5-turbo
deli,dˈɛli,The General American English pronunciation of 'deli' is /ˈdɛli/.,gpt-3.5-turbo
deliver,dɪlˈɪvɚ,The General American English pronunciation of 'deliver' is /dɪˈlɪvɚ/.,gpt-3.5-turbo
delivered,dɪlˈɪvɚd,The General American English pronunciation of 'delivered' is /dɪˈlɪvɚd/.,gpt-3.5-turbo
delta,dˈɛltə,The General American English pronunciation of 'delta' is /ˈdɛltə/.,gpt-3.5-turbo
demo,dˈɛmoʊ,The General American English pronunciation of 'demo' is /ˈdɛmoʊ/.,gpt-3.5-turbo
democratic,dˌɛməkɹˈætɪk,The General American English pronunciation of 'democratic' is /ˌdɛməˈkrætɪk/.,gpt-3.5-turbo
demos,dˈɛmˌoʊz,The General American English pronunciation of 'demos' is /ˈdimoz/.,gpt-3.5-turbo
denver,dˈɛnvɚ,The General American English pronunciation of 'Denver' is /ˈdɛnvɚ/.,gpt-3.5-turbo
depression,dɪpɹˈɛʃən,The General American English pronunciation of 'depression' is /dɪˈpɹɛʃən/.,gpt-3.5-turbo
derry,dˈɛɹi,The General American English pronunciation of 'derry' is /ˈdɛri/.,gpt-3.5-turbo
design,dɪzˈaɪn,The General American English pronunciation of 'design' is /dɪˈzaɪn/.,gpt-3.5-turbo
designed,dɪzˈaɪnd,The General American English pronunciation of 'designed' is /dɪˈzaɪnd/.,gpt-3.5-turbo
designs,dɪzˈaɪnz,The General American English pronunciation of 'designs' is /dɪˈzaɪnz/.,gpt-3.5-turbo
dessert,dɪzˈɚt,The General American English pronunciation of 'dessert' is /dɪˈzɝt/.,gpt-3.5-turbo
determine,dətˈɚmən,The General American English pronunciation of 'determine' is /dɪˈtɝmɪn/.,gpt-3.5-turbo
determined,dɪtˈɚmənd,The General American English pronunciation of 'determined' is /dɪˈtɝmɪnd/.,gpt-3.5-turbo
devotional,dɪvˈoʊʃənəl,The General American English pronunciation of 'devotional' is /dɪˈvoʊʃənəl/.,gpt-3.5-turbo
differentiate,dˌɪfɚˈɛnʃiˌeɪt,The General American English pronunciation of 'differentiate' is /ˌdɪfəˈɹɛnʃieɪt/.,gpt-3.5-turbo
dirty,dˈɚti,The General American English pronunciation of 'dirty' is /ˈdɝti/.,gpt-3.5-turbo
disc,dˈɪsk,The General American English pronunciation of 'disc' is /dɪsk/.,gpt-3.5-turbo
disciplinary,dˈɪsəplənˌɛɹi,The General American English pronunciation of 'disciplinary' is /dɪˈsɪpləˌnɛri/.,gpt-3.5-turbo
discoveries,dɪskˈʌvɚiz,The General American English pronunciation of 'discoveries' is /dɪˈskʌvəriz/.,gpt-3.5-turbo
discreet,dɪskɹˈiːt,The General American English pronunciation of 'discreet' is /dɪˈskɹit/.,gpt-3.5-turbo
discussion,dɪskˈʌʃən,The General American English pronunciation of 'discussion' is /dɪˈskʌʃən/.,gpt-3.5-turbo
disney,dˈɪzni,The General American English pronunciation of 'Disney' is /ˈdɪzni/.,gpt-3.5-turbo
disneyland,dˈɪznilˌænd,The General American English pronunciation of 'Disneyland' is /ˈdɪzniˌlænd/.,gpt-3.5-turbo
dispose,dɪspˈoʊz,The General American English pronunciation of 'dispose' is /dɪˈspoʊz/.,gpt-3.5-turbo
disruption,dɪsɹˈʌpʃən,The General American English pronunciation of 'disruption' is /dɪsˈɹʌpʃən/.,gpt-3.5-turbo
distinctive,dɪstˈɪŋktɪv,The General American English pronunciation of 'distinctive' is /dɪˈstɪŋktɪv/.,gpt-3.5-turbo
distinguish,dɪstˈɪŋgwɪʃ,The General American English pronunciation of 'distinguish' is /dɪˈstɪŋɡwɪʃ/.,gpt-3.5-turbo
distinguished,dɪstˈɪŋgwɪʃt,The General American English pronunciation of 'distinguished' is /dɪˈstɪŋɡwɪʃt/.,gpt-3.5-turbo
dna,dˈiːˌɛnˈeɪ,The General American English pronunciation of 'dna' is /diːɛnˈeɪ/.,gpt-3.5-turbo
doubt,dˈaʊt,The General American English pronunciation of 'doubt' is /daʊt/.,gpt-3.5-turbo
doubts,dˈaʊts,The General American English pronunciation of 'doubts' is /daʊts/.,gpt-3.5-turbo
dough,dˈoʊ,The General American English pronunciation of 'dough' is /doʊ/.,gpt-3.5-turbo
dozen,dˈʌzən,The General American English pronunciation of 'dozen' is /ˈdʌzən/.,gpt-3.5-turbo
dramatic,dɹəmˈætɪk,The General American English pronunciation of 'dramatic' is /dɹəˈmætɪk/.,gpt-3.5-turbo
dug,dˈʌg,The General American English pronunciation of 'dug' is /dʌɡ/.,gpt-3.5-turbo
duke,dˈuːk,The General American English pronunciation of 'duke' is /d(j)uk/.,gpt-3.5-turbo
dummies,dˈʌmiz,The General American English pronunciation of 'dummies' is /ˈdʌmiz/.,gpt-3.5-turbo
dummy,dˈʌmi,The General American English pronunciation of 'dummy' is /ˈdʌmi/.,gpt-3.5-turbo
dunk,dˈʌŋk,The General American English pronunciation of 'dunk' is /dʌŋk/.,gpt-3.5-turbo
duplication,djˌupləkˈeɪʃən,The General American English pronunciation of 'duplication' is /ˌduːplɪˈkeɪʃən/.,gpt-3.5-turbo
dust,dˈʌst,The General American English pronunciation of 'dust' is /dʌst/.,gpt-3.5-turbo
dwarf,dwˈɔːɹf,The General American English pronunciation of 'dwarf' is /dwɔrf/.,gpt-3.5-turbo
dynasty,dˈaɪnəsti,The General American English pronunciation of 'dynasty' is /ˈdaɪnəsti/.,gpt-3.5-turbo
earn,ˈɚn,The General American English pronunciation of 'earn' is /ɝn/.,gpt-3.5-turbo
earned,ˈɚnd,The General American English pronunciation of 'earned' is /ɜrnd/.,gpt-3.5-turbo
earns,ˈɚnz,The General American English pronunciation of 'earns' is /ɝnz/.,gpt-3.5-turbo
easton,ˈiːstən,The General American English pronunciation of 'easton' is /ˈistən/.,gpt-3.5-turbo
ecological,ikəlˈɑːdʒɪkəl,The General American English pronunciation of 'ecological' is /ˌɛkəˈlɑdʒɪkəl/.,gpt-3.5-turbo
ecuador,ˈɛkwədˌɔɹ,The General American English pronunciation of 'Ecuador' is /ˈɛkwədɔɹ/.,gpt-3.5-turbo
edgar,ˈɛdgɚ,The General American English pronunciation of 'edgar' is /ˈɛdɡɚ/.,gpt-3.5-turbo
eileen,aɪlˈiːn,The General American English pronunciation of 'Eileen' is /aɪˈliːn/.,gpt-3.5-turbo
elder,ˈɛldɚ,The General American English pronunciation of 'elder' is /ˈɛldɚ/.,gpt-3.5-turbo
elderly,ˈɛldɚli,The General American English pronunciation of 'elderly' is /ˈɛldɚli/.,gpt-3.5-turbo
elders,ˈɛldɚz,The General American English pronunciation of 'elders' is /ˈɛldɚz/.,gpt-3.5-turbo
election,ɪlˈɛkʃən,The General American English pronunciation of 'election' is /ɪˈlɛkʃən/.,gpt-3.5-turbo
electrical,ɪlˈɛktɹɪkəl,The General American English pronunciation of 'electrical' is /ɪˈlɛktrɪkəl/.,gpt-3.5-turbo
elm,ˈɛlm,The General American English pronunciation of 'elm' is /ɛlm/.,gpt-3.5-turbo
elusive,ɪlˈuːsɪv,The General American English pronunciation of 'elusive' is /ɪˈluːsɪv/.,gpt-3.5-turbo
emerald,ˈɛmɹəld,The General American English pronunciation of 'emerald' is /ˈɛməɹəld/.,gpt-3.5-turbo
engagement,ɛngˈeɪdʒmənt,The General American English pronunciation of 'engagement' is /ɛnˈɡeɪdʒmənt/.,gpt-3.5-turbo
enhance,ɛnhˈæns,The General American English pronunciation of 'enhance' is /ɪnˈhæns/.,gpt-3.5-turbo
enthusiastic,ɪnθˌuziˈæstɪk,The General American English pronunciation of 'enthusiastic' is /ɛnˌθuziˈæstɪk/.,gpt-3.5-turbo
enzyme,ˈɛnzˌaɪm,The General American English pronunciation of 'enzyme' is /ˈɛnzaɪm/.,gpt-3.5-turbo
equally,ˈiːkwəli,The General American English pronunciation of 'equally' is /ˈikwəli/.,gpt-3.5-turbo
equip,ɪkwˈɪp,The General American English pronunciation of 'equip' is /ɪˈkwɪp/.,gpt-3.5-turbo
equipped,ɪkwˈɪpt,The General American English pronunciation of 'equipped' is /ɪˈkwɪpt/.,gpt-3.5-turbo
erin,ˈɛɹɪn,The General American English pronunciation of 'erin' is /ˈɛɹɪn/.,gpt-3.5-turbo
erosion,ɪɹˈoʊʒən,The General American English pronunciation of 'erosion' is /ɪˈɹoʊʒən/.,gpt-3.5-turbo
essentially,ɪsˈɛnʃəli,The General American English pronunciation of 'essentially' is /ɪˈsɛnʃəli/.,gpt-3.5-turbo
estate,ɪstˈeɪt,The General American English pronunciation of 'estate' is /ɪˈsteɪt/.,gpt-3.5-turbo
estimation,ˌɛstəmˈeɪʃən,The General American English pronunciation of 'estimation' is /ɛstəˈmeɪʃən/.,gpt-3.5-turbo
estonia,ɛstˈoʊniə,The General American English pronunciation of 'Estonia' is /ɛˈstoʊniə/.,gpt-3.5-turbo
europa,jʊɹˈoʊpə,The General American English pronunciation of 'europa' is /jʊˈɹoʊpə/.,gpt-3.5-turbo
examined,ɪgzˈæmənd,The General American English pronunciation of 'examined' is /ɪɡˈzæmɪnd/.,gpt-3.5-turbo
examining,ɪgzˈæmɪnɪŋ,The General American English pronunciation of 'examining' is /ɪɡˈzæmənɪŋ/.,gpt-3.5-turbo
exceed,ɪksˈiːd,The General American English pronunciation of 'exceed' is /ɪkˈsid/.,gpt-3.5-turbo
exceeding,ɪksˈiːdɪŋ,The General American English pronunciation of 'exceeding' is /ɪkˈsiːdɪŋ/.,gpt-3.5-turbo
excel,ɪksˈɛl,The General American English pronunciation of 'excel' is /ɪkˈsɛl/.,gpt-3.5-turbo
exceptions,ɪksˈɛpʃənz,The General American English pronunciation of 'exceptions' is /ɪkˈsɛpʃənz/.,gpt-3.5-turbo
excited,ɪksˈaɪtəd,The General American English pronunciation of 'excited' is /ɪkˈsaɪtɪd/.,gpt-3.5-turbo
exciting,ɪksˈaɪtɪŋ,The General American English pronunciation of 'exciting' is /ɪkˈsaɪtɪŋ/.,gpt-3.5-turbo
expansive,ɪkspˈænsɪv,The General American English pronunciation of 'expansive' is /ɪkˈspænsɪv/.,gpt-3.5-turbo
expectation,ˌɛkspɛktˈeɪʃən,The General American English pronunciation of 'expectation' is /ˌɛkspɛkˈteɪʃən/.,gpt-3.5-turbo
experiential,ɛkspˌɛɹiˈɛnʃəl,The General American English pronunciation of 'experiential' is /ˌɛkspɪriˈɛnʃəl/.,gpt-3.5-turbo
explained,ɪksplˈeɪnd,The General American English pronunciation of 'explained' is /ɪkˈspleɪnd/.,gpt-3.5-turbo
exploration,ˌɛksplɚˈeɪʃən,The General American English pronunciation of 'exploration' is /ˌɛksploʊˈreɪʃən/.,gpt-3.5-turbo
expressive,ɪkspɹˈɛsɪv,The General American English pronunciation of 'expressive' is /ɪkˈspɹɛsɪv/.,gpt-3.5-turbo
extras,ˈɛkstɹəz,The General American English pronunciation of 'extras' is /ˈɛkstrəz/.,gpt-3.5-turbo
eyebrows,ˈaɪbɹˌaʊz,The General American English pronunciation of 'eyebrows' is /ˈaɪˌbɹaʊz/.,gpt-3.5-turbo
fa,fˈɑː,The General American English pronunciation of 'fa' is /fɑː/.,gpt-3.5-turbo
facial,fˈeɪʃəl,The General American English pronunciation of 'facial' is /ˈfeɪʃəl/.,gpt-3.5-turbo
fandom,fˈændəm,The General American English pronunciation of 'fandom' is /ˈfændəm/.,gpt-3.5-turbo
father,fˈɑːðɚ,The General American English pronunciation of 'father' is /ˈfɑːðɚ/.,gpt-3.5-turbo
fathers,fˈɑːðɚz,/fɑːðɚz/,gpt-3.5-turbo
fed,fˈɛd,The General American English pronunciation of 'fed' is /fɛd/.,gpt-3.5-turbo
feeding,fˈiːdɪŋ,The General American English pronunciation of 'feeding' is /ˈfiːdɪŋ/.,gpt-3.5-turbo
fictional,fˈɪkʃənəl,The General American English pronunciation of 'fictional' is /ˈfɪkʃənəl/.,gpt-3.5-turbo
fifty,fˈɪfti,/fɪfti/,gpt-3.5-turbo
filler,fˈɪlɚ,The General American English pronunciation of 'filler' is /ˈfɪlɚ/.,gpt-3.5-turbo
fin,fˈɪn,The General American English pronunciation of 'fin' is /fɪn/.,gpt-3.5-turbo
final,fˈaɪnəl,The General American English pronunciation of 'final' is /ˈfaɪnəl/.,gpt-3.5-turbo
firm,fˈɚm,The General American English pronunciation of 'firm' is /fɝm/.,gpt-3.5-turbo
firstly,fˈɚstli,The General American English pronunciation of 'firstly' is /ˈfɝstli/.,gpt-3.5-turbo
fitness,fˈɪtnəs,The General American English pronunciation of 'fitness' is /ˈfɪtnəs/.,gpt-3.5-turbo
flawless,flˈɔːləs,The General American English pronunciation of 'flawless' is /ˈflɔləs/.,gpt-3.5-turbo
flint,flˈɪnt,The General American English pronunciation of 'flint' is /flɪnt/.,gpt-3.5-turbo
foolish,fˈuːlɪʃ,The General American English pronunciation of 'foolish' is /ˈfʊlɪʃ/.,gpt-3.5-turbo
formation,fɔɹmˈeɪʃən,The General American English pronunciation of 'formation' is /fɔɹˈmeɪʃən/.,gpt-3.5-turbo
fraction,fɹˈækʃən,The General American English pronunciation of 'fraction' is /ˈfɹækʃən/.,gpt-3.5-turbo
frances,fɹˈænsɪs,The General American English pronunciation of 'Frances' is /ˈfɹænsɪz/.,gpt-3.5-turbo
frederick,fɹˈɛdɹɪk,The General American English pronunciation of 'frederick' is /ˈfɹɛdəɹɪk/.,gpt-3.5-turbo
freshman,fɹˈɛʃmən,The General American English pronunciation of 'freshman' is /ˈfɹɛʃmən/.,gpt-3.5-turbo
frost,fɹˈɔːst,/fɹɔst/,gpt-3.5-turbo
frustration,fɹəstɹˈeɪʃən,The General American English pronunciation of 'frustration' is /fɹʌˈstɹeɪʃən/.,gpt-3.5-turbo
fullest,fˈʊləst,The General American English pronunciation of 'fullest' is /ˈfʊlɪst/.,gpt-3.5-turbo
furnished,fˈɚnɪʃt,/fɝːnɪʃt/,gpt-3.5-turbo
fuse,fjˈuːz,The General American English pronunciation of 'fuse' is /fjuz/.,gpt-3.5-turbo
fuses,fjˈuːzəz,/fjuzɪz/,gpt-3.5-turbo
fyi,fˈaɪ,The General American English pronunciation of 'fyi' is /ˌɛf waɪ ˈaɪ/.,gpt-3.5-turbo
gaga,gˈeɪgə,The General American English pronunciation of 'gaga' is /ˈɡɑˌɡɑ/.,gpt-3.5-turbo
galore,gəlˈɔːɹ,The General American English pronunciation of 'galore' is /ɡəˈlɔɹ/.,gpt-3.5-turbo
game,gˈeɪm,The General American English pronunciation of 'game' is /ɡeɪm/.,gpt-3.5-turbo
games,gˈeɪmz,The General American English pronunciation of 'games' is /ɡeɪmz/.,gpt-3.5-turbo
gaming,gˈeɪmɪŋ,The General American English pronunciation of 'gaming' is /ˈɡeɪmɪŋ/.,gpt-3.5-turbo
gaping,gˈeɪpɪŋ,The General American English pronunciation of 'gaping' is /ˈɡeɪpɪŋ/.,gpt-3.5-turbo
genre,ʒˈɑːnɹə,The General American English pronunciation of 'genre' is /ˈʒɑnɹə/.,gpt-3.5-turbo
ghetto,gˈɛtoʊ,The General American English pronunciation of 'ghetto' is /ˈɡɛtoʊ/.,gpt-3.5-turbo
gift,gˈɪft,The General American English pronunciation of 'gift' is /ɡɪft/.,gpt-3.5-turbo
gifted,gˈɪftəd,The General American English pronunciation of 'gifted' is /ˈɡɪftɪd/.,gpt-3.5-turbo
gifting,gˈɪftɪŋ,The General American English pronunciation of 'gifting' is /ˈɡɪftɪŋ/.,gpt-3.5-turbo
gifts,gˈɪfts,The General American English pronunciation of 'gifts' is /ɡɪfts/.,gpt-3.5-turbo
gingerbread,dʒˈɪndʒɚbɹˌɛd,The General American English pronunciation of 'gingerbread' is /ˈdʒɪndʒɚbɹɛd/.,gpt-3.5-turbo
girls,gˈɚlz,The General American English pronunciation of 'girls' is /ɡɝlz/.,gpt-3.5-turbo
glaze,glˈeɪz,The General American English pronunciation of 'glaze' is /ɡleɪz/.,gpt-3.5-turbo
glazed,glˈeɪzd,The General American English pronunciation of 'glazed' is /ɡleɪzd/.,gpt-3.5-turbo
glazing,glˈeɪzɪŋ,The General American English pronunciation of 'glazing' is /ˈɡleɪzɪŋ/.,gpt-3.5-turbo
glimpse,glˈɪmps,The General American English pronunciation of 'glimpse' is /ɡlɪmps/.,gpt-3.5-turbo
global,glˈoʊbəl,The General American English pronunciation of 'global' is /ˈɡloʊbəl/.,gpt-3.5-turbo
glory,glˈɔːɹi,The General American English pronunciation of 'glory' is /ˈɡlɔri/.,gpt-3.5-turbo
gotta,gˈɑːtə,The General American English pronunciation of 'gotta' is /ˈɡɑɾə/.,gpt-3.5-turbo
gov,gˈʌv,The General American English pronunciation of 'gov' is /ɡʌv/.,gpt-3.5-turbo
governments,gˈʌvɚmənts,The General American English pronunciation of 'governments' is /ˈɡʌvɚnmənts/.,gpt-3.5-turbo
grace,gɹˈeɪs,The General American English pronunciation of 'grace' is /ɡɹeɪs/.,gpt-3.5-turbo
greatest,gɹˈeɪtəst,The General American English pronunciation of 'greatest' is /ˈɡɹeɪtɪst/.,gpt-3.5-turbo
greatly,gɹˈeɪtli,The General American English pronunciation of 'greatly' is /ˈɡɹeɪtli/.,gpt-3.5-turbo
group,gɹˈuːp,The General American English pronunciation of 'group' is /ɡɹup/.,gpt-3.5-turbo
grouped,gɹˈuːpt,The General American English pronunciation of 'grouped' is /ɡɹupt/.,gpt-3.5-turbo
grouping,gɹˈuːpɪŋ,The General American English pronunciation of 'grouping' is /ˈɡɹupɪŋ/.,gpt-3.5-turbo
groups,gɹˈuːps,The General American English pronunciation of 'groups' is /ɡɹʊps/.,gpt-3.5-turbo
guide,gˈaɪd,The General American English pronunciation of 'guide' is /ɡaɪd/.,gpt-3.5-turbo
guided,gˈaɪdəd,The General American English pronunciation of 'guided' is /ˈɡaɪdɪd/.,gpt-3.5-turbo
guides,gˈaɪdz,The General American English pronunciation of 'guides' is /ɡaɪdz/.,gpt-3.5-turbo
guiding,gˈaɪdɪŋ,The General American English pronunciation of 'guiding' is /ˈɡaɪdɪŋ/.,gpt-3.5-turbo
guilt,gˈɪlt,The General American English pronunciation of 'guilt' is /ɡɪlt/.,gpt-3.5-turbo
gym,dʒˈɪm,The General American English pronunciation of 'gym' is /dʒɪm/.,gpt-3.5-turbo
gyms,dʒˈɪmz,The General American English pronunciation of 'gyms' is /dʒɪmz/.,gpt-3.5-turbo
halfway,hˈæfwˈeɪ,The General American English pronunciation of 'halfway' is /ˈhæfˌweɪ/.,gpt-3.5-turbo
ham,hˈæm,The General American English pronunciation of 'ham' is /hæm/.,gpt-3.5-turbo
hand,hˈænd,The General American English pronunciation of 'hand' is /hænd/.,gpt-3.5-turbo
handed,hˈændəd,The General American English pronunciation of 'handed' is /ˈhændɪd/.,gpt-3.5-turbo
handing,hˈændɪŋ,The General American English pronunciation of 'handing' is /ˈhændɪŋ/.,gpt-3.5-turbo
handler,hˈændlɚ,The General American English pronunciation of 'handler' is /ˈhændlɚ/.,gpt-3.5-turbo
hands,hˈændz,The General American English pronunciation of 'hands' is /hændz/.,gpt-3.5-turbo
hannah,hˈænə,The General American English pronunciation of 'Hannah' is /ˈhænə/.,gpt-3.5-turbo
hanover,hˈænoʊvɚ,The General American English pronunciation of 'Hanover' is /ˈhænoʊvɚ/.,gpt-3.5-turbo
happen,hˈæpən,The General American English pronunciation of 'happen' is /ˈhæpən/.,gpt-3.5-turbo
happened,hˈæpənd,The General American English pronunciation of 'happened' is /ˈhæpənd/.,gpt-3.5-turbo
happens,hˈæpənz,The General American English pronunciation of 'happens' is /ˈhæpənz/.,gpt-3.5-turbo
hard,hˈɑːɹd,The General American English pronunciation of 'hard' is /hɑɹd/.,gpt-3.5-turbo
hardly,hˈɑːɹdli,The General American English pronunciation of 'hardly' is /ˈhɑɹdli/.,gpt-3.5-turbo
harmful,hˈɑːɹmfəl,The General American English pronunciation of 'harmful' is /ˈhɑɹmfəl/.,gpt-3.5-turbo
hatch,hˈætʃ,The General American English pronunciation of 'hatch' is /hætʃ/.,gpt-3.5-turbo
havana,həvˈænə,The General American English pronunciation of 'Havana' is /həˈvænə/.,gpt-3.5-turbo
head,hˈɛd,The General American English pronunciation of 'head' is /hɛd/.,gpt-3.5-turbo
headed,hˈɛdəd,The General American English pronunciation of 'headed' is /ˈhɛdɪd/.,gpt-3.5-turbo
heading,hˈɛdɪŋ,The General American English pronunciation of 'heading' is /ˈhɛdɪŋ/.,gpt-3.5-turbo
heads,hˈɛdz,The General American English pronunciation of 'heads' is /hɛdz/.,gpt-3.5-turbo
heartbeat,hˈɑːɹtbˌit,The General American English pronunciation of 'heartbeat' is /ˈhɑɹtˌbit/.,gpt-3.5-turbo
helm,hˈɛlm,The General American English pronunciation of 'helm' is /hɛlm/.,gpt-3.5-turbo
helper,hˈɛlpɚ,The General American English pronunciation of 'helper' is /ˈhɛlpɚ/.,gpt-3.5-turbo
helpful,hˈɛlpfəl,The General American English pronunciation of 'helpful' is /ˈhɛlpfəl/.,gpt-3.5-turbo
hemp,hˈɛmp,The General American English pronunciation of 'hemp' is /hɛmp/.,gpt-3.5-turbo
henry,hˈɛnɹi,The General American English pronunciation of 'henry' is /ˈhɛnɹi/.,gpt-3.5-turbo
heroic,hɪɹˈoʊɪk,The General American English pronunciation of 'heroic' is /hɪˈɹoʊɪk/.,gpt-3.5-turbo
hesitation,hˌɛzətˈeɪʃən,The General American English pronunciation of 'hesitation' is /ˌhɛzɪˈteɪʃən/.,gpt-3.5-turbo
het,hˈɛt,The General American English pronunciation of 'het' is /hɛt/.,gpt-3.5-turbo
highly,hˈaɪli,The General American English pronunciation of 'highly' is /ˈhaɪli/.,gpt-3.5-turbo
hill,hˈɪl,The General American English pronunciation of 'hill' is /hɪl/.,gpt-3.5-turbo
hills,hˈɪlz,The General American English pronunciation of 'hills' is /hɪlz/.,gpt-3.5-turbo
hilton,hˈɪltən,The General American English pronunciation of 'hilton' is /ˈhɪltən/.,gpt-3.5-turbo
hint,hˈɪnt,The General American English pronunciation of 'hint' is /hɪnt/.,gpt-3.5-turbo
hints,hˈɪnts,The General American English pronunciation of 'hints' is /hɪnts/.,gpt-3.5-turbo
historians,hɪstˈɔːɹiənz,The General American English pronunciation of 'historians' is /hɪˈstɔːɹiənz/.,gpt-3.5-turbo
hiv,hˈɪv,The General American English pronunciation of 'hiv' is /hɪv/.,gpt-3.5-turbo
hoa,hˈoʊə,The General American English pronunciation of 'hoa' is /hoʊə/.,gpt-3.5-turbo
holly,hˈɑːli,The General American English pronunciation of 'holly' is /ˈhɑli/.,gpt-3.5-turbo
homes,hˈoʊmz,The General American English pronunciation of 'homes' is /hoʊmz/.,gpt-3.5-turbo
hood,hˈʊd,The General American English pronunciation of 'hood' is /hʊd/.,gpt-3.5-turbo
hooded,hˈʊdɪd,The General American English pronunciation of 'hooded' is /ˈhʊdɪd/.,gpt-3.5-turbo
hoods,hˈʊdz,The General American English pronunciation of 'hoods' is /hʊdz/.,gpt-3.5-turbo
hooker,hˈʊkɚ,The General American English pronunciation of 'hooker' is /ˈhʊkɚ/.,gpt-3.5-turbo
hopeful,hˈoʊpfəl,The General American English pronunciation of 'hopeful' is /ˈhoʊpfəl/.,gpt-3.5-turbo
hormone,hˈɔːɹmˌoʊn,The General American English pronunciation of 'hormone' is /ˈhɔɹmoʊn/.,gpt-3.5-turbo
hose,hˈoʊz,The General American English pronunciation of 'hose' is /hoʊz/.,gpt-3.5-turbo
hoses,hˈoʊzɪz,The General American English pronunciation of 'hoses' is /ˈhoʊzɪz/.,gpt-3.5-turbo
hospitality,hˌɑspətˈæləti,The General American English pronunciation of 'hospitality' is /ˌhɑːspɪˈtæləti/.,gpt-3.5-turbo
hourly,ˈaʊɹli,The General American English pronunciation of 'hourly' is /ˈaʊɚli/.,gpt-3.5-turbo
housed,hˈaʊzd,The General American English pronunciation of 'housed' is /haʊzd/.,gpt-3.5-turbo
housing,hˈaʊzɪŋ,The General American English pronunciation of 'housing' is /ˈhaʊzɪŋ/.,gpt-3.5-turbo
hover,hˈʌvɚ,The General American English pronunciation of 'hover' is /ˈhʌvɚ/.,gpt-3.5-turbo
hunt,hˈʌnt,The General American English pronunciation of 'hunt' is /hʌnt/.,gpt-3.5-turbo
hunting,hˈʌntɪŋ,The General American English pronunciation of 'hunting' is /ˈhʌntɪŋ/.,gpt-3.5-turbo
husband,hˈʌzbənd,The General American English pronunciation of 'husband' is /ˈhʌz.bənd/.,gpt-3.5-turbo
husbands,hˈʌzbəndz,/hʌzˈbəndz/,gpt-3.5-turbo
hutchinson,hˈʌtʃɪnsən,The General American English pronunciation of 'hutchinson' is /ˈhʌtʃɪnsən/.,gpt-3.5-turbo
iceberg,ˈaɪsbɚg,The General American English pronunciation of 'iceberg' is /ˈaɪsbɝg/.,gpt-3.5-turbo
idaho,ˈaɪdəhˌoʊ,The General American English pronunciation of 'Idaho' is /ˈaɪdəhoʊ/.,gpt-3.5-turbo
idle,ˈaɪdəl,The General American English pronunciation of 'idle' is /ˈaɪdəl/.,gpt-3.5-turbo
immunity,ɪmjˈuːnəti,The General American English pronunciation of 'immunity' is /ɪˈmjuːnəti/.,gpt-3.5-turbo
impeachment,ɪmpˈiːtʃmənt,The General American English pronunciation of 'impeachment' is /ɪmˈpiːtʃmənt/.,gpt-3.5-turbo
impeccable,ɪmpˈɛkəbəl,The General American English pronunciation of 'impeccable' is /ɪmˈpɛkəbəl/.,gpt-3.5-turbo
import,ˈɪmpˌɔɹt,The General American English pronunciation of 'import' is /ɪmˈpɔɹt/.,gpt-3.5-turbo
importance,ɪmpˈɔːɹtəns,The General American English pronunciation of 'importance' is /ɪmˈpɔɹtəns/.,gpt-3.5-turbo
imported,ɪmpˈɔːɹtɪd,The General American English pronunciation of 'imported' is /ɪmˈpɔɹtɪd/.,gpt-3.5-turbo
impressed,ɪmpɹˈɛst,The General American English pronunciation of 'impressed' is /ɪmˈprɛst/.,gpt-3.5-turbo
incidents,ˈɪnsədənts,The General American English pronunciation of 'incidents' is /ˈɪnsɪdənts/.,gpt-3.5-turbo
include,ɪnklˈuːd,The General American English pronunciation of 'include' is /ɪnˈklud/.,gpt-3.5-turbo
included,ɪnklˈuːdəd,The General American English pronunciation of 'included' is /ɪnˈkludɪd/.,gpt-3.5-turbo
includes,ɪnklˈuːdz,The General American English pronunciation of 'includes' is /ɪnˈkludz/.,gpt-3.5-turbo
inclusive,ɪnklˈuːsɪv,The General American English pronunciation of 'inclusive' is /ɪnˈkluːsɪv/.,gpt-3.5-turbo
