grapheme,ground_truth_phoneme,predicted_phoneme,model
gingerbread,dʒˈɪndʒɚbɹˌɛd,/ˈdʒɪndʒɚˌbɹɛd/,gpt-4o
girls,gˈɚlz,/gɝlz/,gpt-4o
glaze,glˈeɪz,/gl eɪ z/,gpt-4o
glazed,glˈeɪzd,/glɛɪzd/,gpt-4o
glazing,glˈeɪzɪŋ,/gl eɪ z ɪ ŋ/,gpt-4o
glimpse,glˈɪmps,/glɪmps/,gpt-4o
global,glˈoʊbəl,/ˈɡloʊbəl/,gpt-4o
glory,glˈɔːɹi,/glɔɹi/,gpt-4o
gotta,gˈɑːtə,/ˈɡɑɾə/,gpt-4o
gov,gˈʌv,/gʌv/,gpt-4o
governments,gˈʌvɚmənts,/ˈɡʌvɚnmənts/,gpt-4o
grace,gɹˈeɪs,/greɪs/,gpt-4o
greatest,gɹˈeɪtəst,/ˈɡɹeɪtəst/,gpt-4o
greatly,gɹˈeɪtli,/ˈɡɹeɪtli/,gpt-4o
group,gɹˈuːp,/ɡɹup/,gpt-4o
grouped,gɹˈuːpt,/ɡɹupt/,gpt-4o
grouping,gɹˈuːpɪŋ,/ˈɡɹupɪŋ/,gpt-4o
groups,gɹˈuːps,/grups/,gpt-4o
guide,gˈaɪd,/ɡaɪd/,gpt-4o
guided,gˈaɪdəd,/ˈɡaɪdɪd/,gpt-4o
guides,gˈaɪdz,/ɡaɪdz/,gpt-4o
guiding,gˈaɪdɪŋ,/ˈɡaɪdɪŋ/,gpt-4o
guilt,gˈɪlt,/gɪlt/,gpt-4o
gym,dʒˈɪm,/dʒɪm/,gpt-4o
gyms,dʒˈɪmz,/dʒɪmz/,gpt-4o
halfway,hˈæfwˈeɪ,/hæfˈweɪ/,gpt-4o
ham,hˈæm,/hæm/,gpt-4o
hand,hˈænd,/hænd/,gpt-4o
handed,hˈændəd,/ˈhændɪd/,gpt-4o
handing,hˈændɪŋ,/ˈhændɪŋ/,gpt-4o
handler,hˈændlɚ,/ˈhændlɚ/,gpt-4o
hands,hˈændz,/hændz/,gpt-4o
hannah,hˈænə,/ˈhænə/,gpt-4o
hanover,hˈænoʊvɚ,/ˈhænoʊvɚ/,gpt-4o
happen,hˈæpən,/hæpən/,gpt-4o
happened,hˈæpənd,/hæpənd/,gpt-4o
happens,hˈæpənz,/hæpənz/,gpt-4o
hard,hˈɑːɹd,/hɑɹd/,gpt-4o
hardly,hˈɑːɹdli,/ˈhɑɹdli/,gpt-4o
harmful,hˈɑːɹmfəl,/hɑɹmfəl/,gpt-4o
hatch,hˈætʃ,The General American English phonemic transcription for 'hatch' is /hætʃ/.,gpt-4o
havana,həvˈænə,/həˈvænə/,gpt-4o
head,hˈɛd,/hɛd/,gpt-4o
headed,hˈɛdəd,/ˈhɛdɪd/,gpt-4o
heading,hˈɛdɪŋ,/ˈhɛdɪŋ/,gpt-4o
heads,hˈɛdz,/hɛdz/,gpt-4o
heartbeat,hˈɑːɹtbˌit,/hɑɹtbit/,gpt-4o
helm,hˈɛlm,/hɛlm/,gpt-4o
helper,hˈɛlpɚ,/ˈhɛlpɚ/,gpt-4o
helpful,hˈɛlpfəl,/ˈhɛlpfəl/,gpt-4o
hemp,hˈɛmp,The General American English phonemic transcription for 'hemp' is /hɛmp/.,gpt-4o
henry,hˈɛnɹi,/ˈhɛnɹi/,gpt-4o
heroic,hɪɹˈoʊɪk,/hɪˈɹoʊɪk/,gpt-4o
hesitation,hˌɛzətˈeɪʃən,/ˌhɛzɪˈteɪʃən/,gpt-4o
het,hˈɛt,/hɛt/,gpt-4o
highly,hˈaɪli,/ˈhaɪli/,gpt-4o
hill,hˈɪl,/hɪl/,gpt-4o
hills,hˈɪlz,The General American English phonemic transcription for 'hills' is /hɪlz/.,gpt-4o
hilton,hˈɪltən,/ˈhɪltən/,gpt-4o
hint,hˈɪnt,/hɪnt/,gpt-4o
hints,hˈɪnts,The General American English phonemic transcription for 'hints' is /hɪnts/.,gpt-4o
historians,hɪstˈɔːɹiənz,/hɪˈstɔɹiənz/,gpt-4o
hiv,hˈɪv,The General American English phonemic transcription for 'hiv' is /hɪv/.,gpt-4o
hoa,hˈoʊə,"The word 'hoa' does not have a standard pronunciation in General American English as it is not a recognized English word. If you meant an acronym or abbreviation, it would typically be pronounced as individual letters, /eɪtʃ oʊ eɪ/. If you meant a different word or name, please provide more context.",gpt-4o
holly,hˈɑːli,/ˈhɑli/,gpt-4o
homes,hˈoʊmz,/homz/,gpt-4o
hood,hˈʊd,/hʊd/,gpt-4o
hooded,hˈʊdɪd,/ˈhʊdɪd/,gpt-4o
hoods,hˈʊdz,/hʊdz/,gpt-4o
hooker,hˈʊkɚ,/hʊkɚ/,gpt-4o
hopeful,hˈoʊpfəl,/ˈhoʊpfəl/,gpt-4o
hormone,hˈɔːɹmˌoʊn,/hɔɹmoʊn/,gpt-4o
hose,hˈoʊz,/həʊz/,gpt-4o
hoses,hˈoʊzɪz,/ˈhoʊzɪz/,gpt-4o
hospitality,hˌɑspətˈæləti,/hɑːspɪˈtæləti/,gpt-4o
hourly,ˈaʊɹli,/ˈaʊɚli/,gpt-4o
housed,hˈaʊzd,/hɑʊzd/,gpt-4o
housing,hˈaʊzɪŋ,/ˈhaʊzɪŋ/,gpt-4o
hover,hˈʌvɚ,/ˈhʌvɚ/,gpt-4o
hunt,hˈʌnt,/hʌnt/,gpt-4o
hunting,hˈʌntɪŋ,/hʌntɪŋ/,gpt-4o
husband,hˈʌzbənd,/ˈhʌzbənd/,gpt-4o
husbands,hˈʌzbəndz,/hʌzbəndz/,gpt-4o
hutchinson,hˈʌtʃɪnsən,/hʌtʃɪnsən/,gpt-4o
iceberg,ˈaɪsbɚg,/ˈaɪsbɝɡ/,gpt-4o
idaho,ˈaɪdəhˌoʊ,/ˈaɪdəˌhoʊ/,gpt-4o
idle,ˈaɪdəl,/ˈaɪdəl/,gpt-4o
immunity,ɪmjˈuːnəti,/ɪˈmjunɪti/,gpt-4o
impeachment,ɪmpˈiːtʃmənt,/ɪmˈpitʃmənt/,gpt-4o
impeccable,ɪmpˈɛkəbəl,/ɪmˈpɛkəbl̩/,gpt-4o
import,ˈɪmpˌɔɹt,/ˈɪmpɔɹt/,gpt-4o
importance,ɪmpˈɔːɹtəns,/ɪmˈpɔɹtəns/,gpt-4o
imported,ɪmpˈɔːɹtɪd,/ɪmˈpɔɹtɪd/,gpt-4o
impressed,ɪmpɹˈɛst,/ɪmˈpɹɛst/,gpt-4o
incidents,ˈɪnsədənts,/ˈɪnsɪdənts/,gpt-4o
include,ɪnklˈuːd,/ɪnˈklud/,gpt-4o
included,ɪnklˈuːdəd,/ɪnˈkluːdɪd/,gpt-4o
includes,ɪnklˈuːdz,/ɪnˈkludz/,gpt-4o
inclusive,ɪnklˈuːsɪv,/ɪnˈklusɪv/,gpt-4o
indies,ˈɪndiz,/ˈɪndiːz/,gpt-4o
induction,ɪndˈʌkʃən,/ɪnˈdʌkʃən/,gpt-4o
infection,ɪnfˈɛkʃən,/ɪnˈfɛkʃən/,gpt-4o
inflammation,ˌɪnfləmˈeɪʃən,/ˌɪnfləˈmeɪʃən/,gpt-4o
inhabitants,ɪnhˈæbətənts,/ɪnˈhæbɪtənts/,gpt-4o
inquire,ɪnkwˈaɪɹ,/ɪnˈkwaɪɹ/,gpt-4o
ins,ˈɪnz,/ɪnz/,gpt-4o
instructed,ɪnstɹˈʌktəd,/ɪnˈstɹʌktɪd/,gpt-4o
intelligent,ɪntˈɛlədʒənt,/ɪnˈtɛlədʒənt/,gpt-4o
intention,ɪntˈɛntʃən,/ɪnˈtɛnʃən/,gpt-4o
interior,ɪntˈɪɹiɚ,/ɪnˈtɪɹiɚ/,gpt-4o
invest,ɪnvˈɛst,/ɪnˈvɛst/,gpt-4o
invested,ɪnvˈɛstəd,/ɪnˈvɛstɪd/,gpt-4o
invite,ˈɪnvaɪt,/ɪnˈvaɪt/,gpt-4o
invited,ɪnvˈaɪtəd,/ɪnˈvaɪtɪd/,gpt-4o
inviting,ɪnvˈaɪtɪŋ,/ɪnˈvaɪtɪŋ/,gpt-4o
ireland,ˈaɪɚlənd,/ˈaɪɚlənd/,gpt-4o
irs,ˈɚz,The word 'irs' is an acronym and is typically pronounced as individual letters in General American English. Its phonemic transcription is /ˌaɪˌɑɹˈɛs/.,gpt-4o
irwin,ˈɚwən,/ˈɝwɪn/,gpt-4o
issue,ˈɪʃu,/ˈɪʃu/,gpt-4o
jade,dʒˈeɪd,/dʒeɪd/,gpt-4o
jay,dʒˈeɪ,/dʒeɪ/,gpt-4o
jefferson,dʒˈɛfɚsən,/ˈdʒɛfɚsən/,gpt-4o
jimmy,dʒˈɪmi,/ˈdʒɪmi/,gpt-4o
joel,dʒˈoʊəl,/ˈdʒoʊəl/,gpt-4o
joey,dʒˈoʊi,/ˈdʒoʊi/,gpt-4o
journey,dʒˈɚni,/ˈdʒɝni/,gpt-4o
joy,dʒˈɔɪ,The General American English phonemic transcription for 'joy' is /dʒɔɪ/.,gpt-4o
joys,dʒˈɔɪz,/dʒɔɪz/,gpt-4o
judy,dʒˈuːdi,/ˈdʒudi/,gpt-4o
jumbo,dʒˈʌmboʊ,/ˈdʒʌmboʊ/,gpt-4o
kelly,kˈɛli,/ˈkɛli/,gpt-4o
kenny,kˈɛni,/ˈkɛni/,gpt-4o
kerala,kˌɛɹˈɑːlə,The General American English phonemic transcription for 'kerala' is /ˈkɛɹələ/.,gpt-4o
kernel,kˈɚnəl,/ˈkɝnəl/,gpt-4o
kick,kˈɪk,/kɪk/,gpt-4o
kicked,kˈɪkt,/kɪkt/,gpt-4o
kicking,kˈɪkɪŋ,/kɪkɪŋ/,gpt-4o
kicks,kˈɪks,/kɪks/,gpt-4o
kim,kˈɪm,/kɪm/,gpt-4o
kin,kˈɪn,/kɪn/,gpt-4o
kirsten,kˈɚstən,/kɝstən/,gpt-4o
knives,nˈaɪvz,/naɪvz/,gpt-4o
kramer,kɹˈeɪmɚ,/kɹeɪmɚ/,gpt-4o
lab,lˈæb,/læb/,gpt-4o
lanes,lˈeɪnz,/leɪnz/,gpt-4o
later,lˈeɪtɚ,/ˈleɪɾɚ/,gpt-4o
lavish,lˈævɪʃ,/lævɪʃ/,gpt-4o
lawn,lˈɔːn,/lɔn/,gpt-4o
lax,lˈæks,/læks/,gpt-4o
learn,lˈɚn,/lɝn/,gpt-4o
learning,lˈɚnɪŋ,/ˈlɝnɪŋ/,gpt-4o
learnt,lˈɚnt,"In General American English, the word 'learnt' is typically pronounced as /lɝnt/.",gpt-4o
lecturer,lˈɛktʃɚɚ,/ˈlɛktʃɚɹɚ/,gpt-4o
legally,lˈiːgəli,/ˈliːɡəli/,gpt-4o
lemonade,lˈɛmənˈeɪd,/ˌlɛməˈneɪd/,gpt-4o
lens,lˈɛnz,/lɛnz/,gpt-4o
lenses,lˈɛnzəz,The General American English phonemic transcription for 'lenses' is /ˈlɛnzɪz/.,gpt-4o
lester,lˈɛstɚ,/ˈlɛstɚ/,gpt-4o
liar,lˈaɪɚ,/ˈlaɪɚ/,gpt-4o
liberal,lˈɪbɚəl,/ˈlɪbɚəl/,gpt-4o
liberty,lˈɪbɚti,/ˈlɪbɚti/,gpt-4o
liner,lˈaɪnɚ,/ˈlaɪnɚ/,gpt-4o
literal,lˈɪtɚəl,/ˈlɪtɚəl/,gpt-4o
lithium,lˈɪθiəm,/lɪθiəm/,gpt-4o
locate,lˈoʊkˌeɪt,/ˈloʊkeɪt/,gpt-4o
located,lˈoʊkˌeɪtəd,/ˈloʊkeɪtɪd/,gpt-4o
lodge,lˈɑːdʒ,/lɑdʒ/,gpt-4o
lodging,lˈɑːdʒɪŋ,/lɑdʒɪŋ/,gpt-4o
loneliness,lˈoʊnlinəs,/ˈloʊnlinəs/,gpt-4o
lonely,lˈoʊnli,/ˈloʊnli/,gpt-4o
lucky,lˈʌki,/lʌki/,gpt-4o
lynch,lˈɪntʃ,/lɪntʃ/,gpt-4o
lyric,lˈɪɹɪk,/ˈlɪɹɪk/,gpt-4o
macedonia,mˌæsədˈoʊniə,/mæsəˈdoʊniə/,gpt-4o
machinery,məʃˈiːnɚi,/məˈʃinɚi/,gpt-4o
magazines,mˈægəzˌinz,/mæɡəˈzinz/,gpt-4o
magnet,mˈægnət,/mæɡnət/,gpt-4o
management,mˈænədʒmənt,/ˈmænɪdʒmənt/,gpt-4o
mandate,mˌændˈeɪt,/ˈmænˌdeɪt/,gpt-4o
manicure,mˈænɪkjɚ,/ˈmænɪˌkjʊɹ/,gpt-4o
maple,mˈeɪpəl,/ˈmeɪpəl/,gpt-4o
mara,mˈɑːɹə,/mɛɹə/,gpt-4o
marathi,məɹˈɑːti,/məˈɹɑti/,gpt-4o
marital,mˈɛɹətəl,/ˈmæɹɪtəl/,gpt-4o
market,mˈɑːɹkət,/ˈmɑɹkɪt/,gpt-4o
markets,mˈɑːɹkəts,/ˈmɑɹkɪts/,gpt-4o
mascot,mˈæskət,/ˈmæskɑt/,gpt-4o
massey,mˈæsi,The General American English phonemic transcription for 'massey' is /ˈmæsi/.,gpt-4o
material,mətˈɪɹiəl,/məˈtɪɹiəl/,gpt-4o
materials,mətˈɪɹiəlz,/məˈtɪɹiəlz/,gpt-4o
maternity,mətˈɚnɪti,/məˈtɝnɪti/,gpt-4o
matthew,mˈæθju,/mæθju/,gpt-4o
maturity,mətʃˈʊɹəti,/məˈtʃʊɹɪti/,gpt-4o
maya,mˈaɪə,/mɑˈjɑ/,gpt-4o
meaningful,mˈiːnɪŋfəl,/ˈminɪŋfəl/,gpt-4o
mechanism,mˈɛkənˌɪzəm,/ˈmɛkəˌnɪzəm/,gpt-4o
memorable,mˈɛmɚəbəl,/mɛmɚəbəl/,gpt-4o
mesh,mˈɛʃ,/mɛʃ/,gpt-4o
messy,mˈɛsi,/ˈmɛsi/,gpt-4o
migrant,mˈaɪgɹənt,/ˈmaɪɡɹənt/,gpt-4o
mike,mˈaɪk,/maɪk/,gpt-4o
mile,mˈaɪl,/maɪl/,gpt-4o
millions,mˈɪljənz,/mɪljənz/,gpt-4o
mine,mˈaɪn,/maɪn/,gpt-4o
mines,mˈaɪnz,/maɪnz/,gpt-4o
mining,mˈaɪnɪŋ,/ˈmaɪnɪŋ/,gpt-4o
ministry,mˈɪnəstɹi,/ˈmɪnəstɹi/,gpt-4o
minus,mˈaɪnəs,/ˈmaɪnəs/,gpt-4o
misconduct,mˌɪskɑndˈʌkt,/mɪsˈkɑndʌkt/,gpt-4o
miss,mˈɪs,/mɪs/,gpt-4o
missed,mˈɪst,/mɪst/,gpt-4o
misses,mˈɪsəz,The General American English phonemic transcription for 'misses' is /ˈmɪsɪz/.,gpt-4o
missing,mˈɪsɪŋ,/mɪsɪŋ/,gpt-4o
moderator,mˈɑːdɚˌeɪtɚ,/ˈmɑdəˌɹeɪtɚ/,gpt-4o
modules,mˈɑːdʒulz,/ˈmɑdʒulz/,gpt-4o
moist,mˈɔɪst,/moɪst/,gpt-4o
mongolian,mɑŋgˈoʊliən,/mɑnˈɡoʊliən/,gpt-4o
monterey,mˌɑntɚˈeɪ,/mɑntəˈɹeɪ/,gpt-4o
mood,mˈuːd,/muːd/,gpt-4o
moonlight,mˈuːnlˌaɪt,/mo͞onˌlaɪt/,gpt-4o
mostly,mˈoʊstli,/ˈmoʊstli/,gpt-4o
motivate,mˈoʊtəvˌeɪt,/ˈmoʊtəˌveɪt/,gpt-4o
mountains,mˈaʊntənz,/mæʊntənz/,gpt-4o
municipal,mjunˈɪsəpəl,/mjuˈnɪsəpəl/,gpt-4o
music,mjˈuːzɪk,/mjuːzɪk/,gpt-4o
mythology,məθˈɑːlədʒi,/mɪˈθɑlədʒi/,gpt-4o
myths,mˈɪθs,The General American English phonemic transcription for 'myths' is /mɪθs/.,gpt-4o
national,nˈæʃənəl,/næʃənəl/,gpt-4o
naval,nˈeɪvəl,/navəl/,gpt-4o
neatly,nˈiːtli,/ˈnitli/,gpt-4o
negotiable,nəgˈoʊʃəbəl,/nɪˈɡoʊʃiəbəl/,gpt-4o
nelson,nˈɛlsən,/ˈnɛlsən/,gpt-4o
nerve,nˈɚv,/nɝv/,gpt-4o
nerves,nˈɚvz,/nɝvz/,gpt-4o
nevis,nˈɛvɪs,The General American English phonemic transcription for 'nevis' is /ˈnɛvɪs/.,gpt-4o
newton,nˈuːtən,/ˈnuːtən/,gpt-4o
nile,nˈaɪl,/nail/,gpt-4o
ninth,nˈaɪnθ,/nainθ/,gpt-4o
nominee,nˌɑmənˈiː,/nɑməˈni/,gpt-4o
notice,nˈoʊtəs,/ˈnoʊtɪs/,gpt-4o
noticed,nˈoʊtəst,/ˈnoʊtɪst/,gpt-4o
noticing,nˈoʊtɪsɪŋ,The General American English phonemic transcription for 'noticing' is /ˈnoʊtəsɪŋ/.,gpt-4o
nous,nˈuːs,/nus/,gpt-4o
nudity,nˈuːdɪti,/ˈnuːdəti/,gpt-4o
numerical,numˈɛɹəkəl,/njuˈmɛɹɪkəl/,gpt-4o
oath,ˈoʊθ,/oʊθ/,gpt-4o
obama,ˌoʊbˈɑːmə,/oʊˈbɑmə/,gpt-4o
obscene,ɑbsˈiːn,/əbˈsin/,gpt-4o
obviously,ˈɑːbviəsli,/ˈɑbvɪəsli/,gpt-4o
officially,əfˈɪʃəli,/əˈfɪʃəli/,gpt-4o
oh,ˈoʊ,/oʊ/,gpt-4o
older,ˈoʊldɚ,/ˈoʊldɚ/,gpt-4o
omg,ˈɑːm,"The word 'omg' is typically an abbreviation for ""oh my god"" and is not pronounced as a single word in General American English. However, if you are referring to the phrase ""oh my god,"" its phonemic transcription would be /oʊ maɪ ɡɑd/.",gpt-4o
opacity,oʊpˈæsəti,/oʊˈpæsəti/,gpt-4o
opinion,əpˈɪnjən,/əˈpɪnjən/,gpt-4o
opinions,əpˈɪnjənz,/əˈpɪnjənz/,gpt-4o
opt,ˈɑːpt,/ɑpt/,gpt-4o
optical,ˈɑːptɪkəl,/ˈɑptɪkəl/,gpt-4o
organic,ɔɹgˈænɪk,/ɔɹˈɡænɪk/,gpt-4o
organize,ˈɔːɹgənˌaɪz,/ˈɔɹɡəˌnaɪz/,gpt-4o
organized,ˈɔːɹgənˌaɪzd,/ˈɔɹɡənaɪzd/,gpt-4o
osborne,ˈɔːzbˌɔɹn,/osbɔɹn/,gpt-4o
oslo,ˈɑːzloʊ,/osloʊ/,gpt-4o
ounces,ˈaʊnsəz,/ˈaʊnsɪz/,gpt-4o
outer,ˈaʊtɚ,/ˈaʊtɚ/,gpt-4o
outlook,ˈaʊtlˌʊk,/ˈaʊtlʊk/,gpt-4o
oval,ˈoʊvəl,/ˈoʊvəl/,gpt-4o
over,ˈoʊvɚ,/ˈoʊvɚ/,gpt-4o
override,ˈoʊvɚɹˌaɪd,/ˌoʊvɚˈɹaɪd/,gpt-4o
owners,ˈoʊnɚz,/ˈoʊnɚz/,gpt-4o
package,pˈækədʒ,/ˈpækɪdʒ/,gpt-4o
papa,pˈɑːpə,/pəˈpɑ/,gpt-4o
parsley,pˈɑːɹsli,/ˈpɑɹsli/,gpt-4o
partly,pˈɑːɹtli,/ˈpɑɹtli/,gpt-4o
passive,pˈæsɪv,/pæsɪv/,gpt-4o
past,pˈæst,/pæst/,gpt-4o
patio,pˈætiˌoʊ,/ˈpætiˌoʊ/,gpt-4o
patrol,pətɹˈoʊl,/pəˈtɹoʊl/,gpt-4o
pavilion,pəvˈɪljən,/pəˈvɪljən/,gpt-4o
payments,pˈeɪmənts,/ˈpeɪmənts/,gpt-4o
pedestal,pˈɛdəstəl,/pɛdəstəl/,gpt-4o
pedestrian,pədˈɛstɹiən,/pəˈdɛstɹiən/,gpt-4o
permit,pˈɚmˌɪt,/pɚˈmɪt/,gpt-4o
permitted,pɚmˈɪtəd,/pɚˈmɪtɪd/,gpt-4o
persistent,pɚsˈɪstənt,/pɚˈsɪstənt/,gpt-4o
persona,pɚsˈoʊnə,/pɚˈsoʊnə/,gpt-4o
personality,pˌɚsənˈælɪti,/pɝsəˈnælɪti/,gpt-4o
perspective,pɚspˈɛktɪv,/pɚˈspɛktɪv/,gpt-4o
peru,pɚˈuː,/pəˈɹu/,gpt-4o
pharmacy,fˈɑːɹməsi,/ˈfɑɹməsi/,gpt-4o
physician,fəzˈɪʃən,/fɪˈzɪʃən/,gpt-4o
physiological,fˌɪziəlˈɑːdʒɪkəl,/ˌfɪziəˈlɑdʒɪkəl/,gpt-4o
pick,pˈɪk,/pɪk/,gpt-4o
picked,pˈɪkt,/pɪkt/,gpt-4o
picking,pˈɪkɪŋ,/pɪkɪŋ/,gpt-4o
picks,pˈɪks,/pɪks/,gpt-4o
pictures,pˈɪktʃɚz,/pɪk.tʃɚz/,gpt-4o
pier,pˈɪɹ,/pɪɹ/,gpt-4o
pig,pˈɪg,/pɪɡ/,gpt-4o
pigeon,pˈɪdʒən,/pɪdʒən/,gpt-4o
pigs,pˈɪgz,/pɪɡz/,gpt-4o
pike,pˈaɪk,/paɪk/,gpt-4o
piston,pˈɪstən,/pɪstən/,gpt-4o
pitch,pˈɪtʃ,/pɪtʃ/,gpt-4o
pitched,pˈɪtʃt,/pɪtʃt/,gpt-4o
pitching,pˈɪtʃɪŋ,/pɪtʃɪŋ/,gpt-4o
playful,plˈeɪfəl,/ˈpleɪfəl/,gpt-4o
pocket,pˈɑːkət,/ˈpɑkɪt/,gpt-4o
pockets,pˈɑːkəts,/ˈpɑkɪts/,gpt-4o
point,pˈɔɪnt,/pɔɪnt/,gpt-4o
pointe,pˈɔɪnt,/pɔɪnt/,gpt-4o
pointed,pˈɔɪntəd,/ˈpɔɪntɪd/,gpt-4o
pointing,pˈɔɪntɪŋ,/ˈpɔɪntɪŋ/,gpt-4o
points,pˈɔɪnts,/pɔɪnts/,gpt-4o
politician,pˌɑlətˈɪʃən,/pɑləˈtɪʃən/,gpt-4o
pop,pˈɑːp,/pɑp/,gpt-4o
popping,pˈɑːpɪŋ,/pɑpɪŋ/,gpt-4o
pops,pˈɑːps,/pɑps/,gpt-4o
popularity,pˌɑpjəlˈɛɹəti,/pɑpjəˈlɛɹəti/,gpt-4o
portal,pˈɔːɹtəl,/ˈpɔɹtəl/,gpt-4o
portugal,pˈɔːɹtʃəgəl,/ˈpɔɹtʃəɡəl/,gpt-4o
possess,pəzˈɛs,/pəˈzɛs/,gpt-4o
possessed,pəzˈɛst,/pəˈzɛst/,gpt-4o
possesses,pəzˈɛsəz,/pəˈzɛsɪz/,gpt-4o
postage,pˈoʊstədʒ,/ˈpoʊstɪdʒ/,gpt-4o
powell,pˈaʊəl,/pɑʊəl/,gpt-4o
pray,pɹˈeɪ,/prɛɪ/,gpt-4o
predict,pɹɪdˈɪkt,/pɹɪˈdɪkt/,gpt-4o
predicted,pɹɪdˈɪktɪd,/pɹɪˈdɪktɪd/,gpt-4o
prediction,pɹidˈɪkʃən,/pɹɪˈdɪkʃən/,gpt-4o
preference,pɹˈɛfɚəns,/ˈpɹɛfɹəns/,gpt-4o
premium,pɹˈiːmiəm,/ˈpɹiːmiəm/,gpt-4o
preparation,pɹˌɛpɚˈeɪʃən,/ˌpɹɛpəˈɹeɪʃən/,gpt-4o
prima,pɹˈiːmə,/prima/,gpt-4o
princeton,pɹˈɪnstən,/ˈpɹɪnstən/,gpt-4o
proficiency,pɹəfˈɪʃənsi,/prəˈfɪʃənsi/,gpt-4o
proliferation,pɹˌoʊlɪfɚˈeɪʃən,/prəˌlɪfəˈɹeɪʃən/,gpt-4o
promote,pɹəmˈoʊt,/prəˈmoʊt/,gpt-4o
promoting,pɹəmˈoʊtɪŋ,/prəˈmoʊtɪŋ/,gpt-4o
promotional,pɹəmˈoʊʃənəl,/prəˈmoʊʃənl̩/,gpt-4o
pronounced,pɹənˈaʊnst,/prəˈnaʊnst/,gpt-4o
prototype,pɹˈoʊtətˌaɪp,/ˈpɹoʊtəˌtaɪp/,gpt-4o
prototyping,pɹˈoʊtətɪpɪŋ,/proʊtəˌtaɪpɪŋ/,gpt-4o
pseudo,sˈuːdoʊ,The General American English phonemic transcription for 'pseudo' is /ˈsuːdoʊ/.,gpt-4o
public,pˈʌblɪk,/pʌblɪk/,gpt-4o
publicly,pˈʌblɪkli,/ˈpʌblɪkli/,gpt-4o
publish,pˈʌblɪʃ,/pʌblɪʃ/,gpt-4o
published,pˈʌblɪʃt,/pʌblɪʃt/,gpt-4o
publishing,pˈʌblɪʃɪŋ,/pʌblɪʃɪŋ/,gpt-4o
pun,pˈʌn,/pʌn/,gpt-4o
pupil,pjˈuːpəl,/pjuːpəl/,gpt-4o
puppies,pˈʌpiz,/ˈpʌpiz/,gpt-4o
puppy,pˈʌpi,/ˈpʌpi/,gpt-4o
purification,pjˌʊɹəfəkˈeɪʃən,/pjʊɹəfəˈkeɪʃən/,gpt-4o
purse,pˈɚs,/pɝs/,gpt-4o
pursuit,pɚsˈuːt,/pɚˈsuːt/,gpt-4o
python,pˈaɪθɑn,/ˈpaɪθɑn/,gpt-4o
quad,kwˈɑːd,/kwɑd/,gpt-4o
quarter,kwˈɔːɹtɚ,/ˈkwɔɹtɚ/,gpt-4o
racism,ɹˈeɪsˌɪzəm,/ˈɹeɪˌsɪzəm/,gpt-4o
raid,ɹˈeɪd,/ɹeɪd/,gpt-4o
rail,ɹˈeɪl,/ɹeɪl/,gpt-4o
rare,ɹˈɛɹ,/ɹɛɹ/,gpt-4o
raymond,ɹˈeɪmənd,/ˈɹeɪmənd/,gpt-4o
reach,ɹˈiːtʃ,/ɹiːtʃ/,gpt-4o
reached,ɹˈiːtʃt,/ɹiːtʃt/,gpt-4o
reaches,ɹˈiːtʃəz,/ˈɹiːtʃɪz/,gpt-4o
reaching,ɹˈiːtʃɪŋ,/ˈɹiːtʃɪŋ/,gpt-4o
realm,ɹˈɛlm,/ɹɛlm/,gpt-4o
rebirth,ɹibˈɚθ,/ɹiˈbɝθ/,gpt-4o
receive,ɹəsˈiːv,/rɪˈsiv/,gpt-4o
received,ɹəsˈiːvd,/rɪˈsivd/,gpt-4o
receiver,ɹəsˈiːvɚ,/rɪˈsivɚ/,gpt-4o
receives,ɹəsˈiːvz,/rɪˈsivz/,gpt-4o
receiving,ɹəsˈiːvɪŋ,/rɪˈsivɪŋ/,gpt-4o
red,ɹˈɛd,/red/,gpt-4o
redundant,ɹɪdˈʌndənt,/rɪˈdʌndənt/,gpt-4o
reforms,ɹəfˈɔːɹmz,/rɪˈfɔɹmz/,gpt-4o
refrain,ɹɪfɹˈeɪn,/rɪˈfɹeɪn/,gpt-4o
refresh,ɹˈɪfɹɛʃ,/rɪˈfɹɛʃ/,gpt-4o
refreshing,ɹɪfɹˈɛʃɪŋ,/rɪˈfɹɛʃɪŋ/,gpt-4o
relax,ɹɪlˈæks,/rɪˈlæks/,gpt-4o
relaxed,ɹɪlˈækst,/rɪˈlækst/,gpt-4o
relevant,ɹˈɛləvənt,/ˈɹɛləvənt/,gpt-4o
relieve,ɹɪlˈiːv,/rɪˈliːv/,gpt-4o
relieved,ɹɪlˈiːvd,/rɪˈliːvd/,gpt-4o
religion,ɹɪlˈɪdʒən,/rɪˈlɪdʒən/,gpt-4o
relish,ɹˈɛlɪʃ,/ˈɹɛlɪʃ/,gpt-4o
require,ɹˌikwˈaɪɚ,/rɪˈkwaɪɹ/,gpt-4o
required,ɹikwˈaɪɚd,/rɪˈkwaɪɚd/,gpt-4o
requires,ɹikwˈaɪɚz,/rɪˈkwaɪɹz/,gpt-4o
requiring,ɹikwˈaɪɚɪŋ,/rɪˈkwaɪɹɪŋ/,gpt-4o
rescue,ɹˈɛskju,/ˈɹɛskju/,gpt-4o
rescued,ɹˈɛskjud,The General American English phonemic transcription for 'rescued' is /ˈɹɛskjud/.,gpt-4o
