grapheme,ground_truth_phoneme,predicted_phoneme,model
denude,dɪnˈuːd,The General American English pronunciation of 'denude' is /dɪˈnjud/.,gpt-3.5-turbo
deplete,dɪplˈiːt,The General American English pronunciation of 'deplete' is /dɪˈplit/.,gpt-3.5-turbo
deport,dɪpˈɔːɹt,The General American English pronunciation of 'deport' is /dɪˈpɔɹt/.,gpt-3.5-turbo
deportment,dəpˈɔːɹtmənt,The General American English pronunciation of 'deportment' is /dɪˈpɔɹtmənt/.,gpt-3.5-turbo
derivation,dˌɛɹəvˈeɪʃən,The General American English pronunciation of 'derivation' is /ˌdɛɹəˈveɪʃən/.,gpt-3.5-turbo
desdemona,dˌɛsdəmˈoʊnə,The General American English pronunciation of 'Desdemona' is /dɛz.dəˈmoʊ.nə/.,gpt-3.5-turbo
destitute,dˈɛstətˌut,The General American English pronunciation of 'destitute' is /ˈdɛstəˌtjut/.,gpt-3.5-turbo
detent,dɪtˈɛnt,The General American English pronunciation of 'detent' is /dɪˈtɛnt/.,gpt-3.5-turbo
detriment,dˈɛtɹəmənt,The General American English pronunciation of 'detriment' is /ˈdɛtɹəmənt/.,gpt-3.5-turbo
devastation,dˌɛvəstˈeɪʃən,The General American English pronunciation of 'devastation' is /ˌdɛvəˈsteɪʃən/.,gpt-3.5-turbo
devilment,dɪvˈaɪlmənt,The General American English pronunciation of 'devilment' is /ˈdɛvəlmənt/.,gpt-3.5-turbo
diaphragm,dˈaɪəfɹˌæm,The General American English pronunciation of 'diaphragm' is /ˈdaɪəˌfɹæm/.,gpt-3.5-turbo
dicey,dˈaɪsi,The General American English pronunciation of 'dicey' is /ˈdaɪsi/.,gpt-3.5-turbo
dickensian,dɪkˈɛnziən,The General American English pronunciation of 'dickensian' is /dɪˈkɛnziən/.,gpt-3.5-turbo
diffident,dˈɪfədənt,The General American English pronunciation of 'diffident' is /ˈdɪfɪdənt/.,gpt-3.5-turbo
digs,dˈɪgz,The General American English pronunciation of 'digs' is /dɪɡz/.,gpt-3.5-turbo
dili,dˈɪli,The General American English pronunciation of 'dili' is /ˈdɪli/.,gpt-3.5-turbo
dimorphic,daɪmˈɔːɹfɪk,The General American English pronunciation of 'dimorphic' is /daɪˈmɔɹfɪk/.,gpt-3.5-turbo
dinghy,dˈɪŋi,The General American English pronunciation of 'dinghy' is /ˈdɪŋi/.,gpt-3.5-turbo
diomede,dˌaɪoʊmˈeɪd,The General American English pronunciation of 'Diomede' is /daɪˈɑmɪdi/.,gpt-3.5-turbo
discus,dˈɪskəs,The General American English pronunciation of 'discus' is /ˈdɪskəs/.,gpt-3.5-turbo
disgruntled,dɪsgɹˈʌntəld,The General American English pronunciation of 'disgruntled' is /dɪsˈɡɹʌntəld/.,gpt-3.5-turbo
dishevelled,dɪʃˈɛvəld,The General American English pronunciation of 'dishevelled' is /dɪˈʃɛvəld/.,gpt-3.5-turbo
dishonesty,dɪsˈɑːnəsti,The General American English pronunciation of 'dishonesty' is /dɪsˈɑnɪsti/.,gpt-3.5-turbo
dishonor,dɪsˈɑːnɚ,The General American English pronunciation of 'dishonor' is /dɪsˈɑnɚ/.,gpt-3.5-turbo
disinfection,dɪsɪnfˈɛkʃən,The General American English pronunciation of 'disinfection' is /dɪsɪnˈfɛkʃən/.,gpt-3.5-turbo
disinherit,dɪsˈɪnɪɹθɪɹ,The General American English pronunciation of 'disinherit' is /ˌdɪsɪnˈhɛɹɪt/.,gpt-3.5-turbo
dismember,dɪsmˈɛmbɚ,The General American English pronunciation of 'dismember' is /dɪsˈmɛmbɚ/.,gpt-3.5-turbo
dispair,dɪspˈɛɹ,The General American English pronunciation of 'dispair' is /dɪˈspɛɹ/.,gpt-3.5-turbo
dispensable,dɪspˈɛnsəbəl,The General American English pronunciation of 'dispensable' is /dɪˈspɛnsəbəl/.,gpt-3.5-turbo
disposed,dɪspˈoʊzd,The General American English pronunciation of 'disposed' is /dɪˈspoʊzd/.,gpt-3.5-turbo
dissimulate,dˈɪsəmjəlˌeɪt,The General American English pronunciation of 'dissimulate' is /dɪˈsɪmjəˌleɪt/.,gpt-3.5-turbo
distention,dɪstˈɛnʃən,The General American English pronunciation of 'distention' is /dɪˈstɛnʃən/.,gpt-3.5-turbo
distract,dɪstɹˈækt,The General American English pronunciation of 'distract' is /dɪˈstɹækt/.,gpt-3.5-turbo
ditto,dˈɪtoʊ,The General American English pronunciation of 'ditto' is /ˈdɪtoʊ/.,gpt-3.5-turbo
diverge,dɪvˈɚdʒ,The General American English pronunciation of 'diverge' is /daɪˈvɝdʒ/.,gpt-3.5-turbo
dodgy,dˈɑːdʒi,The General American English pronunciation of 'dodgy' is /ˈdɑdʒi/.,gpt-3.5-turbo
dojo,dˈoʊjoʊ,The General American English pronunciation of 'dojo' is /ˈdoʊˌdʒoʊ/.,gpt-3.5-turbo
dollarization,dˌɑlɚətˈeɪʃən,The General American English pronunciation of 'dollarization' is /ˌdɑləɹəˈzeɪʃən/.,gpt-3.5-turbo
domhnall,dˈɑːmənhəl,The General American English pronunciation of 'domhnall' would be /dɑmˈnɑl/.,gpt-3.5-turbo
dominical,dəmˈɪnəkəl,The General American English pronunciation of 'dominical' is /dəˈmɪnɪkəl/.,gpt-3.5-turbo
dongle,dˈɔːŋgəl,The General American English pronunciation of 'dongle' is /ˈdɔŋɡəl/.,gpt-3.5-turbo
donnybrook,dˈɑːnibɹˌʊk,The General American English pronunciation of 'donnybrook' is /ˈdɑniˌbrʊk/.,gpt-3.5-turbo
doob,dˈuːb,The General American English pronunciation of 'doob' is /dub/.,gpt-3.5-turbo
doorbell,dˈɔːɹbˌɛl,The General American English pronunciation of 'doorbell' is /ˈdɔɹbɛl/.,gpt-3.5-turbo
dopamine,dˈɑːpəmˌaɪn,The General American English pronunciation of 'dopamine' is /ˈdoʊpəˌmin/.,gpt-3.5-turbo
dormant,dˈɔːɹmənt,The General American English pronunciation of 'dormant' is /ˈdɔɹmənt/.,gpt-3.5-turbo
dormitory,dˈɔːɹmətˌɔɹi,The General American English pronunciation of 'dormitory' is /ˈdɔɹməˌtɔɹi/.,gpt-3.5-turbo
doted,dˈoʊtɪd,The General American English pronunciation of 'doted' is /ˈdoʊtɪd/.,gpt-3.5-turbo
doubted,dˈaʊtɪd,The General American English pronunciation of 'doubted' is /ˈdaʊtɪd/.,gpt-3.5-turbo
doubting,dˈaʊtɪŋ,The General American English pronunciation of 'doubting' is /ˈdaʊtɪŋ/.,gpt-3.5-turbo
douchebaggery,duʃˈeɪgbˌɑɹi,The General American English pronunciation of 'douchebaggery' is /ˈduʃˌbæɡəri/.,gpt-3.5-turbo
dowser,dˈaʊsɚ,The General American English pronunciation of 'dowser' is /ˈdaʊzɚ/.,gpt-3.5-turbo
doxology,dɑksˈɑːlədʒi,The General American English pronunciation of 'doxology' is /dɑˈkɑlədʒi/.,gpt-3.5-turbo
draco,dɹˈeɪkoʊ,The General American English pronunciation of 'draco' is /ˈdɹeɪkoʊ/.,gpt-3.5-turbo
drafty,dɹˈæfti,The General American English pronunciation of 'drafty' is /ˈdɹæfti/.,gpt-3.5-turbo
drape,dɹˈeɪp,The General American English pronunciation of 'drape' is /dɹeɪp/.,gpt-3.5-turbo
draped,dɹˈeɪpt,The General American English pronunciation of 'draped' is /dɹeɪpt/.,gpt-3.5-turbo
drapes,dɹˈeɪps,The General American English pronunciation of 'drapes' is /dɹeɪps/.,gpt-3.5-turbo
draping,dɹˈeɪpɪŋ,The General American English pronunciation of 'draping' is /ˈdɹeɪpɪŋ/.,gpt-3.5-turbo
drat,dɹˈæt,The General American English pronunciation of 'drat' is /dɹæt/.,gpt-3.5-turbo
drava,dɹˈɑːvə,The General American English pronunciation of 'drava' is /ˈdɹeɪvə/.,gpt-3.5-turbo
dreadlocks,dɹˈɛdlˌɑks,The General American English pronunciation of 'dreadlocks' is /ˈdɹɛdˌlɑks/.,gpt-3.5-turbo
dreamgirl,dɹˈɛmdʒˈɪlɚ,The General American English pronunciation of 'dreamgirl' is /ˈdɹimˌɡɝl/.,gpt-3.5-turbo
dreary,dɹˈɪɹi,The General American English pronunciation of 'dreary' is /ˈdrɪri/.,gpt-3.5-turbo
drollery,dɹˈɑːlɚi,The General American English pronunciation of 'drollery' is /ˈdɹɑləri/.,gpt-3.5-turbo
droop,dɹˈuːp,The General American English pronunciation of 'droop' is /dɹup/.,gpt-3.5-turbo
drooped,dɹˈuːpt,The General American English pronunciation of 'drooped' is /dɹupt/.,gpt-3.5-turbo
drooping,dɹˈuːpɪŋ,The General American English pronunciation of 'drooping' is /ˈdɹupɪŋ/.,gpt-3.5-turbo
droops,dɹˈuːps,The General American English pronunciation of 'droops' is /dɹupz/.,gpt-3.5-turbo
drunks,dɹˈʌŋks,The General American English pronunciation of 'drunks' is /dɹʌŋks/.,gpt-3.5-turbo
dryden,dɹˈaɪdən,The General American English pronunciation of 'Dryden' is /ˈdɹaɪdən/.,gpt-3.5-turbo
dubplate,dˈʌplət,The General American English pronunciation of 'dubplate' is /ˈdʌbpleɪt/.,gpt-3.5-turbo
ducat,dˈuːkˌæt,The General American English pronunciation of 'ducat' is /ˈd(j)ukæt/.,gpt-3.5-turbo
duffel,dˈʌfəl,The General American English pronunciation of 'duffel' is /ˈdʌfəl/.,gpt-3.5-turbo
duiker,dwˈaɪkɚ,The General American English pronunciation of 'duiker' is /ˈdaɪkəɹ/.,gpt-3.5-turbo
dunfermline,dˈʌnfɚmˌɪln,The General American English pronunciation of 'dunfermline' is /dʌnˈfɜɹmˌlaɪn/.,gpt-3.5-turbo
dunham,dˈʌnəm,The General American English pronunciation of 'Dunham' is /ˈdʌnəm/.,gpt-3.5-turbo
dunks,dˈʌŋks,The General American English pronunciation of 'dunks' is /dʌŋks/.,gpt-3.5-turbo
dup,dˈʌp,The General American English pronunciation of 'dup' is /dʌp/.,gpt-3.5-turbo
duppy,dˈʌpi,The General American English pronunciation of 'duppy' is /ˈdʌpi/.,gpt-3.5-turbo
durbin,dˈɚbɪn,The General American English pronunciation of 'durbin' is /ˈdɜːrbɪn/.,gpt-3.5-turbo
dusky,dˈʌski,The General American English pronunciation of 'dusky' is /ˈdʌski/.,gpt-3.5-turbo
dusted,dˈʌstɪd,The General American English pronunciation of 'dusted' is /ˈdʌstɪd/.,gpt-3.5-turbo
dusting,dˈʌstɪŋ,The General American English pronunciation of 'dusting' is /ˈdʌstɪŋ/.,gpt-3.5-turbo
dusts,dˈʌsts,The General American English pronunciation of 'dusts' is /dʌsts/.,gpt-3.5-turbo
dyad,dˈaɪˌæd,The General American English pronunciation of 'dyad' is /ˈdaɪæd/.,gpt-3.5-turbo
dykes,dˈaɪks,The General American English pronunciation of 'dykes' is /daɪks/.,gpt-3.5-turbo
dysplastic,dɪsplˈæstɪk,The General American English pronunciation of 'dysplastic' is /dɪsˈplæstɪk/.,gpt-3.5-turbo
earache,ɪɹˈætʃi,The General American English pronunciation of 'earache' is /ˈɪrˌeɪk/.,gpt-3.5-turbo
earworm,ˈɪɹwˌɚm,The General American English pronunciation of 'earworm' is /ˈɪɹwɜɹm/.,gpt-3.5-turbo
eavesdrop,ˈiːvzdɹˌɑp,The General American English pronunciation of 'eavesdrop' is /ˈivzˌdrɑp/.,gpt-3.5-turbo
ebb,ˈɛb,The General American English pronunciation of 'ebb' is /ɛb/.,gpt-3.5-turbo
ebbed,ˈɛbəd,The General American English pronunciation of 'ebbed' is /ɛbd/.,gpt-3.5-turbo
ebbing,ˈɛbɪŋ,The General American English pronunciation of 'ebbing' is /ˈɛbɪŋ/.,gpt-3.5-turbo
ebbs,ˈɛbz,The General American English pronunciation of 'ebbs' is /ɛbz/.,gpt-3.5-turbo
eccentricity,ˌɛksəntɹˈɪsəti,The General American English pronunciation of 'eccentricity' is /ˌɛkˌsɛnˈtɹɪsɪti/.,gpt-3.5-turbo
echocardiographer,ˌɛkoʊsˈɑːkɚdˌɑɹɪŋ,The General American English pronunciation of 'echocardiographer' is /ˌɛkoʊˌkɑɹdiˈɑɡɹəfɚ/.,gpt-3.5-turbo
effete,ɛfˈiːt,The General American English pronunciation of 'effete' is /ɪˈfit/.,gpt-3.5-turbo
effigy,ˈɛfɪdʒi,The General American English pronunciation of 'effigy' is /ˈɛfədʒi/.,gpt-3.5-turbo
egalitarian,ɪgˌælətˈɛɹiən,The General American English pronunciation of 'egalitarian' is /ˌiːɡəˈlɛˌtɛriən/.,gpt-3.5-turbo
egregiously,ɪgɹˈiːdʒəsli,The General American English pronunciation of 'egregiously' is /ɪˈɡɹiʤəsli/.,gpt-3.5-turbo
egregore,ˈɛgɹəgˌɔɹ,The General American English pronunciation of 'egregore' is /ˈɛɡɹəˌɡɔɹ/.,gpt-3.5-turbo
egyptology,ˌidʒəptˈɑːlədʒi,The General American English pronunciation of 'egyptology' is /ɪˌdʒɪpˈtɑlədʒi/.,gpt-3.5-turbo
eindhoven,ˈaɪndhˌoʊvən,The General American English pronunciation of 'Eindhoven' is /ˈaɪndhoʊvən/.,gpt-3.5-turbo
elagabalus,ɪlˈægəbələs,The General American English pronunciation of 'elagabalus' is /ˌɛləˈɡæbələs/.,gpt-3.5-turbo
elegy,ˈɛlədʒi,The General American English pronunciation of 'elegy' is /ˈɛlədʒi/.,gpt-3.5-turbo
elucidation,ɪlˌusədˈeɪʃən,The General American English pronunciation of 'elucidation' is /ɪˌluːsɪˈdeɪʃən/.,gpt-3.5-turbo
emaciated,ɪmˈeɪʃiˌeɪtɪd,The General American English pronunciation of 'emaciated' is /ɪˈmeɪʃiˌeɪtɪd/.,gpt-3.5-turbo
embarrassment,ɪmbˈɛɹəsmənt,The General American English pronunciation of 'embarrassment' is /ɪmˈbɛɹəsmənt/.,gpt-3.5-turbo
emetophobia,ˌɛmitəfˈɔːbˌɔɪ,The General American English pronunciation of 'emetophobia' is /ˌɛməˈtoʊfəbiə/.,gpt-3.5-turbo
emigrate,ˈɛməgɹˌeɪt,The General American English pronunciation of 'emigrate' is /ˈɛmɪˌɡɹeɪt/.,gpt-3.5-turbo
eminently,ˈɛmənəntli,The General American English pronunciation of 'eminently' is /ˈɛmɪnəntli/.,gpt-3.5-turbo
emollient,ɪmˈoʊliənt,The General American English pronunciation of 'emollient' is /ɪˈmɑljənt/.,gpt-3.5-turbo
empath,ˈɛmpˌæθ,The General American English pronunciation of 'empath' is /ˈɛmpæθ/.,gpt-3.5-turbo
emtricitabine,ˌɛmətɹəsəbˈɪnti,The General American English pronunciation of 'emtricitabine' is /ɛmˈtrɪsɪtəˌbaɪn/.,gpt-3.5-turbo
endemic,ɛndˈɛmɪk,The General American English pronunciation of 'endemic' is /ɛnˈdɛmɪk/.,gpt-3.5-turbo
engle,ˈɛŋgəl,The General American English pronunciation of 'engle' is /ˈɛŋɡəl/.,gpt-3.5-turbo
enlist,ɛnlˈɪst,The General American English pronunciation of 'enlist' is /ɪnˈlɪst/.,gpt-3.5-turbo
enmity,ˈɛnməti,The General American English pronunciation of 'enmity' is /ˈɛnməti/.,gpt-3.5-turbo
enormity,ɪnˈɔːɹməti,The General American English pronunciation of 'enormity' is /ɪˈnɔɹməti/.,gpt-3.5-turbo
entourage,ˌɑntʊɹˈɑːʒ,The General American English pronunciation of 'entourage' is /ˈɑn.təˌɹɑʒ/.,gpt-3.5-turbo
enunciate,ɪnˈʌnsiˌeɪt,The General American English pronunciation of 'enunciate' is /ɪˈnʌnsiˌeɪt/.,gpt-3.5-turbo
epicure,ˈɛpɪkjˌʊɹ,The General American English pronunciation of 'epicure' is /ˈɛpɪˌkjʊɹ/.,gpt-3.5-turbo
episodic,ˌɛpəsˈɑːdɪk,The General American English pronunciation of 'episodic' is /ˌɛpɪˈsɑdɪk/.,gpt-3.5-turbo
equivocate,ɪkwˈɪvəkˌeɪt,The General American English pronunciation of 'equivocate' is /ɪˈkwɪvəˌkeɪt/.,gpt-3.5-turbo
erectile,ɪɹˈɛktəl,The General American English pronunciation of 'erectile' is /ɪˈɹɛktəl/.,gpt-3.5-turbo
errant,ˈɛɹənt,The General American English pronunciation of 'errant' is /ˈɛɹənt/.,gpt-3.5-turbo
erratically,ɛɹˈætɪkli,The General American English pronunciation of 'erratically' is /ɪˈɹætɪkli/.,gpt-3.5-turbo
escapee,ɪskˌeɪpˈiː,The General American English pronunciation of 'escapee' is /ɪˌskeɪˈpi/.,gpt-3.5-turbo
esprit,ɛspɹˈiː,The General American English pronunciation of 'esprit' is /ɛsˈpɹiː/.,gpt-3.5-turbo
estradiol,ɪstɹˈeɪdʒəl,The General American English pronunciation of 'estradiol' is /ɛˈstrædiˌɔl/.,gpt-3.5-turbo
eswatini,ɛswˈɑːtəni,The General American English pronunciation of 'Eswatini' is /ɛˈswɑːtini/.,gpt-3.5-turbo
eugenics,judʒˈɛnɪks,The General American English pronunciation of 'eugenics' is /juːˈdʒɛnɪks/.,gpt-3.5-turbo
euler,ˈɔɪlɚ,The General American English pronunciation of 'Euler' is /ˈoʊlɚ/.,gpt-3.5-turbo
eulerian,julˈɛɹiən,The General American English pronunciation of 'eulerian' is /juːˈliɹiən/.,gpt-3.5-turbo
eunice,jˈuːnəs,The General American English pronunciation of 'Eunice' is /ˈjunɪs/.,gpt-3.5-turbo
euphonious,jˌufˈoʊniəs,The General American English pronunciation of 'euphonious' is /juˈfoʊniəs/.,gpt-3.5-turbo
euphrates,jufɹˈeɪtiz,The General American English pronunciation of 'Euphrates' is /juˈfreɪtiːz/.,gpt-3.5-turbo
eusebius,jˈuːsəbjˌus,The General American English pronunciation of 'Eusebius' is /juˈsibiəs/.,gpt-3.5-turbo
evanescent,ˌɛvənˈɛsənt,The General American English pronunciation of 'evanescent' is /ˌɛvəˈnɛsənt/.,gpt-3.5-turbo
ewes,jˈuːz,The General American English pronunciation of 'ewes' is /juːz/.,gpt-3.5-turbo
excavator,ˈɛkskəvˌeɪtɚ,The General American English pronunciation of 'excavator' is /ˈɛkskəˌveɪtɚ/.,gpt-3.5-turbo
excite,ɪksˈaɪt,The General American English pronunciation of 'excite' is /ɪkˈsaɪt/.,gpt-3.5-turbo
exegete,ˌɛksˈɛdʒəti,The General American English pronunciation of 'exegete' is /ˈɛksədʒit/.,gpt-3.5-turbo
exfiltrate,ˈɛgsɪftɹˌeɪtəl,The General American English pronunciation of 'exfiltrate' is /ɛksˈfɪltɹeɪt/.,gpt-3.5-turbo
exhaustive,ɪgzˈɔːstɪv,The General American English pronunciation of 'exhaustive' is /ɪɡˈzɔːstɪv/.,gpt-3.5-turbo
exhaustively,ɪgzˈɑːstɪvli,The General American English pronunciation of 'exhaustively' is /ɪɡˈzɔːstɪvli/.,gpt-3.5-turbo
exponentiation,ˌɛkspənɪtˈeɪʃən,The General American English pronunciation of 'exponentiation' is /ɪkˌspoʊnənʃiˈeɪʃən/.,gpt-3.5-turbo
expulsion,ɪkspˈʌlʃən,The General American English pronunciation of 'expulsion' is /ɪkˈspʌlʃən/.,gpt-3.5-turbo
extendable,ˌɛkstˈɛndəbəl,The General American English pronunciation of 'extendable' is /ɪkˈstɛndəbəl/.,gpt-3.5-turbo
extol,ɪkstˈoʊl,The General American English pronunciation of 'extol' is /ɪkˈstoʊl/.,gpt-3.5-turbo
extradite,ˈɛkstɹədˌaɪt,The General American English pronunciation of 'extradite' is /ˈɛkstrəˌdaɪt/.,gpt-3.5-turbo
extrapolate,ɪkstɹˈæpəlˌeɪt,The General American English pronunciation of 'extrapolate' is /ɪkˈstræpəˌleɪt/.,gpt-3.5-turbo
exultation,ˌɛgzəltˈeɪʃən,The General American English pronunciation of 'exultation' is /ˌɛɡzʌlˈteɪʃən/.,gpt-3.5-turbo
eyelid,ˈaɪlˌɪd,The General American English pronunciation of 'eyelid' is /ˈaɪˌlɪd/.,gpt-3.5-turbo
faan,fˈɑːn,The General American English pronunciation of 'faan' is /fæn/.,gpt-3.5-turbo
facelift,fˈeɪslˌɪft,/fˈeɪsˌlɪft/,gpt-3.5-turbo
facetiously,fəsˈiːʃəsli,The General American English pronunciation of 'facetiously' is /fəˈsiʃəsli/.,gpt-3.5-turbo
fader,fˈeɪdɚ,The General American English pronunciation of 'fader' is /ˈfeɪdɚ/.,gpt-3.5-turbo
faintly,fˈeɪntli,The General American English pronunciation of 'faintly' is /ˈfeɪntli/.,gpt-3.5-turbo
fanciful,fˈænsɪfəl,The General American English pronunciation of 'fanciful' is /ˈfænsɪfəl/.,gpt-3.5-turbo
fango,fˈæŋgoʊ,The General American English pronunciation of 'fango' is /ˈfæŋɡoʊ/.,gpt-3.5-turbo
fard,fˈɑːɹd,The General American English pronunciation of 'fard' is /fɑɹd/.,gpt-3.5-turbo
farsi,fˈɑːɹsi,The General American English pronunciation of 'farsi' is /ˈfɑɹsi/.,gpt-3.5-turbo
fascist,fˈæʃəst,The General American English pronunciation of 'fascist' is /ˈfæʃɪst/.,gpt-3.5-turbo
fastened,fˈæsənd,The General American English pronunciation of 'fastened' is /ˈfæsənd/.,gpt-3.5-turbo
fastness,fˈæstnəs,The General American English pronunciation of 'fastness' is /ˈfæstnəs/.,gpt-3.5-turbo
fatally,fˈeɪtəli,The General American English pronunciation of 'fatally' is /ˈfeɪtəli/.,gpt-3.5-turbo
fatherly,fˈɑːðɚli,The General American English pronunciation of 'fatherly' is /ˈfɑðɚli/.,gpt-3.5-turbo
fatten,fˈætən,/fætən/,gpt-3.5-turbo
fattening,fˈætənɪŋ,/fætənɪŋ/,gpt-3.5-turbo
fava,fˈɑːvə,The General American English pronunciation of 'fava' is /ˈfeɪvə/.,gpt-3.5-turbo
feathery,fˈɛðɚi,The General American English pronunciation of 'feathery' is /ˈfɛðəri/.,gpt-3.5-turbo
fecund,fˈɛkənd,The General American English pronunciation of 'fecund' is /ˈfikənd/.,gpt-3.5-turbo
felter,fˈɛltɚ,The General American English pronunciation of 'felter' is /ˈfɛltɚ/.,gpt-3.5-turbo
feltham,fˈɛlθəm,The General American English pronunciation of 'feltham' is /ˈfɛlθəm/.,gpt-3.5-turbo
fema,fˈiːmə,The General American English pronunciation of 'fema' is /ˈfimə/.,gpt-3.5-turbo
femur,fˈiːmɚ,The General American English pronunciation of 'femur' is /ˈfiːmɚ/.,gpt-3.5-turbo
ferm,fˈɚm,The General American English pronunciation of 'ferm' is /fɝm/.,gpt-3.5-turbo
ferrule,fˈɛɹəl,The General American English pronunciation of 'ferrule' is /ˈfɛɹəl/.,gpt-3.5-turbo
fervid,fˈɚvəd,The General American English pronunciation of 'fervid' is /ˈfɝvɪd/.,gpt-3.5-turbo
fervor,fˈɚvɚ,The General American English pronunciation of 'fervor' is /ˈfɝvər/.,gpt-3.5-turbo
fetid,fˈɛtəd,The General American English pronunciation of 'fetid' is /ˈfɛtɪd/.,gpt-3.5-turbo
feudal,fjˈuːdəl,The General American English pronunciation of 'feudal' is /ˈfjudl/.,gpt-3.5-turbo
feuilleton,fiˈɔɪlətən,The General American English pronunciation of 'feuilleton' is /ˌfjuːlˈtɑn/.,gpt-3.5-turbo
feverishly,fˈɛvɚˌɪʃli,The General American English pronunciation of 'feverishly' is /ˈfivərɪʃli/.,gpt-3.5-turbo
fibrous,fˈaɪbɹəs,/fɪbɹəs/,gpt-3.5-turbo
fiche,fˈɪʃ,The General American English pronunciation of 'fiche' is /fiʃ/.,gpt-3.5-turbo
fiddly,fˈɪdli,The General American English pronunciation of 'fiddly' is /ˈfɪdli/.,gpt-3.5-turbo
fiefs,fˈiːfs,The General American English pronunciation of 'fiefs' is /fifz/.,gpt-3.5-turbo
filigree,fˈɪləgɹˌi,The General American English pronunciation of 'filigree' is /ˈfɪləˌɡɹi/.,gpt-3.5-turbo
filmy,fˈɪlmi,The General American English pronunciation of 'filmy' is /ˈfɪlmi/.,gpt-3.5-turbo
filtrate,fˈɪltɹˌeɪt,/fɪlˈtreɪt/,gpt-3.5-turbo
finned,fˈɪnd,The General American English pronunciation of 'finned' is /fɪnd/.,gpt-3.5-turbo
finns,fˈɪnz,The General American English pronunciation of 'finns' is /fɪnz/.,gpt-3.5-turbo
fins,fˈɪnz,The General American English pronunciation of 'fins' is /fɪnz/.,gpt-3.5-turbo
fireman,fˈaɪɹmən,The General American English pronunciation of 'fireman' is /ˈfaɪɚˌmæn/.,gpt-3.5-turbo
firkin,fˈɚkɪn,The General American English pronunciation of 'firkin' is /ˈfɝkɪn/.,gpt-3.5-turbo
firmness,fˈɚmnəs,The General American English pronunciation of 'firmness' is /ˈfɝmnəs/.,gpt-3.5-turbo
fisc,fˈɪsk,The General American English pronunciation of 'fisc' is /fɪsk/.,gpt-3.5-turbo
fishermen,fˈɪʃɚmɪn,/fɪʃɚmən/,gpt-3.5-turbo
flagellum,flədʒˈɛləm,The General American English pronunciation of 'flagellum' is /fləˈdʒɛləm/.,gpt-3.5-turbo
flagpole,flˈægpˌoʊl,The General American English pronunciation of 'flagpole' is /ˈflæɡpoʊl/.,gpt-3.5-turbo
flavorsome,flˈeɪvɚsəm,The General American English pronunciation of 'flavorsome' is /ˈfleɪvərsəm/.,gpt-3.5-turbo
fleeting,flˈiːtɪŋ,The General American English pronunciation of 'fleeting' is /ˈfliːtɪŋ/.,gpt-3.5-turbo
fleets,flˈiːts,/fliːts/,gpt-3.5-turbo
flirty,flˈɚti,The General American English pronunciation of 'flirty' is /ˈflɝti/.,gpt-3.5-turbo
flit,flˈɪt,The General American English pronunciation of 'flit' is /flɪt/.,gpt-3.5-turbo
flits,flˈɪts,The General American English pronunciation of 'flits' is /flɪts/.,gpt-3.5-turbo
flitted,flˈɪtəd,The General American English pronunciation of 'flitted' is /ˈflɪtɪd/.,gpt-3.5-turbo
flix,flˈɪks,The General American English pronunciation of 'flix' is /flɪks/.,gpt-3.5-turbo
floridian,flɔɹˈɪdiən,The General American English pronunciation of 'floridian' is /flɔˈɹɪdiən/.,gpt-3.5-turbo
flub,flˈʌb,The General American English pronunciation of 'flub' is /flʌb/.,gpt-3.5-turbo
flubbed,flˈʌbd,The General American English pronunciation of 'flubbed' is /flʌbd/.,gpt-3.5-turbo
flubs,flˈʌbz,The General American English pronunciation of 'flubs' is /flʌbz/.,gpt-3.5-turbo
flurazepam,flɚəsˈeɪməp,The General American English pronunciation of 'flurazepam' is /flʊˈɹæzəpæm/.,gpt-3.5-turbo
foliation,fˌoʊliˈeɪʃən,The General American English pronunciation of 'foliation' is /ˌfoʊliˈeɪʃən/.,gpt-3.5-turbo
folkestone,fˈoʊkstˌoʊn,The General American English pronunciation of 'Folkestone' is /ˈfoʊkstəʊn/.,gpt-3.5-turbo
foobar,fˈuːbˈɑːɹ,The General American English pronunciation of 'foobar' is /ˈfuːbɑɹ/.,gpt-3.5-turbo
footballer,fˈʊtbˌʌlɚ,The General American English pronunciation of 'footballer' is /ˈfʊtˌbɔləɹ/.,gpt-3.5-turbo
footbath,fˈʊtbˌɑθ,The General American English pronunciation of 'footbath' is /ˈfʊtbæθ/.,gpt-3.5-turbo
footings,fˈʊtɪŋz,The General American English pronunciation of 'footings' is /ˈfʊtɪŋz/.,gpt-3.5-turbo
footway,fˈʊtwˌeɪ,The General American English pronunciation of 'footway' is /ˈfʊtweɪ/.,gpt-3.5-turbo
forcefulness,fˈɔːɹsfəlnəs,The General American English pronunciation of 'forcefulness' is /ˈfɔɹs.fəlnəs/.,gpt-3.5-turbo
fordingbridge,fɔɹdˈɪnbɹɪg,The General American English pronunciation of 'fordingbridge' is /ˈfɔɹdɪŋˌbrɪdʒ/.,gpt-3.5-turbo
forfex,fˈɔːɹfˌɛks,The General American English pronunciation of 'forfex' is /ˈfɔɹfɛks/.,gpt-3.5-turbo
forgetfulness,fˈɔːɹgətfˌʌnsəlz,The General American English pronunciation of 'forgetfulness' is /fɚˈɡɛtfəlnəs/.,gpt-3.5-turbo
