grapheme,ground_truth_phoneme,predicted_phoneme,model
grouping,gɹˈuːpɪŋ,/ˈɡɹupɪŋ/,gpt-4o
groups,gɹˈuːps,/ɡɹups/,gpt-4o
guide,gˈaɪd,/ɡaɪd/,gpt-4o
guided,gˈaɪdəd,/ˈɡaɪdɪd/,gpt-4o
guides,gˈaɪdz,/ɡaɪdz/,gpt-4o
guiding,gˈaɪdɪŋ,/ˈɡaɪdɪŋ/,gpt-4o
guilt,gˈɪlt,/ɡɪlt/,gpt-4o
gym,dʒˈɪm,/dʒɪm/,gpt-4o
gyms,dʒˈɪmz,/dʒɪmz/,gpt-4o
halfway,hˈæfwˈeɪ,/hæfˈweɪ/,gpt-4o
ham,hˈæm,/hæm/,gpt-4o
hand,hˈænd,/hænd/,gpt-4o
handed,hˈændəd,/ˈhændɪd/,gpt-4o
handing,hˈændɪŋ,/ˈhændɪŋ/,gpt-4o
handler,hˈændlɚ,/ˈhændlɚ/,gpt-4o
hands,hˈændz,/hændz/,gpt-4o
hannah,hˈænə,/hænə/,gpt-4o
hanover,hˈænoʊvɚ,/ˈhænoʊvɚ/,gpt-4o
happen,hˈæpən,/ˈhæpən/,gpt-4o
happened,hˈæpənd,/ˈhæpənd/,gpt-4o
happens,hˈæpənz,/ˈhæpənz/,gpt-4o
hard,hˈɑːɹd,/hɑɹd/,gpt-4o
hardly,hˈɑːɹdli,/ˈhɑɹdli/,gpt-4o
harmful,hˈɑːɹmfəl,/ˈhɑɹmfəl/,gpt-4o
hatch,hˈætʃ,/hætʃ/,gpt-4o
havana,həvˈænə,/həˈvænə/,gpt-4o
head,hˈɛd,/hɛd/,gpt-4o
headed,hˈɛdəd,/ˈhɛdɪd/,gpt-4o
heading,hˈɛdɪŋ,/ˈhɛdɪŋ/,gpt-4o
heads,hˈɛdz,/hɛdz/,gpt-4o
heartbeat,hˈɑːɹtbˌit,/ˈhɑɹtˌbit/,gpt-4o
helm,hˈɛlm,/hɛlm/,gpt-4o
helper,hˈɛlpɚ,/ˈhɛlpɚ/,gpt-4o
helpful,hˈɛlpfəl,/ˈhɛlpfəl/,gpt-4o
hemp,hˈɛmp,/hɛmp/,gpt-4o
henry,hˈɛnɹi,/ˈhɛnɹi/,gpt-4o
heroic,hɪɹˈoʊɪk,/hɪˈɹoʊɪk/,gpt-4o
hesitation,hˌɛzətˈeɪʃən,/hɛzɪˈteɪʃən/,gpt-4o
het,hˈɛt,/hɛt/,gpt-4o
highly,hˈaɪli,/ˈhaɪli/,gpt-4o
hill,hˈɪl,/hɪl/,gpt-4o
hills,hˈɪlz,/hɪlz/,gpt-4o
hilton,hˈɪltən,/ˈhɪltən/,gpt-4o
hint,hˈɪnt,/hɪnt/,gpt-4o
hints,hˈɪnts,/hɪnts/,gpt-4o
historians,hɪstˈɔːɹiənz,/hɪˈstɔɹiənz/,gpt-4o
hiv,hˈɪv,/hɪv/,gpt-4o
hoa,hˈoʊə,- NONE,gpt-4o
holly,hˈɑːli,/ˈhɑli/,gpt-4o
homes,hˈoʊmz,/hoʊmz/,gpt-4o
hood,hˈʊd,/hʊd/,gpt-4o
hooded,hˈʊdɪd,/ˈhʊdɪd/,gpt-4o
hoods,hˈʊdz,/hʊdz/,gpt-4o
hooker,hˈʊkɚ,/ˈhʊkɚ/,gpt-4o
hopeful,hˈoʊpfəl,/ˈhoʊpfəl/,gpt-4o
hormone,hˈɔːɹmˌoʊn,/ˈhɔrmoʊn/,gpt-4o
hose,hˈoʊz,/hoʊz/,gpt-4o
hoses,hˈoʊzɪz,/ˈhoʊzɪz/,gpt-4o
hospitality,hˌɑspətˈæləti,/hɑːˌspɪˈtæləti/,gpt-4o
hourly,ˈaʊɹli,/ˈaʊɚli/,gpt-4o
housed,hˈaʊzd,/haʊzd/,gpt-4o
housing,hˈaʊzɪŋ,/ˈhaʊzɪŋ/,gpt-4o
hover,hˈʌvɚ,/ˈhʌvɚ/,gpt-4o
hunt,hˈʌnt,/hʌnt/,gpt-4o
hunting,hˈʌntɪŋ,/ˈhʌntɪŋ/,gpt-4o
husband,hˈʌzbənd,/ˈhʌzbənd/,gpt-4o
husbands,hˈʌzbəndz,/ˈhʌzbəndz/,gpt-4o
hutchinson,hˈʌtʃɪnsən,/hʌtʃɪnsən/,gpt-4o
iceberg,ˈaɪsbɚg,/ˈaɪsbɝɡ/,gpt-4o
idaho,ˈaɪdəhˌoʊ,/ˈaɪdəˌhoʊ/,gpt-4o
idle,ˈaɪdəl,/ˈaɪdəl/,gpt-4o
immunity,ɪmjˈuːnəti,/ɪˈmjunɪti/,gpt-4o
impeachment,ɪmpˈiːtʃmənt,/ɪmˈpitʃmənt/,gpt-4o
impeccable,ɪmpˈɛkəbəl,/ɪmˈpɛkəbl/,gpt-4o
import,ˈɪmpˌɔɹt,/ˈɪmpɔɹt/,gpt-4o
importance,ɪmpˈɔːɹtəns,/ɪmˈpɔɹtəns/,gpt-4o
imported,ɪmpˈɔːɹtɪd,/ɪmˈpɔɹtɪd/,gpt-4o
impressed,ɪmpɹˈɛst,/ɪmˈpɹɛst/,gpt-4o
incidents,ˈɪnsədənts,/ˈɪnsɪdənts/,gpt-4o
include,ɪnklˈuːd,/ɪnˈklud/,gpt-4o
included,ɪnklˈuːdəd,/ɪnˈkludɪd/,gpt-4o
includes,ɪnklˈuːdz,/ɪnˈkludz/,gpt-4o
inclusive,ɪnklˈuːsɪv,/ɪnˈklusɪv/,gpt-4o
indies,ˈɪndiz,/ˈɪndiːz/,gpt-4o
induction,ɪndˈʌkʃən,/ɪnˈdʌkʃən/,gpt-4o
infection,ɪnfˈɛkʃən,/ɪnˈfɛkʃən/,gpt-4o
inflammation,ˌɪnfləmˈeɪʃən,/ˌɪnfləˈmeɪʃən/,gpt-4o
inhabitants,ɪnhˈæbətənts,/ɪnˈhæbɪtənts/,gpt-4o
inquire,ɪnkwˈaɪɹ,/ɪnˈkwaɪɚ/,gpt-4o
ins,ˈɪnz,/ɪnz/,gpt-4o
instructed,ɪnstɹˈʌktəd,/ɪnˈstrʌktɪd/,gpt-4o
intelligent,ɪntˈɛlədʒənt,/ɪnˈtɛlədʒənt/,gpt-4o
intention,ɪntˈɛntʃən,/ɪnˈtɛnʃən/,gpt-4o
interior,ɪntˈɪɹiɚ,/ɪnˈtɪɹiɚ/,gpt-4o
invest,ɪnvˈɛst,/ɪnˈvɛst/,gpt-4o
invested,ɪnvˈɛstəd,/ɪnˈvɛstɪd/,gpt-4o
invite,ˈɪnvaɪt,/ɪnˈvaɪt/,gpt-4o
invited,ɪnvˈaɪtəd,/ɪnˈvaɪtɪd/,gpt-4o
inviting,ɪnvˈaɪtɪŋ,/ɪnˈvaɪtɪŋ/,gpt-4o
ireland,ˈaɪɚlənd,/ˈaɪɚlənd/,gpt-4o
irs,ˈɚz,/aɪɚɛs/,gpt-4o
irwin,ˈɚwən,/ˈɜrwɪn/,gpt-4o
issue,ˈɪʃu,/ˈɪʃu/,gpt-4o
jade,dʒˈeɪd,/dʒeɪd/,gpt-4o
jay,dʒˈeɪ,/dʒeɪ/,gpt-4o
jefferson,dʒˈɛfɚsən,/ˈdʒɛfɚsən/,gpt-4o
jimmy,dʒˈɪmi,/ˈdʒɪmi/,gpt-4o
joel,dʒˈoʊəl,/dʒoʊl/,gpt-4o
joey,dʒˈoʊi,/ˈdʒoʊi/,gpt-4o
journey,dʒˈɚni,/ˈdʒɝni/,gpt-4o
joy,dʒˈɔɪ,/dʒɔɪ/,gpt-4o
joys,dʒˈɔɪz,/dʒɔɪz/,gpt-4o
judy,dʒˈuːdi,/ˈdʒudi/,gpt-4o
jumbo,dʒˈʌmboʊ,/ˈdʒʌmboʊ/,gpt-4o
kelly,kˈɛli,/ˈkɛli/,gpt-4o
kenny,kˈɛni,/ˈkɛni/,gpt-4o
kerala,kˌɛɹˈɑːlə,- NONE,gpt-4o
kernel,kˈɚnəl,/ˈkɝnəl/,gpt-4o
kick,kˈɪk,/kɪk/,gpt-4o
kicked,kˈɪkt,/kɪkt/,gpt-4o
kicking,kˈɪkɪŋ,/ˈkɪkɪŋ/,gpt-4o
kicks,kˈɪks,/kɪks/,gpt-4o
kim,kˈɪm,/kɪm/,gpt-4o
kin,kˈɪn,/kɪn/,gpt-4o
kirsten,kˈɚstən,/kɜrstən/,gpt-4o
knives,nˈaɪvz,/naɪvz/,gpt-4o
kramer,kɹˈeɪmɚ,- NONE,gpt-4o
lab,lˈæb,/læb/,gpt-4o
lanes,lˈeɪnz,/leɪnz/,gpt-4o
later,lˈeɪtɚ,/ˈleɪtɚ/,gpt-4o
lavish,lˈævɪʃ,/ˈlævɪʃ/,gpt-4o
lawn,lˈɔːn,/lɔn/,gpt-4o
lax,lˈæks,/læks/,gpt-4o
learn,lˈɚn,/lɜrn/,gpt-4o
learning,lˈɚnɪŋ,/ˈlɝnɪŋ/,gpt-4o
learnt,lˈɚnt,/lɝnt/,gpt-4o
lecturer,lˈɛktʃɚɚ,/ˈlɛktʃərər/,gpt-4o
legally,lˈiːgəli,/ˈliɡəli/,gpt-4o
lemonade,lˈɛmənˈeɪd,/ˌlɛməˈneɪd/,gpt-4o
lens,lˈɛnz,/lɛnz/,gpt-4o
lenses,lˈɛnzəz,/ˈlɛnzɪz/,gpt-4o
lester,lˈɛstɚ,/ˈlɛstɚ/,gpt-4o
liar,lˈaɪɚ,/ˈlaɪɚ/,gpt-4o
liberal,lˈɪbɚəl,/ˈlɪbərəl/,gpt-4o
liberty,lˈɪbɚti,/ˈlɪbɚti/,gpt-4o
liner,lˈaɪnɚ,/ˈlaɪnɚ/,gpt-4o
literal,lˈɪtɚəl,/ˈlɪtərəl/,gpt-4o
lithium,lˈɪθiəm,/ˈlɪθiəm/,gpt-4o
locate,lˈoʊkˌeɪt,/loʊˈkeɪt/,gpt-4o
located,lˈoʊkˌeɪtəd,/ˈloʊkeɪtɪd/,gpt-4o
lodge,lˈɑːdʒ,/lɑdʒ/,gpt-4o
lodging,lˈɑːdʒɪŋ,/ˈlɑdʒɪŋ/,gpt-4o
loneliness,lˈoʊnlinəs,/ˈloʊnlinəs/,gpt-4o
lonely,lˈoʊnli,/ˈloʊnli/,gpt-4o
lucky,lˈʌki,/ˈlʌki/,gpt-4o
lynch,lˈɪntʃ,/lɪntʃ/,gpt-4o
lyric,lˈɪɹɪk,/ˈlɪɹɪk/,gpt-4o
macedonia,mˌæsədˈoʊniə,/ˌmæsəˈdoʊniə/,gpt-4o
machinery,məʃˈiːnɚi,/məˈʃinəri/,gpt-4o
magazines,mˈægəzˌinz,/ˈmæɡəˌzinz/,gpt-4o
magnet,mˈægnət,/ˈmæɡnət/,gpt-4o
management,mˈænədʒmənt,/ˈmænɪdʒmənt/,gpt-4o
mandate,mˌændˈeɪt,/ˈmænˌdeɪt/,gpt-4o
manicure,mˈænɪkjɚ,/ˈmænɪkjʊɹ/,gpt-4o
maple,mˈeɪpəl,/ˈmeɪpəl/,gpt-4o
mara,mˈɑːɹə,/məˈɹɑ/,gpt-4o
marathi,məɹˈɑːti,- NONE,gpt-4o
marital,mˈɛɹətəl,/ˈmærɪtəl/,gpt-4o
market,mˈɑːɹkət,/ˈmɑɹkɪt/,gpt-4o
markets,mˈɑːɹkəts,/ˈmɑɹkɪts/,gpt-4o
mascot,mˈæskət,/ˈmæskət/,gpt-4o
massey,mˈæsi,/ˈmæsi/,gpt-4o
material,mətˈɪɹiəl,/məˈtɪɹiəl/,gpt-4o
materials,mətˈɪɹiəlz,/məˈtɪɹiəlz/,gpt-4o
maternity,mətˈɚnɪti,/məˈtɝnɪti/,gpt-4o
matthew,mˈæθju,/ˈmæθju/,gpt-4o
maturity,mətʃˈʊɹəti,/məˈtʃʊɹɪti/,gpt-4o
maya,mˈaɪə,/mɑˈjɑ/,gpt-4o
meaningful,mˈiːnɪŋfəl,/ˈminɪŋfəl/,gpt-4o
mechanism,mˈɛkənˌɪzəm,/ˈmɛkənɪzəm/,gpt-4o
memorable,mˈɛmɚəbəl,/ˈmɛmərəbl/,gpt-4o
mesh,mˈɛʃ,/mɛʃ/,gpt-4o
messy,mˈɛsi,/ˈmɛsi/,gpt-4o
migrant,mˈaɪgɹənt,/ˈmaɪɡrənt/,gpt-4o
mike,mˈaɪk,/maɪk/,gpt-4o
mile,mˈaɪl,/maɪl/,gpt-4o
millions,mˈɪljənz,/ˈmɪljənz/,gpt-4o
mine,mˈaɪn,/maɪn/,gpt-4o
mines,mˈaɪnz,/maɪnz/,gpt-4o
mining,mˈaɪnɪŋ,/ˈmaɪnɪŋ/,gpt-4o
ministry,mˈɪnəstɹi,/ˈmɪnɪstri/,gpt-4o
minus,mˈaɪnəs,/ˈmaɪnəs/,gpt-4o
misconduct,mˌɪskɑndˈʌkt,/mɪsˈkɑndʌkt/,gpt-4o
miss,mˈɪs,/mɪs/,gpt-4o
missed,mˈɪst,/mɪst/,gpt-4o
misses,mˈɪsəz,/ˈmɪsɪz/,gpt-4o
missing,mˈɪsɪŋ,/ˈmɪsɪŋ/,gpt-4o
moderator,mˈɑːdɚˌeɪtɚ,/ˈmɑdəˌɹeɪtɚ/,gpt-4o
modules,mˈɑːdʒulz,/ˈmɑdʒulz/,gpt-4o
moist,mˈɔɪst,/mɔɪst/,gpt-4o
mongolian,mɑŋgˈoʊliən,/mɑnˈɡoʊliən/,gpt-4o
monterey,mˌɑntɚˈeɪ,/ˌmɒntəˈɹeɪ/,gpt-4o
mood,mˈuːd,/mud/,gpt-4o
moonlight,mˈuːnlˌaɪt,/ˈmunˌlaɪt/,gpt-4o
mostly,mˈoʊstli,/ˈmoʊstli/,gpt-4o
motivate,mˈoʊtəvˌeɪt,/ˈmoʊtəˌveɪt/,gpt-4o
mountains,mˈaʊntənz,/ˈmaʊntənz/,gpt-4o
municipal,mjunˈɪsəpəl,/mjuˈnɪsɪpəl/,gpt-4o
music,mjˈuːzɪk,/ˈmjuzɪk/,gpt-4o
mythology,məθˈɑːlədʒi,/mɪˈθɑlədʒi/,gpt-4o
myths,mˈɪθs,/mɪθs/,gpt-4o
national,nˈæʃənəl,/ˈnæʃənəl/,gpt-4o
naval,nˈeɪvəl,/ˈneɪvəl/,gpt-4o
neatly,nˈiːtli,/ˈnitli/,gpt-4o
negotiable,nəgˈoʊʃəbəl,/nɪˈɡoʊʃiəbl/,gpt-4o
nelson,nˈɛlsən,/ˈnɛlsən/,gpt-4o
nerve,nˈɚv,/nɝv/,gpt-4o
nerves,nˈɚvz,/nɝvz/,gpt-4o
nevis,nˈɛvɪs,/nɛvɪs/,gpt-4o
newton,nˈuːtən,/ˈnuːtən/,gpt-4o
nile,nˈaɪl,/naɪl/,gpt-4o
ninth,nˈaɪnθ,/naɪnθ/,gpt-4o
nominee,nˌɑmənˈiː,/nɑməˈni/,gpt-4o
notice,nˈoʊtəs,/ˈnoʊtɪs/,gpt-4o
noticed,nˈoʊtəst,/ˈnoʊtɪst/,gpt-4o
noticing,nˈoʊtɪsɪŋ,/ˈnoʊtɪsɪŋ/,gpt-4o
nous,nˈuːs,/naʊs/,gpt-4o
nudity,nˈuːdɪti,/ˈnjudɪti/,gpt-4o
numerical,numˈɛɹəkəl,/njuˈmɛɹɪkəl/,gpt-4o
oath,ˈoʊθ,/oʊθ/,gpt-4o
obama,ˌoʊbˈɑːmə,/oʊˈbɑːmə/,gpt-4o
obscene,ɑbsˈiːn,/əbˈsin/,gpt-4o
obviously,ˈɑːbviəsli,/ˈɑbvɪəsli/,gpt-4o
officially,əfˈɪʃəli,/əˈfɪʃəli/,gpt-4o
oh,ˈoʊ,/oʊ/,gpt-4o
older,ˈoʊldɚ,/ˈoʊldɚ/,gpt-4o
omg,ˈɑːm,- NONE,gpt-4o
opacity,oʊpˈæsəti,/oʊˈpæsɪti/,gpt-4o
opinion,əpˈɪnjən,/əˈpɪnjən/,gpt-4o
opinions,əpˈɪnjənz,/əˈpɪnjənz/,gpt-4o
opt,ˈɑːpt,/ɑpt/,gpt-4o
optical,ˈɑːptɪkəl,/ˈɑptɪkəl/,gpt-4o
organic,ɔɹgˈænɪk,/ɔɹˈɡænɪk/,gpt-4o
organize,ˈɔːɹgənˌaɪz,/ˈɔɹɡəˌnaɪz/,gpt-4o
organized,ˈɔːɹgənˌaɪzd,/ˈɔɹɡənaɪzd/,gpt-4o
osborne,ˈɔːzbˌɔɹn,/ˈɑzbɔrn/,gpt-4o
oslo,ˈɑːzloʊ,/ˈɑzloʊ/,gpt-4o
ounces,ˈaʊnsəz,/ˈaʊnsɪz/,gpt-4o
outer,ˈaʊtɚ,/ˈaʊtɚ/,gpt-4o
outlook,ˈaʊtlˌʊk,/ˈaʊtlʊk/,gpt-4o
oval,ˈoʊvəl,/ˈoʊvəl/,gpt-4o
over,ˈoʊvɚ,/ˈoʊvɚ/,gpt-4o
override,ˈoʊvɚɹˌaɪd,/oʊvɚˈɹaɪd/,gpt-4o
owners,ˈoʊnɚz,/ˈoʊnɚz/,gpt-4o
package,pˈækədʒ,/ˈpækɪdʒ/,gpt-4o
papa,pˈɑːpə,/pəˈpɑ/,gpt-4o
parsley,pˈɑːɹsli,/ˈpɑɹsli/,gpt-4o
partly,pˈɑːɹtli,/ˈpɑɹtli/,gpt-4o
passive,pˈæsɪv,/pæsɪv/,gpt-4o
past,pˈæst,/pæst/,gpt-4o
patio,pˈætiˌoʊ,/ˈpætiˌoʊ/,gpt-4o
patrol,pətɹˈoʊl,/pəˈtɹoʊl/,gpt-4o
pavilion,pəvˈɪljən,/pəˈvɪljən/,gpt-4o
payments,pˈeɪmənts,/ˈpeɪmənts/,gpt-4o
pedestal,pˈɛdəstəl,/ˈpɛdəstəl/,gpt-4o
pedestrian,pədˈɛstɹiən,/pəˈdɛstɹiən/,gpt-4o
permit,pˈɚmˌɪt,/pɚˈmɪt/,gpt-4o
permitted,pɚmˈɪtəd,/pɚˈmɪtɪd/,gpt-4o
persistent,pɚsˈɪstənt,/pɚˈsɪstənt/,gpt-4o
persona,pɚsˈoʊnə,/pɚˈsoʊnə/,gpt-4o
personality,pˌɚsənˈælɪti,/pɚsəˈnæləti/,gpt-4o
perspective,pɚspˈɛktɪv,/pɚˈspɛktɪv/,gpt-4o
peru,pɚˈuː,/pəˈɹu/,gpt-4o
pharmacy,fˈɑːɹməsi,/ˈfɑɹməsi/,gpt-4o
physician,fəzˈɪʃən,/fɪˈzɪʃən/,gpt-4o
physiological,fˌɪziəlˈɑːdʒɪkəl,/ˌfɪziəˈlɑdʒɪkəl/,gpt-4o
pick,pˈɪk,/pɪk/,gpt-4o
picked,pˈɪkt,/pɪkt/,gpt-4o
picking,pˈɪkɪŋ,/ˈpɪkɪŋ/,gpt-4o
picks,pˈɪks,/pɪks/,gpt-4o
pictures,pˈɪktʃɚz,/ˈpɪktʃɚz/,gpt-4o
pier,pˈɪɹ,/pɪr/,gpt-4o
pig,pˈɪg,/pɪɡ/,gpt-4o
pigeon,pˈɪdʒən,/ˈpɪdʒən/,gpt-4o
pigs,pˈɪgz,/pɪɡz/,gpt-4o
pike,pˈaɪk,/paɪk/,gpt-4o
piston,pˈɪstən,/ˈpɪstən/,gpt-4o
pitch,pˈɪtʃ,/pɪtʃ/,gpt-4o
pitched,pˈɪtʃt,/pɪtʃt/,gpt-4o
pitching,pˈɪtʃɪŋ,/ˈpɪtʃɪŋ/,gpt-4o
playful,plˈeɪfəl,/ˈpleɪfəl/,gpt-4o
pocket,pˈɑːkət,/ˈpɑkɪt/,gpt-4o
pockets,pˈɑːkəts,/ˈpɑkɪts/,gpt-4o
point,pˈɔɪnt,/pɔɪnt/,gpt-4o
pointe,pˈɔɪnt,/pɔɪnt/,gpt-4o
pointed,pˈɔɪntəd,/ˈpɔɪntɪd/,gpt-4o
pointing,pˈɔɪntɪŋ,/ˈpɔɪntɪŋ/,gpt-4o
points,pˈɔɪnts,/pɔɪnts/,gpt-4o
politician,pˌɑlətˈɪʃən,/ˌpɑləˈtɪʃən/,gpt-4o
pop,pˈɑːp,/pɑp/,gpt-4o
popping,pˈɑːpɪŋ,/ˈpɑpɪŋ/,gpt-4o
pops,pˈɑːps,/pɑps/,gpt-4o
popularity,pˌɑpjəlˈɛɹəti,/pɑpjəˈlɛɹɪti/,gpt-4o
portal,pˈɔːɹtəl,/ˈpɔɹtəl/,gpt-4o
portugal,pˈɔːɹtʃəgəl,/ˈpɔɹtʃəɡəl/,gpt-4o
possess,pəzˈɛs,/pəˈzɛs/,gpt-4o
possessed,pəzˈɛst,/pəˈzɛst/,gpt-4o
possesses,pəzˈɛsəz,/pəˈzɛsɪz/,gpt-4o
postage,pˈoʊstədʒ,/ˈpoʊstɪdʒ/,gpt-4o
powell,pˈaʊəl,/ˈpaʊəl/,gpt-4o
pray,pɹˈeɪ,/preɪ/,gpt-4o
predict,pɹɪdˈɪkt,/prɪˈdɪkt/,gpt-4o
predicted,pɹɪdˈɪktɪd,/prɪˈdɪktɪd/,gpt-4o
prediction,pɹidˈɪkʃən,/prɪˈdɪkʃən/,gpt-4o
preference,pɹˈɛfɚəns,/ˈprɛfərəns/,gpt-4o
premium,pɹˈiːmiəm,/ˈpɹimiəm/,gpt-4o
preparation,pɹˌɛpɚˈeɪʃən,/ˌprɛpəˈreɪʃən/,gpt-4o
prima,pɹˈiːmə,/ˈpɹiːmə/,gpt-4o
princeton,pɹˈɪnstən,/ˈprɪns.tən/,gpt-4o
proficiency,pɹəfˈɪʃənsi,/prəˈfɪʃənsi/,gpt-4o
proliferation,pɹˌoʊlɪfɚˈeɪʃən,/prəˌlɪfəˈɹeɪʃən/,gpt-4o
promote,pɹəmˈoʊt,/prəˈmoʊt/,gpt-4o
promoting,pɹəmˈoʊtɪŋ,/prəˈmoʊtɪŋ/,gpt-4o
promotional,pɹəmˈoʊʃənəl,/prəˈmoʊʃənl/,gpt-4o
pronounced,pɹənˈaʊnst,/prəˈnaʊnst/,gpt-4o
prototype,pɹˈoʊtətˌaɪp,/ˈproʊtəˌtaɪp/,gpt-4o
prototyping,pɹˈoʊtətɪpɪŋ,/ˈproʊtəˌtaɪpɪŋ/,gpt-4o
pseudo,sˈuːdoʊ,/ˈsudoʊ/,gpt-4o
public,pˈʌblɪk,/ˈpʌblɪk/,gpt-4o
publicly,pˈʌblɪkli,/ˈpʌblɪkli/,gpt-4o
publish,pˈʌblɪʃ,/ˈpʌblɪʃ/,gpt-4o
published,pˈʌblɪʃt,/ˈpʌblɪʃt/,gpt-4o
publishing,pˈʌblɪʃɪŋ,/ˈpʌblɪʃɪŋ/,gpt-4o
pun,pˈʌn,/pʌn/,gpt-4o
pupil,pjˈuːpəl,/ˈpjuːpəl/,gpt-4o
puppies,pˈʌpiz,/ˈpʌpiz/,gpt-4o
puppy,pˈʌpi,/ˈpʌpi/,gpt-4o
purification,pjˌʊɹəfəkˈeɪʃən,/pjʊrəfəˈkeɪʃən/,gpt-4o
purse,pˈɚs,/pɝs/,gpt-4o
pursuit,pɚsˈuːt,/pɚˈsut/,gpt-4o
python,pˈaɪθɑn,/ˈpaɪθɑn/,gpt-4o
quad,kwˈɑːd,/kwɑd/,gpt-4o
quarter,kwˈɔːɹtɚ,/ˈkwɔɹtɚ/,gpt-4o
racism,ɹˈeɪsˌɪzəm,/ˈɹeɪˌsɪzəm/,gpt-4o
raid,ɹˈeɪd,/ɹeɪd/,gpt-4o
rail,ɹˈeɪl,/ɹeɪl/,gpt-4o
rare,ɹˈɛɹ,/ɹɛɹ/,gpt-4o
raymond,ɹˈeɪmənd,/ˈɹeɪmənd/,gpt-4o
reach,ɹˈiːtʃ,/ɹitʃ/,gpt-4o
reached,ɹˈiːtʃt,/ɹitʃt/,gpt-4o
reaches,ɹˈiːtʃəz,/ˈɹiːtʃɪz/,gpt-4o
reaching,ɹˈiːtʃɪŋ,/ˈɹiːtʃɪŋ/,gpt-4o
realm,ɹˈɛlm,/ɹɛlm/,gpt-4o
rebirth,ɹibˈɚθ,/ɹiˈbɜrθ/,gpt-4o
receive,ɹəsˈiːv,/rɪˈsiv/,gpt-4o
received,ɹəsˈiːvd,/ɹɪˈsiːvd/,gpt-4o
receiver,ɹəsˈiːvɚ,/rɪˈsivɚ/,gpt-4o
receives,ɹəsˈiːvz,/ɹɪˈsivz/,gpt-4o
receiving,ɹəsˈiːvɪŋ,/ɹɪˈsivɪŋ/,gpt-4o
red,ɹˈɛd,/ɹɛd/,gpt-4o
redundant,ɹɪdˈʌndənt,/ɹɪˈdʌndənt/,gpt-4o
reforms,ɹəfˈɔːɹmz,/ɹɪˈfɔɹmz/,gpt-4o
refrain,ɹɪfɹˈeɪn,/rɪˈfɹeɪn/,gpt-4o
refresh,ɹˈɪfɹɛʃ,/rɪˈfrɛʃ/,gpt-4o
refreshing,ɹɪfɹˈɛʃɪŋ,/rɪˈfrɛʃɪŋ/,gpt-4o
relax,ɹɪlˈæks,/ɹɪˈlæks/,gpt-4o
relaxed,ɹɪlˈækst,/rɪˈlækst/,gpt-4o
relevant,ɹˈɛləvənt,/ˈɹɛləvənt/,gpt-4o
relieve,ɹɪlˈiːv,/rɪˈliv/,gpt-4o
relieved,ɹɪlˈiːvd,/rɪˈlivd/,gpt-4o
religion,ɹɪlˈɪdʒən,/rɪˈlɪdʒən/,gpt-4o
relish,ɹˈɛlɪʃ,/ˈɹɛlɪʃ/,gpt-4o
require,ɹˌikwˈaɪɚ,/rɪˈkwaɪɚ/,gpt-4o
required,ɹikwˈaɪɚd,/rɪˈkwaɪɚd/,gpt-4o
requires,ɹikwˈaɪɚz,/rɪˈkwaɪɚz/,gpt-4o
requiring,ɹikwˈaɪɚɪŋ,/rɪˈkwaɪɹɪŋ/,gpt-4o
rescue,ɹˈɛskju,/ˈɹɛskju/,gpt-4o
rescued,ɹˈɛskjud,/ˈɹɛskjud/,gpt-4o
residue,ɹˈɛzədˌu,/ˈrɛzɪˌdu/,gpt-4o
respond,ɹɪspˈɑːnd,/ɹɪˈspɑnd/,gpt-4o
responded,ɹɪspˈɑːndɪd,/ɹɪˈspɑndɪd/,gpt-4o
return,ɹɪtˈɚn,/ɹɪˈtɜrn/,gpt-4o
returned,ɹɪtˈɚnd,/ɹɪˈtɜrnd/,gpt-4o
returning,ɹɪtˈɚnɪŋ,/ɹɪˈtɜrnɪŋ/,gpt-4o
returns,ɹɪtˈɚnz,/ɹɪˈtɜrnz/,gpt-4o
revenge,ɹivˈɛndʒ,/ɹɪˈvɛndʒ/,gpt-4o
rid,ɹˈɪd,/ɹɪd/,gpt-4o
rig,ɹˈɪg,/ɹɪɡ/,gpt-4o
rigging,ɹˈɪgɪŋ,/ˈɹɪɡɪŋ/,gpt-4o
rigs,ɹˈɪgz,/ɹɪɡz/,gpt-4o
rinse,ɹˈɪns,/ɹɪns/,gpt-4o
riot,ɹˈaɪət,/ˈɹaɪət/,gpt-4o
ripped,ɹˈɪpt,/ɹɪpt/,gpt-4o
road,ɹˈoʊd,/ɹoʊd/,gpt-4o
robert,ɹˈɑːbɚt,/ˈɹɑbɚt/,gpt-4o
rochester,ɹˈɑːtʃˌɛstɚ,/ˈrɑːtʃɛstər/,gpt-4o
rock,ɹˈɑːk,/ɹɑk/,gpt-4o
rocket,ɹˈɑːkət,/ˈɹɑkɪt/,gpt-4o
rocks,ɹˈɑːks,/ɹɑks/,gpt-4o
rome,ɹˈoʊm,/ɹoʊm/,gpt-4o
rope,ɹˈoʊp,/roʊp/,gpt-4o
ropes,ɹˈoʊps,/ɹoʊps/,gpt-4o
rosemary,ɹˈoʊzmˌɛɹi,/ˈroʊzmɛri/,gpt-4o
rotate,ɹˈoʊtˌeɪt,/ˈroʊteɪt/,gpt-4o
rotor,ɹˈoʊtɚ,/ˈɹoʊtɚ/,gpt-4o
routine,ɹutˈiːn,/ɹuˈtin/,gpt-4o
